geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00149399,69,21.4,9.5
E00149400,77.3,14.9,7.8
E00149401,74.7,17.1,8.2
E00149402,74.2,20.4,5.3
E00149403,71.1,18,10.9
E00149404,79.5,15.2,5.3
E00149405,73.8,18.3,8
E00149406,74.1,19.3,6.6
E00149407,80.9,13.2,6
E00149408,78.4,16.4,5.2
E00149409,82.9,12.5,4.6
E00149410,79.5,15.5,5
E00149411,80.5,13.5,6.1
E00149436,72.9,20.9,6.2
E00149437,74.2,17.4,8.5
E00149438,75.4,19,5.7
E00149442,71.3,18.7,10
E00149443,75.2,19.2,5.6
E00149444,63.7,26.4,9.9
E00149445,69.7,24.8,5.5
E00149446,80.5,14.3,5.2
E00149447,65,26.4,8.6
E00149448,82.9,12.9,4.3
E00149450,81.2,13,5.8
E00149451,69.6,21.4,8.9
E00149452,74.2,20.7,5
E00149453,80.6,15.6,3.8
E00149454,69,22,9
E00149455,77.5,14.6,7.9
E00149456,78,17.4,4.6
E00149457,75,19.1,5.9
E00149458,69.1,23.3,7.6
E00149459,70.6,23,6.4
E00149460,80.6,12.8,6.6
E00149461,84.5,10.6,5
E00149462,65.1,24.9,10
E00149463,64.6,27.3,8.1
E00149464,77.6,16.7,5.7
E00149465,85,10.5,4.5
E00149466,72.3,21.8,5.8
E00149467,71.1,18.7,10.2
E00149468,78.5,18.6,3
E00149488,83.2,11.9,4.8
E00149499,74.7,19.6,5.8
E00149500,74.5,15.3,10.2
E00149502,76.7,17.6,5.7
E00149508,63,25.1,11.9
E00149509,69.4,20.2,10.5
E00149510,70.7,17.7,11.6
E00149511,77.6,14.8,7.6
E00149513,83.3,9.8,6.9
E00166047,80.3,11,8.7
E00166049,79,14,7
E00166050,69.5,18.1,12.4
E00171421,69,22.7,8.3
W00005608,82.8,14.2,3
W00005609,74.4,18.5,7
W00005610,69.5,18.8,11.7
W00005611,79.3,16.4,4.3
W00005613,79.1,12.4,8.5
W00005614,73.7,17.2,9.1
W00005615,83.3,11.8,4.9
W00005616,84.1,10.9,5
W00005617,83.4,13.7,2.9
W00005618,77.9,16.6,5.5
W00005619,83.8,13.6,2.6
W00005620,74.7,16.8,8.4
W00005621,88.4,11.3,0.3
W00005622,73.2,18.8,8
W00005623,83.6,10.7,5.7
W00005624,84.5,10.8,4.7
W00005820,83.1,12.8,4.1
W00005821,79.4,14.2,6.4
W00005902,74.1,14.6,11.3
W00005903,82,11.4,6.6
W00005905,74.9,15.8,9.4
W00005906,80.2,14.1,5.7
W00005907,76.3,16.3,7.4
W00005908,74.6,18.3,7.1
W00005909,80.8,15.4,3.8
W00005910,76,17.9,6.1
W00005911,77.9,12.9,9.1
W00005913,79,15.2,5.7
W00005914,86,10.5,3.5
W00005915,77.9,15.9,6.2
W00005916,79.8,14.9,5.3
W00005917,71.8,19.6,8.6
W00005928,78.4,14.5,7
W00009829,69.4,15.7,14.9
W00009830,75.3,16.1,8.6
W00009835,87.1,9.1,3.8
W00009847,86.4,11.2,2.4
W00009848,89.4,7.8,2.8
W00009849,87.6,9.6,2.9
W00010504,90.9,6,3
W00010505,73.1,16,10.9
W00010508,92,6.1,1.9
W00010513,81.7,12.4,6
W00010525,90.5,5.7,3.8
W00010530,91.3,6.8,1.9
W00010539,91.7,6.3,2
W00010543,75,18.1,6.9
W00010564,78,16.5,5.5
W00010576,84.2,9.6,6.2
W00010582,89.8,7.5,2.7
W00010590,81.2,12.1,6.8
W00010617,81.3,11.9,6.9
W00010622,90.4,7.7,1.8
W00010634,87,9.8,3.1
W00010647,90.2,8.5,1.3
