areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00045249,95.3,0,4.7
E00045250,93,0.4,6.6
E00045251,93.5,1,5.5
E00045252,95.5,0,4.5
E00045253,97.1,0.4,2.6
E00045254,89.3,1.2,9.5
E00045255,95.4,0.6,4.1
E00045256,88.8,1.7,9.6
E00045257,98.3,1,0.7
E00045258,87.9,1.3,10.8
E00045259,91,0.6,8.4
E00045260,92.1,1.1,6.8
E00045261,96,0.9,3.1
E00045262,92.3,1.1,6.7
E00045263,87.7,0.8,11.5
E00045265,94.8,0.7,4.6
E00045267,94.6,0,5.4
E00045275,98.9,0.4,0.7
E00045276,84.3,3.3,12.4
E00045277,87.3,2.3,10.3
E00045278,72.7,7.3,19.9
E00045279,88.4,0.5,11.1
E00045280,92.5,1.4,6.1
E00045281,81.4,6.6,12.1
E00045282,92.3,0.4,7.3
E00045283,87.3,3.5,9.2
E00045284,87.5,2.2,10.3
E00045285,87.5,1.8,10.6
E00045286,91.2,1.8,7
E00045287,88,0.6,11.4
E00045288,83.9,1.6,14.6
E00045289,91.4,0.4,8.2
E00045290,90.8,2.8,6.3
E00045292,83.8,2.4,13.7
E00045293,87.6,1.6,10.8
E00045294,90.6,1.3,8.1
E00045295,88.2,2.4,9.3
E00045296,90.8,0,9.2
E00045297,93.6,0.7,5.6
E00045298,94.3,0.6,5.1
E00045299,91.7,2.6,5.7
E00045300,93.2,0.6,6.2
E00045301,95.2,0.4,4.4
E00045302,89.8,0.9,9.3
E00045303,97.4,0.5,2.1
E00045304,89.2,0,10.8
E00045305,93.9,0.7,5.4
E00045306,93.8,2.5,3.7
E00045307,90.3,0.7,9
E00045308,90.3,1.9,7.9
E00045309,93.5,0.7,5.8
E00045310,82.7,0.7,16.6
E00045311,85.1,1.1,13.8
E00045312,92,2.2,5.8
E00045313,90.9,4.4,4.7
E00045315,94.1,0.3,5.5
E00045317,89.3,0.9,9.8
E00045318,89.6,4.2,6.2
E00045320,90.6,1,8.5
E00045321,89.6,0.8,9.6
E00045322,87.2,0.9,12
E00045323,79.1,1.4,19.5
E00045324,89.5,3.8,6.7
E00045325,90.3,0.8,8.8
E00045592,79.5,4.2,16.3
E00045595,67.2,7.1,25.7
E00045596,67,6.5,26.5
E00045597,76,5.4,18.6
E00045598,44.1,3.7,52.2
E00045599,67.6,5.9,26.6
E00045600,70.5,9.2,20.3
E00045601,77.8,1.7,20.5
E00045602,54.6,5.9,39.4
E00045603,69.9,4.1,26
E00045604,67.7,5.6,26.7
E00045605,79.7,4.5,15.9
E00045606,53.9,7.8,38.4
E00045608,75.7,7.3,17
E00045613,88.2,2.5,9.3
E00045615,79.1,4.8,16.1
E00045616,83.4,2.4,14.2
E00045621,71.9,5.5,22.5
E00045622,63.7,5.6,30.6
E00045627,89.5,5,5.5
E00045628,77.7,2,20.3
E00045629,74.7,4.4,20.9
E00045645,86.7,2.1,11.2
E00045646,84.1,1.4,14.5
E00045653,75.5,0.5,24
E00045658,61,3.4,35.6
E00045659,51.7,2.5,45.8
E00045660,71.1,2.1,26.8
E00045970,78.6,1,20.4
