areacd,in_full_time_education-001,in_full_time_education-002
E00045249,24.1,75.9
E00045250,10,90
E00045251,31.8,68.2
E00045252,21.1,78.9
E00045253,12.9,87.1
E00045254,26.8,73.2
E00045255,18,82
E00045256,34.3,65.7
E00045257,15.2,84.8
E00045258,20.5,79.5
E00045259,30.1,69.9
E00045260,18.2,81.8
E00045261,15.9,84.1
E00045262,22.5,77.5
E00045263,30,70
E00045265,26.9,73.1
E00045267,24,76
E00045275,8,92
E00045276,33.9,66.1
E00045277,27.9,72.1
E00045278,29.2,70.8
E00045279,14.7,85.3
E00045280,17.2,82.8
E00045281,22.9,77.1
E00045282,19.6,80.4
E00045283,26.2,73.8
E00045284,31.6,68.4
E00045285,20.9,79.1
E00045286,26.9,73.1
E00045287,30.5,69.5
E00045288,22.6,77.4
E00045289,30.6,69.4
E00045290,32.7,67.3
E00045292,24.3,75.7
E00045293,23.9,76.1
E00045294,14.5,85.5
E00045295,25,75
E00045296,17.2,82.8
E00045297,12.2,87.8
E00045298,17.9,82.1
E00045299,26.1,73.9
E00045300,23.6,76.4
E00045301,18.8,81.2
E00045302,31.3,68.7
E00045303,24.3,75.7
E00045304,35.4,64.6
E00045305,10.9,89.1
E00045306,18.8,81.2
E00045307,20.8,79.2
E00045308,27.7,72.3
E00045309,16.6,83.4
E00045310,25,75
E00045311,21.3,78.7
E00045312,13.8,86.2
E00045313,14.5,85.5
E00045315,23.9,76.1
E00045317,46.3,53.7
E00045318,22.5,77.5
E00045320,26.4,73.6
E00045321,24.7,75.3
E00045322,25.3,74.7
E00045323,28.1,71.9
E00045324,21,79
E00045325,36.7,63.3
E00045592,25,75
E00045595,18.7,81.3
E00045596,20.5,79.5
E00045597,17,83
E00045598,26.2,73.8
E00045599,16.8,83.2
E00045600,12.5,87.5
E00045601,18.1,81.9
E00045602,16.5,83.5
E00045603,20.9,79.1
E00045604,13.9,86.1
E00045605,16,84
E00045606,23.7,76.3
E00045608,17.6,82.4
E00045613,22.9,77.1
E00045615,15.7,84.3
E00045616,21.1,78.9
E00045621,18.3,81.7
E00045622,23.8,76.2
E00045627,28.4,71.6
E00045628,22.7,77.3
E00045629,17.2,82.8
E00045645,26.8,73.2
E00045646,23.6,76.4
E00045653,29.2,70.8
E00045658,20.2,79.8
E00045659,15.7,84.3
E00045660,48.5,51.5
E00045970,26.3,73.7
E00045971,19.7,80.3
E00045972,16.8,83.2
E00045973,21.5,78.5
E00045974,24.8,75.2
E00045975,17,83
E00045976,20.3,79.7
E00045977,16.5,83.5
E00045978,17.3,82.7
E00045979,29.2,70.8
E00045980,27.2,72.8
E00045981,22.8,77.2
E00045982,23.8,76.2
E00045983,17.3,82.7
E00045984,16.5,83.5
E00045985,29.1,70.9
E00045986,16.7,83.3
E00045987,22.9,77.1
E00045988,26,74
E00045989,22.5,77.5
E00045990,19.7,80.3
E00045991,21.2,78.8
E00045992,7.2,92.8
E00045993,26.4,73.6
E00045994,17.6,82.4
E00045995,15.8,84.2
E00045996,42,58
E00045997,19.7,80.3
E00045998,37.2,62.8
E00045999,18,82
E00046000,17.4,82.6
E00046001,22.2,77.8
E00046002,34.2,65.8
E00046003,26.7,73.3
E00046004,17.2,82.8
E00046005,10.9,89.1
E00046006,17.2,82.8
E00046007,46.1,53.9
E00046008,32.3,67.7
E00046009,17.3,82.7
E00046010,29.3,70.7
E00046011,17.8,82.2
E00046012,43.3,56.7
E00046013,29.2,70.8
E00046014,39.4,60.6
E00046015,24.5,75.5
E00046016,25,75
E00046017,42.6,57.4
E00046018,35.1,64.9
E00046019,38.2,61.8
E00046020,19.8,80.2
E00046021,43.3,56.7
E00046022,44.9,55.1
E00046023,33,67
E00046024,42.5,57.5
E00046025,23.3,76.7
E00046026,51.1,48.9
E00046027,27.9,72.1
E00046028,16.8,83.2
E00046029,20.5,79.5
E00046030,14.2,85.8
E00046031,40.7,59.3
E00046032,27.8,72.2
E00046033,41.1,58.9
E00046034,46.1,53.9
E00046035,28.4,71.6
E00046036,18.1,81.9
E00046037,29.2,70.8
E00046039,10.5,89.5
E00046040,21.8,78.2
E00046041,27,73
E00046042,21.5,78.5
E00046043,24.8,75.2
E00046044,22.4,77.6
E00046045,20.8,79.2
E00046046,17.2,82.8
E00046047,15.3,84.7
E00046048,18.6,81.4
E00046049,10.3,89.7
E00046050,19.6,80.4
E00046359,32.1,67.9
E00046361,25.1,74.9
E00046362,33.9,66.1
E00046363,29.8,70.2
E00046364,23.7,76.3
E00046365,31.1,68.9
E00046366,26.2,73.8
E00046369,23.5,76.5
E00046372,28.9,71.1
E00046373,17.5,82.5
E00046376,22.8,77.2
E00046378,18,82
E00046380,20.6,79.4
E00046382,18.6,81.4
E00046384,23.1,76.9
E00046388,25.9,74.1
E00046392,22.3,77.7
E00046396,20.7,79.3
E00046402,16.4,83.6
E00046403,17.3,82.7
E00046406,15.1,84.9
E00046905,10.6,89.4
E00046906,27.2,72.8
E00046907,22.1,77.9
E00046908,24.2,75.8
E00046909,32.3,67.7
E00046910,20.6,79.4
E00046911,22.3,77.7
E00046912,17.3,82.7
E00046913,22.1,77.9
E00046914,22.9,77.1
E00046915,18.8,81.2
E00046916,19.6,80.4
E00046917,19,81
E00046918,17.2,82.8
E00046919,23.6,76.4
E00046920,19.1,80.9
E00046921,19.2,80.8
E00046922,20.8,79.2
E00046923,20.4,79.6
E00046924,13.1,86.9
E00046925,16.3,83.7
E00046926,13.3,86.7
