areacd,heating_type_3a-001,heating_type_3a-002
E00045249,3.6,96.4
E00045250,0.7,99.3
E00045251,1.8,98.2
E00045252,8,92
E00045253,0,100
E00045254,0,100
E00045255,0,100
E00045256,3.5,96.5
E00045257,2.2,97.8
E00045258,2.2,97.8
E00045259,1.6,98.4
E00045260,0,100
E00045261,5.5,94.5
E00045262,0.7,99.3
E00045263,1.9,98.1
E00045265,1.6,98.4
E00045267,1,99
E00045275,0,100
E00045276,0.8,99.2
E00045277,2.3,97.7
E00045278,3,97
E00045279,1,99
E00045280,3.9,96.1
E00045281,5.5,94.5
E00045282,9.7,90.3
E00045283,2.2,97.8
E00045284,2.9,97.1
E00045285,2.5,97.5
E00045286,0.7,99.3
E00045287,1,99
E00045288,3,97
E00045289,0.9,99.1
E00045290,0,100
E00045292,3.3,96.7
E00045293,1,99
E00045294,1.7,98.3
E00045295,2.4,97.6
E00045296,0.7,99.3
E00045297,4,96
E00045298,2,98
E00045299,0,100
E00045300,1.6,98.4
E00045301,1.7,98.3
E00045302,1.9,98.1
E00045303,0.7,99.3
E00045304,0.9,99.1
E00045305,2.5,97.5
E00045306,1.6,98.4
E00045307,1.4,98.6
E00045308,1.6,98.4
E00045309,3.1,96.9
E00045310,4.8,95.2
E00045311,1.6,98.4
E00045312,4.8,95.2
E00045313,0,100
E00045315,3.1,96.9
E00045317,2.8,97.2
E00045318,1.7,98.3
E00045320,2.4,97.6
E00045321,0,100
E00045322,2.2,97.8
E00045323,2.5,97.5
E00045324,0.6,99.4
E00045325,3.2,96.8
E00045592,0.7,99.3
E00045595,3.3,96.7
E00045596,4.9,95.1
E00045597,6.6,93.4
E00045598,5.1,94.9
E00045599,4,96
E00045600,1.3,98.7
E00045601,5,95
E00045602,6.8,93.2
E00045603,4.8,95.2
E00045604,3.4,96.6
E00045605,2.1,97.9
E00045606,2.5,97.5
E00045608,1.8,98.2
E00045613,0.9,99.1
E00045615,0,100
E00045616,0,100
E00045621,0.9,99.1
E00045622,2.3,97.7
E00045627,0,100
E00045628,2.1,97.9
E00045629,6.1,93.9
E00045645,1.6,98.4
E00045646,2.3,97.7
E00045653,3.4,96.6
E00045658,4.9,95.1
E00045659,0.7,99.3
E00045660,0,100
E00045970,0.8,99.2
E00045971,3.8,96.2
E00045972,3.4,96.6
E00045973,5.1,94.9
E00045974,3.1,96.9
E00045975,0.9,99.1
E00045976,1.7,98.3
E00045977,1.3,98.7
E00045978,3.5,96.5
E00045979,3.2,96.8
E00045980,0.8,99.2
E00045981,0,100
E00045982,4.2,95.8
E00045983,3.5,96.5
E00045984,2.9,97.1
E00045985,2.9,97.1
E00045986,1.1,98.9
E00045987,0.9,99.1
E00045988,1.6,98.4
E00045989,0.8,99.2
E00045990,2.7,97.3
E00045991,1.9,98.1
E00045992,4,96
E00045993,2.8,97.2
E00045994,0,100
E00045995,5.3,94.7
E00045996,3.6,96.4
E00045997,2.4,97.6
E00045998,4.8,95.2
E00045999,1.7,98.3
E00046000,1.3,98.7
E00046001,2.5,97.5
E00046002,4.8,95.2
E00046003,7.3,92.7
E00046004,1.6,98.4
E00046005,0,100
E00046006,1.2,98.8
E00046007,1.5,98.5
E00046008,1.4,98.6
E00046009,0.7,99.3
E00046010,5.8,94.2
E00046011,0,100
E00046012,0.8,99.2
E00046013,2.2,97.8
