areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00045249,32.1,42.9,17.9,7.1
E00045250,48.6,36.3,13,2.1
E00045251,38.1,41.6,16.8,3.5
E00045252,41.7,36.5,16.5,5.2
E00045253,8.9,47.2,37.4,6.5
E00045254,38.8,46.9,13.3,1
E00045255,5.6,43.8,41.7,9
E00045256,35.2,49.3,9.9,5.6
E00045257,16.5,49.6,28.8,5
E00045258,26.3,42.3,21.9,9.5
E00045259,39.7,44.4,11.1,4.8
E00045260,17.8,44.2,30.2,7.8
E00045261,50.8,39.8,8.6,0.8
E00045262,39.4,46.7,8,5.8
E00045263,37.7,49.1,10.4,2.8
E00045265,37.5,42.2,17.2,3.1
E00045267,45,41,9,5
E00045275,9.7,40.3,41.9,8.1
E00045276,36.9,48.5,10.8,3.8
E00045277,36.4,45,16.3,2.3
E00045278,8.2,44.8,40.3,6.7
E00045279,18.4,44.9,34.7,2
E00045280,37.1,43.8,17.1,1.9
E00045281,35.4,52,11,1.6
E00045282,32.3,52.4,12.1,3.2
E00045283,36.6,51.5,10.4,1.5
E00045284,41.3,37,18.1,3.6
E00045285,32.8,47.9,16,3.4
E00045286,35.6,37.1,21.2,6.1
E00045287,31.4,41.9,22.9,3.8
E00045288,41.4,46.6,8.3,3.8
E00045289,47.8,35.4,14.2,2.7
E00045290,47.2,34.3,13.9,4.6
E00045292,38.8,44.6,13.2,3.3
E00045293,41.9,42.9,11,4.3
E00045294,46.2,29.1,16.2,8.5
E00045295,31.7,46.3,17.1,4.9
E00045296,12.7,48.5,29.1,9.7
E00045297,12.9,46.8,32.3,8.1
E00045298,20.5,43.2,28.8,7.5
E00045299,25.5,39.4,25.5,9.5
E00045300,25.4,39.3,27.9,7.4
E00045301,25.6,36.8,24.8,12.8
E00045302,46.2,43.4,10.4,0
E00045303,20.3,43.8,30.7,5.2
E00045304,40.4,38.5,18.3,2.8
E00045305,15.7,42.1,31.4,10.7
E00045306,12.8,39.2,38.4,9.6
E00045307,46.2,43.4,10.5,0
E00045308,34.9,47.6,12.7,4.8
E00045309,36.2,38.6,22,3.1
E00045310,48.4,43.4,5.7,2.5
E00045311,45.7,40.2,11,3.1
E00045312,15.2,47.2,31.2,6.4
E00045313,19.8,34.9,34.1,11.1
E00045315,42,39.7,11.5,6.9
E00045317,28.7,46.3,18.5,6.5
E00045318,36,44.7,16.7,2.6
E00045320,35.8,35.8,20.3,8.1
E00045321,49.2,36.4,11.9,2.5
E00045322,52.2,38.1,9,0.7
E00045323,57,31.4,9.1,2.5
E00045324,27.5,52.6,15.2,4.7
E00045325,51.6,33.1,9.7,5.6
E00045592,19.9,37.7,29.1,13.2
E00045595,33.3,42,20.7,4
E00045596,43.8,42.6,9.3,4.3
E00045597,39.8,39.2,14.9,6.1
E00045598,66.5,31.6,1.4,0.5
E00045599,50,43.2,4.7,2
E00045600,44,39.3,12,4.7
E00045601,48.1,35.2,11.7,4.9
E00045602,57.6,31.6,9,1.7
E00045603,35.6,46.1,15.7,2.6
E00045604,29.1,48.7,13.7,8.5
E00045605,39.6,40.3,15.3,4.9
E00045606,38.2,54.5,7.3,0
E00045608,42.2,42.8,11.4,3.6
E00045613,3.5,34.8,43.5,18.3
E00045615,9.3,53.3,31.8,5.6
E00045616,14,43,30.6,12.4
E00045621,13.8,46.8,29.4,10.1
E00045622,22,42.5,29.9,5.5
E00045627,4.5,14.4,51.4,29.7
E00045628,25.5,50,19.4,5.1
E00045629,32.7,45.1,15.9,6.2
E00045645,8.7,42.5,37,11.8
E00045646,18.5,32.3,33.8,15.4
E00045653,68.1,28.6,2.5,0.8
E00045658,52.2,43.5,4.3,0
E00045659,70.1,23.1,6,0.7
E00045660,52.6,26.3,16.8,4.2
E00045970,34.5,45.4,17.6,2.5
E00045971,24.5,49.7,22,3.8
E00045972,20.7,44.8,25.9,8.6
E00045973,54.7,41,3.4,0.9
E00045974,46.8,36.5,12.7,4
E00045975,7.7,38.5,37.6,16.2
E00045976,15,43.3,34.2,7.5
E00045977,30.5,42.9,24.7,1.9
E00045978,18.2,58,18.9,4.9
E00045979,36,42.4,14.4,7.2
E00045980,11.6,38.8,41.1,8.5
E00045981,23.6,49.6,21.1,5.7
E00045982,21.8,41.2,31.1,5.9
E00045983,36.8,42.1,16.7,4.4
E00045984,10.4,46.3,35.8,7.5
E00045985,23.2,50.7,21,5.1
E00045986,29.8,46.8,20.7,2.7
E00045987,6.3,45.5,40.2,8
E00045988,28.6,42.1,20.6,8.7
E00045989,16.8,55.2,22.4,5.6
E00045990,35,41,21.9,2.2
E00045991,44.5,36.8,16.1,2.6
E00045992,66.5,31.8,1.7,0
E00045993,29.5,40.4,21.9,8.2
E00045994,22.1,45.8,26.7,5.3
E00045995,31.8,44.7,23.5,0
E00045996,66.1,29.4,4.6,0
E00045997,22,47.2,25.2,5.7
E00045998,45.9,38.4,13,2.7
E00045999,46.7,22.5,19.2,11.7
E00046000,32.2,43,20.8,4
E00046001,29.8,45.5,19,5.8
E00046002,49.6,40.8,9.6,0
E00046003,40.7,41.5,17.8,0
E00046004,50,41.9,7.3,0.8
E00046005,27.8,46.1,21.7,4.3
E00046006,31.9,52.1,14.1,1.8
E00046007,46.2,32.3,15.4,6.2
E00046008,32.9,50.7,13.6,2.9
E00046009,69.9,26.3,3,0.8
E00046010,51.9,31.1,15.6,1.5
E00046011,25.6,41.6,22.4,10.4
E00046012,35.9,36.7,21.1,6.3
E00046013,51.1,36.3,7.4,5.2
E00046014,42.9,44.7,8.7,3.7
E00046015,29.5,50.9,17,2.7
E00046016,34.7,42.7,19.4,3.2
E00046017,53.1,38.1,6.8,2
E00046018,35.7,43.8,19.6,0.9
E00046019,45.2,40.5,14.3,0
E00046020,17.6,51.3,25.2,5.9
E00046021,34.4,42.7,17.6,5.3
E00046022,35.2,52.4,6.7,5.7
E00046023,37.9,36.4,21.2,4.5
E00046024,44.1,39.4,14.2,2.4
E00046025,17.9,39.8,37.4,4.9
E00046026,55.6,26.4,13.2,4.9
E00046027,29.4,42,22.7,5.9
E00046028,21.8,45.1,27.8,5.3
E00046029,30.6,48.8,17.4,3.3
E00046030,15.2,50,29.5,5.4
E00046031,30.6,49.3,14.2,6
E00046032,26.4,53.6,17.3,2.7
E00046033,49.6,39.8,9.7,0.9
E00046034,47.8,38.3,12.2,1.7
E00046035,32.2,49.2,11.9,6.8
E00046036,28.6,44.8,19,7.6
E00046037,35.7,36.6,25.9,1.8
E00046039,29.3,43.9,16.3,10.6
E00046040,4.7,27.6,41.7,26
E00046041,5.5,32.9,52.1,9.6
E00046042,16.9,43.2,32.2,7.6
E00046043,11.8,34.6,41.2,12.5
E00046044,3.9,30.5,48.4,17.2
E00046045,10.4,54.4,32.8,2.4
E00046046,13.5,51,28.1,7.3
E00046047,16,53.4,26.7,3.8
E00046048,16.7,54.6,25,3.7
E00046049,52.3,38.3,9.3,0
E00046050,55,34.7,8.9,1.5
E00046359,45.7,45.7,6.4,2.1
E00046361,16,43.2,24.7,16
E00046362,30,55.6,12.2,2.2
E00046363,35.5,45.8,15,3.7
E00046364,27.5,36.3,27.5,8.8
E00046365,24,57.3,18.7,0
E00046366,47.9,35.2,10.9,6.1
E00046369,18.9,51.1,20,10
E00046372,17,42.2,32,8.8
E00046373,16.8,35.9,32.1,15.3
E00046376,47.8,28.7,14.8,8.7
E00046378,11.9,41.5,32.2,14.4
E00046380,12,43,30,15
E00046382,46.7,46.7,2.9,3.8
E00046384,15,38.6,29.1,17.3
E00046388,28.8,36.4,23.5,11.4
E00046392,44.4,32.4,12,11.3
E00046396,35.6,41.5,8.1,14.8
E00046402,39,37.8,14.6,8.5
E00046403,52.8,34.9,9.4,2.8
E00046406,46.5,29.7,13.9,9.9
E00046905,13.4,52.3,27.5,6.7
E00046906,33.8,41.4,21.1,3.8
E00046907,48.4,39.5,11.3,0.8
E00046908,29.4,44.1,23.5,2.9
E00046909,35.3,50.4,10.1,4.2
E00046910,16.2,41.2,33.1,9.6
E00046911,1.3,27.3,48.7,22.7
E00046912,23.8,26.2,32,18
E00046913,14,49.1,25.4,11.4
E00046914,26.8,42.9,26.3,4
E00046915,7.9,49.3,33.6,9.2
E00046916,10.3,46.6,37.9,5.2
E00046917,16.4,51.6,23.8,8.2
E00046918,12.5,41.4,38.3,7.8
E00046919,14.8,48.4,34.4,2.5
E00046920,28.9,42.1,24.8,4.1
E00046921,17.8,46.7,31.1,4.4
E00046922,14.6,43.8,32.3,9.2
E00046923,20.3,51.6,23.6,4.4
E00046924,6.8,53.4,31.6,8.3
E00046925,8.2,37.3,47,7.5
E00046926,16.5,56.2,26.4,0.8
E00046927,10.2,42.4,38.1,9.3
E00046928,27.2,40.1,27.2,5.4
E00046929,13.2,39,40.4,7.4
E00046930,36.1,45.1,15.8,3
E00046931,13.5,49.6,31.6,5.3
E00046932,25.4,52.6,20.2,1.8
E00046933,55.6,36.4,6.6,1.3
E00046934,25.9,50,20.1,4
E00046935,12,40.7,36,11.3
E00046936,19,48.6,27.5,4.9
E00046937,13.7,52.4,25,8.9
E00046938,21.9,38,27,13.1
