areacd,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00146828,89.2,8.8,2
E00146830,99,0,1
E00146831,94.7,5.3,0
E00146832,75,24.4,0.6
E00146833,100,0,0
E00146834,51.4,48.6,0
E00146835,67.5,32.5,0
E00146836,89.4,10.6,0
E00146837,72.4,27.6,0
E00146838,98.4,1.6,0
E00146839,95.3,4.7,0
E00146840,100,0,0
E00146841,98.4,1.6,0
E00146842,68.5,31.5,0
E00146843,86.1,13.9,0
E00146844,67.3,32.7,0
E00146845,100,0,0
E00146846,60.6,39.4,0
E00146847,65.8,34.2,0
E00146848,77.9,22.1,0
E00146849,99.2,0,0.8
E00146850,98.3,1.7,0
E00146851,78.2,21.8,0
E00146852,94.6,5.4,0
E00146853,82.2,17.8,0
E00146854,91.7,0.8,7.4
E00146855,63.4,2.6,34
E00146856,95.5,4.5,0
E00146857,100,0,0
E00146858,99.2,0,0.8
E00146859,100,0,0
E00146860,92.5,7.5,0
E00146861,92.6,7.4,0
E00146862,99.2,0.8,0
E00146863,90.2,9.8,0
E00146864,99.2,0.8,0
E00146865,96.6,3.4,0
E00146866,70.9,29.1,0
E00146867,47.1,52.9,0
E00146868,92,8,0
E00146869,97.8,2.2,0
E00146870,93.8,6.3,0
E00146871,70.6,29.4,0
E00146872,75.4,24.6,0
E00146891,90.6,4.1,5.3
E00146892,100,0,0
E00146893,96.1,3.1,0.8
E00146895,96.5,3.5,0
E00146913,93.8,4.2,2.1
E00146936,98,1.5,0.5
E00146981,97.9,0.7,1.4
E00146982,97.7,2.3,0
E00146983,93.7,5.5,0.8
E00146984,92.6,7.4,0
E00146985,93.6,6.4,0
E00174570,67.2,32.8,0
E00174571,80.8,10.8,8.5
E00174572,83.1,16.9,0
E00187172,78.7,1.4,19.9
E00187196,100,0,0
E00187289,100,0,0
