areacd,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E00146828,52,28.4,18.6,1,0
E00146830,45.7,43.6,9.6,0,1.1
E00146831,25.9,45.5,25.9,2.7,0
E00146832,53.1,26.5,19.8,0.6,0
E00146833,55.8,35.7,7,1.6,0
E00146834,10,37.3,52.7,0,0
E00146835,34.6,38.4,25.8,1.3,0
E00146836,66.4,23,10.7,0,0
E00146837,41.9,35.9,21.4,0.9,0
E00146838,62,31.8,6.2,0,0
E00146839,64.1,28.9,6.3,0.8,0
E00146840,64.7,28.7,6.6,0,0
E00146841,47.3,42.7,8.4,1.5,0
E00146842,19.2,43.1,36.2,1.5,0
E00146843,46.9,30.3,20,2.1,0.7
E00146844,29.8,45.3,23.6,1.2,0
E00146845,51.1,38.2,9.9,0.8,0
E00146846,19.9,40.9,38.1,1.1,0
E00146847,20.8,47.2,30.2,1.9,0
E00146848,51.9,23.1,24,1,0
E00146849,76.7,20.9,2.3,0,0
E00146850,36.8,50.9,12.3,0,0
E00146851,52.7,21.2,25.3,0.7,0
E00146852,36.2,45.4,18.5,0,0
E00146853,51.9,38.1,9.4,0.6,0
E00146854,54.2,32.5,10.8,0.8,1.7
E00146855,24.5,64.8,8.2,2.6,0
E00146856,53.2,33.1,13,0.6,0
E00146857,38.5,40.8,19.2,1.5,0
E00146858,35,41.5,22,1.6,0
E00146859,49.2,40,9.2,0.8,0.8
E00146860,34.2,33.3,27.5,5,0
E00146861,22.1,43.4,31.6,2.2,0.7
E00146862,48.8,39.5,10.1,1.6,0
E00146863,32.8,38.2,22.1,4.6,2.3
E00146864,65.1,24.6,10.3,0,0
E00146865,43.2,36.3,19.2,1.4,0
E00146866,21.1,50.5,26.6,0.9,0.9
E00146867,10.1,37,52.9,0,0
E00146868,54,30.7,13.9,1.5,0
E00146869,51.4,33.3,13.8,1.4,0
E00146870,50,43.8,6.3,0,0
E00146871,18.2,34.7,42.1,2.5,2.5
E00146872,13.3,50.8,32.8,3.1,0
E00146891,52.9,35.9,9.4,0.6,1.2
E00146892,42.6,38,17.6,1.9,0
E00146893,57,32.8,8.6,1.6,0
E00146895,59.9,27.9,12.2,0,0
E00146913,47.9,39.6,12.5,0,0
E00146936,60.3,24.1,12.6,3,0
E00146981,53.2,34.5,10.8,0,1.4
E00146982,63.1,25.4,11.5,0,0
E00146983,63.2,22.4,14.4,0,0
E00146984,36.2,46.3,17.4,0,0
E00146985,39.5,45.2,13.7,1.6,0
E00174570,34.8,41,22.5,1.7,0
E00174571,34.6,49.2,14.6,0.8,0.8
E00174572,52.3,32.8,14.4,0.6,0
E00187172,47.9,38.9,13.3,0,0
E00187196,57.1,31.7,11.1,0,0
E00187289,17.1,46.3,34.1,2.4,0
