geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00057125,83.3,9.2,7.4
E00057127,80.4,12.9,6.6
E00057133,84.3,10.2,5.4
E00057134,86,9.2,4.8
E00057137,79.3,15.7,5
E00057145,82.3,11.6,6.1
E00057148,80.2,13.4,6.5
E00057149,89.6,7,3.4
E00057150,87.9,9.1,3
E00057151,85.3,8,6.7
E00057154,79.7,11.5,8.7
E00057155,87.4,7.4,5.1
E00057156,72.2,17,10.8
E00057157,86,8.8,5.2
E00057158,76.1,16.7,7.2
E00057161,80.7,11.8,7.5
E00057163,81.7,12.4,5.9
E00057164,66.9,21.1,12
E00057165,75.9,21.3,2.8
E00057171,80.2,12.9,6.9
E00057172,72,15.8,12.2
E00057173,74.6,16.4,8.9
E00057175,72.8,15.1,12.1
E00057176,86.3,8.7,5
E00057182,59.6,26.4,14
E00057186,75,15.4,9.6
E00057188,87.2,6.4,6.4
E00057189,85.9,9.2,4.8
E00057190,75,13.4,11.6
E00057191,84.9,11.9,3.2
E00057192,86.5,8.9,4.6
E00057193,88.4,9.2,2.4
E00057194,78.6,13.7,7.7
E00057195,85,12.2,2.8
E00057196,84.5,11.8,3.7
E00057197,86.4,10,3.6
E00057198,85,10.6,4.4
E00057199,79.7,11.6,8.7
E00057200,79.8,13.5,6.7
E00057202,82.6,11.9,5.6
E00057204,80.8,12.1,7.1
E00057205,86.9,10.1,3
E00057206,76.9,15,8.1
E00057207,89.5,8.4,2.1
E00057208,83.2,13.4,3.4
E00057209,83.7,11.3,5
E00057210,80,9.4,10.6
E00057211,78,13.4,8.6
E00057212,73.9,16.5,9.6
E00057213,83.6,10.4,6
E00057214,80.6,11.6,7.8
E00057215,81.2,13,5.8
E00057216,80.8,11.2,8
E00057217,80.3,12.4,7.3
E00057218,77.7,13.9,8.3
E00057220,84.3,9,6.7
E00057221,77.2,15.5,7.3
E00057222,84.6,11.3,4.2
E00057223,77.3,17.7,5
E00057225,85.6,10.8,3.6
E00057226,76.8,17.2,6.1
E00057227,89.3,7.4,3.4
E00057228,89,8.8,2.2
E00057229,83.3,12.6,4.1
E00057230,86.1,9.1,4.7
E00057231,88.3,10.1,1.6
E00057232,86.5,9.1,4.4
E00057233,83.3,10,6.7
E00057234,81.5,13.8,4.7
E00057235,90.8,8.3,1
E00057236,84.8,11.6,3.5
E00057238,83.9,13.3,2.8
E00057239,89.5,9,1.5
E00057240,75.5,16.5,8
E00057241,80.4,12.5,7
E00057242,77.5,17.5,5
E00057244,89.5,7,3.5
E00057245,77.1,14.2,8.7
E00057246,54,31.1,14.9
E00057247,87.3,9.3,3.5
E00057248,74.3,15.3,10.3
E00057249,89.4,7.7,2.8
E00057250,73.3,17.1,9.6
E00057251,87.8,9.9,2.3
E00057252,81.2,15.7,3.1
E00057253,87.1,8.8,4.1
E00057341,84.1,11.2,4.7
E00057393,77.1,14,8.9
E00057399,89,8.3,2.7
E00057401,86.4,9.2,4.4
E00057564,80.5,14.6,5
E00057565,79.5,13.8,6.7
E00057567,84.4,11.5,4.1
E00057568,82.6,12.5,4.8
E00057570,80,13.6,6.4
E00057571,84.1,12.9,3.1
E00057573,77.6,12.5,9.9
E00057574,83.9,8.4,7.7
E00057575,87.9,8.5,3.6
E00057576,81.3,11,7.7
E00057577,86.7,8.8,4.5
E00057579,88.3,8.7,3
E00057580,83.1,12.2,4.7
E00057581,79.3,13.1,7.6
E00057583,87.7,8.7,3.6
E00057584,83.5,10.2,6.3
E00057585,85.2,10.4,4.4
E00057586,78.7,15.4,5.9
E00057587,78.5,13.2,8.3
E00057590,80.3,15.3,4.3
E00057591,80.1,13.6,6.3
E00057592,79.3,14.7,6
E00057593,90.1,6.5,3.5
E00057594,84.8,11,4.2
E00057595,85.4,9.9,4.7
E00057596,85.3,10.1,4.6
E00057597,81.7,9.4,8.9
E00057598,72.7,18.5,8.8
E00057599,86,9.2,4.7
E00057600,83.1,10.8,6.2
E00057601,78.1,14.3,7.6
E00057602,84.5,11.2,4.2
E00057603,84.1,11.6,4.2
E00057604,73.7,15.6,10.7
E00057605,82.4,12.3,5.3
E00057606,66.2,22.4,11.4
E00057607,80.6,11.8,7.7
E00057608,78.5,15.5,6
E00057609,86.4,9,4.5
E00057610,82.1,11.2,6.7
E00057611,83.7,11.7,4.7
E00057612,86.5,7.4,6.1
E00057613,88.4,8.8,2.8
E00057614,87.7,8.8,3.4
E00057615,84,10.3,5.8
E00057616,89.5,7.4,3.1
E00057617,85,9.8,5.2
E00057618,89.4,8.1,2.5
E00057626,83.4,12.5,4.1
E00057628,91.4,7.7,1
E00057629,85.2,11.3,3.5
E00057630,90.9,6.5,2.6
E00057631,85.4,8.6,6.1
E00057632,89.3,7.2,3.4
E00057633,91.2,6.9,1.9
E00057634,89,9,1.9
E00057638,85.9,10,4.1
E00057639,87.9,9.7,2.5
E00057641,87.1,9.9,3
E00057642,87.7,9.3,3
E00057643,89.3,8.9,1.8
E00057646,88.4,9.6,2
E00057647,86.7,12.6,0.6
E00057648,92.8,5.9,1.3
E00057649,90.7,7.3,2
E00057650,92.8,5.2,2
E00057651,92.5,5.9,1.6
E00057652,92.6,6.3,1.1
E00057653,87.8,10.6,1.6
E00057654,93.2,5.5,1.3
E00057655,84.6,11.9,3.5
E00057656,86.2,10.3,3.4
E00057657,93.4,5.8,0.8
E00057658,93,5.6,1.4
E00057659,90.4,7.8,1.8
