geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00057125,43.9,34.1,20.3,1.6
E00057127,51.7,40,6.7,1.7
E00057133,51.1,44.4,4.5,0
E00057134,34.1,43.1,16.3,6.5
E00057137,49.6,39.3,9.6,1.5
E00057145,53.8,30.6,10.4,5.2
E00057148,57.7,34.6,7.7,0
E00057149,68.8,28.9,1.6,0.8
E00057150,70.8,24.8,4.4,0
E00057151,36.7,48.1,9.5,5.7
E00057154,52.2,36.2,9.4,2.2
E00057155,63.4,35.1,0.8,0.8
E00057156,46.5,37.2,14.7,1.6
E00057157,67.1,29.3,2.9,0.7
E00057158,35.5,54,9.7,0.8
E00057161,60.3,32.5,6.3,0.8
E00057163,48.8,38.2,11.4,1.6
E00057164,62.5,27.9,9.6,0
E00057165,70.1,27.4,1.7,0.9
E00057171,57.2,31.6,8.6,2.6
E00057172,37.3,42,17.3,3.3
E00057173,58,36.9,5.1,0
E00057175,62,32.3,5.2,0.5
E00057176,52.4,40.8,6.1,0.7
E00057182,61.7,33,5.2,0
E00057186,45.2,38.7,12.9,3.2
E00057188,70.5,27.9,1.6,0
E00057189,68.6,26.6,4.7,0
E00057190,44.9,44.1,9.4,1.6
E00057191,24.8,46.3,26.4,2.5
E00057192,17.2,56,23.1,3.7
E00057193,7.8,44.3,43.5,4.3
E00057194,35.6,42.4,18.6,3.4
E00057195,22.3,53.1,20,4.6
E00057196,25,51.9,16.3,6.7
E00057197,15.3,50.8,28.8,5.1
E00057198,12.7,54.3,27.7,5.2
E00057199,44.8,46.2,6.2,2.8
E00057200,39.2,50,10.1,0.6
E00057202,54.7,32,12,1.3
E00057204,47.6,41.2,10.2,1.1
E00057205,21.9,50.3,26.5,1.3
E00057206,55.5,30.5,10.2,3.9
E00057207,29.2,53,15.5,2.4
E00057208,24.8,46.8,17,11.3
E00057209,17.2,54.1,24.6,4.1
E00057210,20.1,56.1,20.1,3.7
E00057211,52.5,36.7,7.6,3.2
E00057212,46.2,34.5,15.2,4.1
E00057213,52.1,35.7,9.4,2.8
E00057214,32.3,48.8,15,3.9
E00057215,45,36.2,14.8,4
E00057216,41,43.4,12.1,3.5
E00057217,50.9,35.2,9.1,4.8
E00057218,44.1,46.9,8.3,0.7
E00057220,52.6,35.2,9.2,3.1
E00057221,42.6,44.1,10.8,2.6
E00057222,58.4,33.5,4.5,3.7
E00057223,49.7,39.4,8.8,2.1
E00057225,41.5,31.6,15.2,11.7
E00057226,49.4,42.9,5.2,2.6
E00057227,25.6,43.2,24.4,6.8
E00057228,10.6,56.7,28.9,3.9
E00057229,24.4,49.6,23,3
E00057230,28.3,52.6,16.4,2.6
E00057231,14.7,49,33.6,2.8
E00057232,27.5,52.8,16.7,3
E00057233,29.5,47,18.2,5.3
E00057234,37.2,41.1,20.2,1.6
E00057235,19,50.3,26.5,4.1
E00057236,10.7,46.6,31.3,11.5
E00057238,20.1,54.4,19.6,5.9
E00057239,9.4,55.1,31.5,3.9
E00057240,53.7,33.9,9.9,2.5
E00057241,46.4,43.7,9.3,0.7
E00057242,32.4,45.7,18.1,3.8
E00057244,12.7,57.7,25.8,3.8
E00057245,34.8,47,15.2,3
E00057246,63.8,33.1,3.1,0
E00057247,32,50.8,14.1,3.1
E00057248,39.4,39.4,18.1,3.1
E00057249,10.3,47.4,35.3,6.9
E00057250,38.8,41.4,19,0.9
E00057251,17.7,49.6,29.8,2.8
E00057252,26.2,48.3,21.5,4
E00057253,18.4,57.4,20.6,3.5
E00057341,7.8,46.9,38.3,7
E00057393,17.4,53.5,22.2,6.9
E00057399,0,46.4,41.1,12.6
E00057401,8,39.3,43.3,9.3
E00057564,20.9,45.7,27.1,6.2
E00057565,32.6,47.8,18.5,1.1
E00057567,33.8,36.8,21.1,8.3
E00057568,31.3,37.4,21.4,9.9
E00057570,30.7,40.9,19.7,8.8
E00057571,50.4,39.7,8.5,1.4
