geography_code,sex-001,sex-002
E00057125,57.5,42.5
E00057127,54.2,45.8
E00057133,57.2,42.8
E00057134,53.5,46.5
E00057137,54.3,45.7
E00057145,47.2,52.8
E00057148,49.4,50.6
E00057149,51.2,48.8
E00057150,44,56
E00057151,51.8,48.2
E00057154,56.6,43.4
E00057155,47.3,52.7
E00057156,53.1,46.9
E00057157,57.5,42.5
E00057158,51.8,48.2
E00057161,50.4,49.6
E00057163,53.8,46.2
E00057164,50.3,49.7
E00057165,41,59
E00057171,49,51
E00057172,52.8,47.2
E00057173,41.7,58.3
E00057175,38,62
E00057176,59.8,40.2
E00057182,51,49
E00057186,50.7,49.3
E00057188,51.5,48.5
E00057189,46.2,53.8
E00057190,54.7,45.3
E00057191,49.6,50.4
E00057192,54.6,45.4
E00057193,49.2,50.8
E00057194,57.3,42.7
E00057195,47.7,52.3
E00057196,53.5,46.5
E00057197,52.7,47.3
E00057198,49.7,50.3
E00057199,57.9,42.1
E00057200,54.3,45.7
E00057202,50.6,49.4
E00057204,59.3,40.7
E00057205,50.3,49.7
E00057206,52.3,47.7
E00057207,49.5,50.5
E00057208,50,50
E00057209,50,50
E00057210,52.8,47.2
E00057211,49.1,50.9
E00057212,48.8,51.2
E00057213,45.9,54.1
E00057214,56.1,43.9
E00057215,52.8,47.2
E00057216,50.4,49.6
E00057217,54,46
E00057218,50.8,49.2
E00057220,54.7,45.3
E00057221,47.6,52.4
E00057222,53.2,46.8
E00057223,51.9,48.1
E00057225,50.3,49.7
E00057226,56.7,43.3
E00057227,51.2,48.8
E00057228,47.6,52.4
E00057229,58.1,41.9
E00057230,52.6,47.4
E00057231,53.5,46.5
E00057232,55.9,44.1
E00057233,53.2,46.8
E00057234,52.9,47.1
E00057235,51.4,48.6
E00057236,50.6,49.4
E00057238,50.8,49.2
E00057239,46.5,53.5
E00057240,52.4,47.6
E00057241,52.2,47.8
E00057242,55.3,44.7
E00057244,50.7,49.3
E00057245,51.9,48.1
E00057246,29.4,70.6
E00057247,56.6,43.4
E00057248,50.3,49.7
E00057249,48.8,51.2
E00057250,55.8,44.2
E00057251,47.5,52.5
E00057252,49.1,50.9
E00057253,52.1,47.9
E00057341,47.1,52.9
E00057393,50.1,49.9
E00057399,50.1,49.9
E00057401,51.6,48.4
E00057564,51.4,48.6
E00057565,57.2,42.8
E00057567,49.4,50.6
E00057568,45.8,54.2
E00057570,50.8,49.2
E00057571,45.5,54.5
E00057573,51.8,48.2
E00057574,50.6,49.4
E00057575,47,53
E00057576,43.9,56.1
E00057577,43.9,56.1
E00057579,50.2,49.8
E00057580,50.2,49.8
E00057581,53.1,46.9
E00057583,50.5,49.5
E00057584,50.1,49.9
E00057585,50,50
E00057586,52.1,47.9
E00057587,53.1,46.9
E00057590,49.7,50.3
E00057591,50,50
E00057592,54.9,45.1
E00057593,48,52
E00057594,50.3,49.7
E00057595,49.9,50.1
E00057596,48.8,51.2
E00057597,49.9,50.1
E00057598,47.2,52.8
E00057599,51.3,48.7
E00057600,47.6,52.4
E00057601,47.1,52.9
E00057602,49,51
E00057603,53.8,46.2
E00057604,51.9,48.1
E00057605,47.3,52.7
E00057606,43.9,56.1
E00057607,44.7,55.3
E00057608,47.4,52.6
E00057609,50.2,49.8
E00057610,51.9,48.1
E00057611,50.6,49.4
E00057612,47.5,52.5
E00057613,45.1,54.9
E00057614,46.2,53.8
E00057615,50.1,49.9
E00057616,47.4,52.6
E00057617,49.7,50.3
E00057618,45.4,54.6
E00057626,48.8,51.2
E00057628,50.2,49.8
E00057629,48.7,51.3
E00057630,56.5,43.5
E00057631,54.6,45.4
E00057632,57.7,42.3
E00057633,50.2,49.8
E00057634,50.4,49.6
E00057638,50.8,49.2
E00057639,45.9,54.1
E00057641,53.1,46.9
E00057642,47.4,52.6
E00057643,49.4,50.6
E00057646,45.5,54.5
E00057647,45.6,54.4
E00057648,61.3,38.7
E00057649,53.1,46.9
E00057650,59.4,40.6
E00057651,52.7,47.3
E00057652,55.7,44.3
E00057653,62.2,37.8
E00057654,53.5,46.5
E00057655,46.4,53.6
E00057656,48.3,51.7
