geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00057125,4.8,19.8,67.5,7.9
E00057127,8.4,14.3,62.2,15.1
E00057133,13.4,21.6,21.6,43.3
E00057134,11.2,17.6,60.8,10.4
E00057137,9.6,24.3,55.9,10.3
E00057145,11.6,15.6,42.8,30.1
E00057148,20.8,17.7,20,41.5
E00057149,6.3,10.2,20.5,63
E00057150,4.3,12.1,18.1,65.5
E00057151,3.8,6.3,87.3,2.5
E00057154,10.9,8,61.3,19.7
E00057155,9.2,10.8,18.5,61.5
E00057156,37,24.4,12.6,26
E00057157,12.9,10,20.7,56.4
E00057158,10.5,24.2,58.9,6.5
E00057161,14.2,13.4,24.4,48
E00057163,16.3,17.9,27.6,38.2
E00057164,16.7,10.9,59.4,13
E00057165,10,6.7,17.5,65.8
E00057171,11.3,15.2,45,28.5
E00057172,20.4,23.8,29.9,25.9
E00057173,12.8,5.8,77.6,3.8
E00057175,4.7,0.5,90.6,4.2
E00057176,7.5,6.1,55.1,31.3
E00057182,6.2,3.5,89.4,0.9
E00057186,27.2,31.2,27.2,14.4
E00057188,12.4,11.6,22.3,53.7
E00057189,7.7,6.5,18.9,66.9
E00057190,14.4,16,61.6,8
E00057191,20.7,48.8,13.2,17.4
E00057192,45.9,34.1,0.7,19.3
E00057193,47,47,0,6.1
E00057194,14.3,35.3,40.3,10.1
E00057195,36.9,41.5,10,11.5
E00057196,22.3,34,30.1,13.6
E00057197,56.9,37.1,0.9,5.2
E00057198,36.2,37.9,5.2,20.7
E00057199,8.3,18.1,61.8,11.8
E00057200,8.2,25.9,54.4,11.4
E00057202,14.6,14.6,54.3,16.6
E00057204,18.4,13,54.1,14.6
E00057205,45,29.5,0,25.5
E00057206,8.5,15.4,61.5,14.6
E00057207,11.2,30.2,10.1,48.5
E00057208,33.6,31.4,12.9,22.1
E00057209,36.6,36.6,7.3,19.5
E00057210,31.6,36.9,12.3,19.3
E00057211,9.7,16.9,35.1,38.3
E00057212,19,25.4,16.2,39.4
E00057213,20.1,16.4,8.4,55.1
E00057214,27.2,31.2,23.2,18.4
E00057215,28.9,22.8,24.2,24.2
E00057216,20.7,26.4,33.9,19
E00057217,15,23.4,32.9,28.7
E00057218,16,18.1,49.3,16.7
E00057220,20.4,18.9,22.4,38.3
E00057221,22.1,17.9,30.8,29.2
E00057222,6.5,4.1,60.4,29
E00057223,18.3,8.9,41.4,31.4
E00057225,37.1,14.7,6.5,41.8
E00057226,22.6,26.5,32.3,18.7
E00057227,22,31.2,4,42.8
E00057228,33,33.5,3.3,30.2
E00057229,31.6,34.6,18.8,15
E00057230,21.7,28.3,13.8,36.2
E00057231,40.6,37.1,1.4,21
E00057232,12.6,22.7,5,59.7
E00057233,32.6,26.5,27.3,13.6
E00057234,10.8,15.4,17.7,56.2
E00057235,32,40.8,2.7,24.5
E00057236,28.5,39.2,1.5,30.8
E00057238,35,27.7,8.7,28.6
E00057239,41.4,35.2,1.6,21.9
E00057240,5,23.3,42.5,29.2
E00057241,10.1,13.4,67.1,9.4
E00057242,10.6,35.6,38.5,15.4
E00057244,19.2,39.9,7,33.8
E00057245,12,20.5,50.6,16.9
E00057246,3.9,0.8,90.7,4.7
E00057247,9.3,38.8,20.9,31
E00057248,25.4,22.2,39.7,12.7
E00057249,34.5,56.9,0,8.6
E00057250,9.6,24.3,58.3,7.8
E00057251,32.6,56.5,1.4,9.4
E00057252,20,40.7,6.7,32.7
E00057253,41.5,43,4.2,11.3
E00057341,45.2,40.5,2.4,11.9
E00057393,33.3,22.9,20.8,22.9
E00057399,43.4,43.4,0.7,12.5
E00057401,56.3,36.4,2,5.3
E00057564,27.4,33.3,18.5,20.7
E00057565,14.9,28.7,39.4,17
E00057567,30.1,12.5,16.9,40.4
E00057568,29.8,32.8,6.1,31.3
E00057570,34.3,24.3,12.1,29.3
E00057571,11.3,16.2,9.9,62.7
E00057573,0,11.9,83.3,4.8
E00057574,10.3,23,15.1,51.6
E00057575,10.2,6.3,17.2,66.4
E00057576,6.2,5.4,7,81.4
E00057577,23,14.2,10.1,52.7
E00057579,32.2,45.8,1.7,20.3
E00057580,36.7,46.1,0,17.2
