geography_code,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E00057125,17.3,15,59.1,7.1,1.6
E00057127,22.5,22.5,42.5,11.7,0.8
E00057133,14.7,46.3,26.5,11.8,0.7
E00057134,18.1,22,45.7,11,3.1
E00057137,20,37,33.3,7.4,2.2
E00057145,21.5,25,48.3,2.9,2.3
E00057148,10,43.1,41.5,5.4,0
E00057149,5.6,40.5,48.4,4.8,0.8
E00057150,2.7,29.2,53.1,13.3,1.8
E00057151,8.3,34,48.1,9.6,0
E00057154,15.9,33.8,37.9,11,1.4
E00057155,7.7,36.2,36.9,13.1,6.2
E00057156,27.1,27.9,35.7,7,2.3
E00057157,7.2,43.9,38.1,10.8,0
E00057158,19.4,39.5,33.9,4,3.2
E00057161,17.1,34.9,39.5,8.5,0
E00057163,31.5,28.2,33.9,4.8,1.6
E00057164,18.4,22.1,49.3,10.3,0
E00057165,47.8,22.6,24.3,3.5,1.7
E00057171,22.5,35.1,34.4,6.6,1.3
E00057172,31.5,32.9,32.2,3.4,0
E00057173,8.2,38,46.2,6.3,1.3
E00057175,2.6,46.3,40.5,8.9,1.6
E00057176,10.9,28.6,48.3,11.6,0.7
E00057182,8.6,44.8,39.7,4.3,2.6
E00057186,33.3,29.3,33.3,3.3,0.8
E00057188,9,41.8,28.7,18.9,1.6
E00057189,10.7,38.1,35.7,12.5,3
E00057190,11.8,36.2,44.9,5.5,1.6
E00057191,37.7,41.8,18,2.5,0
E00057192,53.3,25.9,20,0.7,0
E00057193,70.4,25.2,3.5,0,0.9
E00057194,29.1,35.9,29.9,4.3,0.9
E00057195,48.5,28.5,18.5,2.3,2.3
E00057196,45.6,28.2,17.5,4.9,3.9
E00057197,61.5,29.9,7.7,0.9,0
E00057198,55.2,26.2,16.3,1.2,1.2
E00057199,9.8,44.8,36.4,9.1,0
E00057200,15.4,34,34.6,14.1,1.9
E00057202,17.4,43,32.2,6.7,0.7
E00057204,18.2,39,35.3,4.8,2.7
E00057205,38.7,44,16.7,0.7,0
E00057206,14.8,17.2,58.6,8.6,0.8
E00057207,17.6,48.2,31.2,2.9,0
E00057208,37,32.6,29.7,0.7,0
E00057209,45.1,36.9,18,0,0
E00057210,48.7,31.2,19,1.1,0
E00057211,20.5,26.9,44.2,5.8,2.6
E00057212,21.8,26.8,48.6,2.1,0.7
E00057213,37.7,13,43.7,3.3,2.3
E00057214,42.5,28.3,26,2.4,0.8
E00057215,41.3,17.3,34.7,4,2.7
E00057216,35.6,27.6,30.5,4,2.3
E00057217,38.8,23,27.9,8.5,1.8
E00057218,16.6,29.7,41.4,8.3,4.1
E00057220,23.6,37.9,30.3,6.2,2.1
E00057221,19,33.8,45.6,0.5,1
E00057222,21,18.1,53.1,5.8,2.1
E00057223,30.5,23.2,35.3,5.3,5.8
E00057225,39.2,22.2,25.7,9.9,2.9
E00057226,32,32.7,28.8,5.9,0.7
E00057227,38.7,32.4,28.3,0.6,0
E00057228,33,56.4,10.6,0,0
E00057229,45.9,36.1,18,0,0
E00057230,37.5,23.7,37.5,1.3,0
E00057231,58.7,25.9,15.4,0,0
E00057232,21,35.2,42.5,1.3,0
E00057233,46.2,28,25,0.8,0
E00057234,22.2,45.2,31,1.6,0
E00057235,41.5,44.9,12.2,1.4,0
E00057236,42.3,41.5,13.8,0.8,1.5
E00057238,30,44.4,25.1,0.5,0
E00057239,55.8,28.7,7.8,6.2,1.6
E00057240,15.8,52.5,31.7,0,0
E00057241,19.1,24.3,48.7,6.6,1.3
E00057242,30.2,41.5,20.8,6.6,0.9
E00057244,30,43.7,24.4,1.9,0
E00057245,20.5,45.8,28.3,4.2,1.2
E00057246,1.6,38.9,57.1,2.4,0
E00057247,36.4,35.7,26.4,1.6,0
E00057248,29.4,34.1,36.5,0,0
E00057249,49.6,41.9,8.5,0,0
E00057250,29.1,23.9,44.4,2.6,0
E00057251,52.5,36,10.1,1.4,0
E00057252,36.7,36.7,23.1,3.4,0
E00057253,55.3,31.9,11.3,1.4,0
E00057341,64,20,16,0,0
E00057393,39.9,25.2,32.2,2.8,0
E00057399,64.9,29.1,6,0,0
E00057401,70.2,19.2,9.9,0,0.7
E00057564,31,37.2,27.1,4.7,0
E00057565,27.1,33.3,31.3,7.3,1
E00057567,28.6,18,36.8,10.5,6
E00057568,26.7,32.1,29,6.9,5.3
E00057570,30.2,30.2,24.5,8.6,6.5
E00057571,9.9,31,43.7,12.7,2.8
E00057573,2.3,45.3,41.4,7.8,3.1
E00057574,23.8,34.1,34.9,5.6,1.6
E00057575,7.9,39.4,33.9,17.3,1.6
E00057576,18,21.1,55.5,5.5,0
E00057577,21.6,24.3,37.8,12.2,4.1
E00057579,32.2,33.9,24.6,8.5,0.8
E00057580,42.9,25.4,21.4,7.1,3.2
E00057581,38.8,19.4,33.3,7,1.6
E00057583,21.9,34.3,32.4,9.5,1.9
E00057584,30.1,30.1,25.2,11.4,3.3
E00057585,17.9,31.3,40.2,8,2.7
E00057586,26.5,14.7,43.1,13.7,2
E00057587,30.3,16.8,36.1,11.8,5
E00057590,20,27,38,9,6
E00057591,17.2,30.5,35.2,12.5,4.7
E00057592,20,26.3,38.8,11.9,3.1
E00057593,19.1,27.5,35.1,12.2,6.1
E00057594,18.2,29.4,41.2,9.4,1.8
E00057595,23.5,28.9,25.5,14.1,8.1
E00057596,10.1,38.5,35.8,11.9,3.7
E00057597,19.6,17.3,51.1,9.3,2.7
E00057598,19.6,22.8,49.7,6.3,1.6
E00057599,16.7,23.1,44.4,12,3.7
E00057600,17.8,22.9,47.5,7.6,4.2
E00057601,14.2,23.3,46.7,13.3,2.5
E00057602,35.5,26.4,21.8,7.3,9.1
E00057603,17.9,31.6,38.5,12,0
E00057604,10.6,24.8,58.4,4.4,1.8
E00057605,10.6,39,36.6,8.9,4.9
E00057606,6.1,30.5,58,3.8,1.5
E00057607,17.4,32.2,38.9,8.7,2.7
E00057608,36,31.6,21.1,9.6,1.8
E00057609,19,31.4,30.5,15.2,3.8
