geography_code,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E02001882,33.5,36.5,21.8,7.7,0.5
E02001883,30.2,34.9,24.2,9.9,0.8
E02001884,24.9,41.3,24.2,9.2,0.4
E02001886,46.1,33.2,15.5,5,0.3
E02001888,33.6,35.8,21.9,8.1,0.7
E02001889,26.5,36.6,27.8,8.9,0.2
E02001890,49.4,32.7,13.7,3.6,0.6
E02001892,28.3,37.9,23.4,9.9,0.5
E02001893,38.6,35,20.4,5.7,0.3
E02001895,33,35.1,23,8,1
E02001896,25.7,38.5,25,10.1,0.7
E02001897,21.3,38.9,26.6,12.1,1.1
E02001898,47.8,35.1,15.1,1.9,0
E02001899,57.5,28.7,11.4,2.3,0.2
E02001900,42.3,32.7,17.3,7.2,0.6
E02001901,63.8,25.4,8.2,2.4,0.1
E02001902,44.6,36,14.5,4.6,0.3
E02001903,23.9,34.7,27.9,12.2,1.3
E02001904,33.8,38.8,20.3,6.5,0.7
E02001905,61.7,30.1,6.9,1.3,0
E02001906,47.5,35.3,14.1,3,0.1
E02001907,45,34.6,16.6,3.7,0.2
E02001908,24.3,37.8,26.3,11,0.5
E02001909,25.5,36.6,26.7,10.5,0.6
E02001910,26.4,35.8,28,9.4,0.5
E02001911,34.6,34.8,22.4,7.7,0.5
E02001913,43.8,33.9,16.5,5.5,0.3
E02001914,47.5,30.5,16.8,5,0.3
E02001915,40.3,34.8,18,6.4,0.6
E02001916,36.1,36.7,20.2,6.5,0.6
E02001918,48.1,30.6,15.2,5.5,0.6
E02001919,45.8,33.3,14.7,5.7,0.5
E02001920,33.1,34.9,23.6,7.8,0.6
E02001921,42.3,34,17.6,5.7,0.4
E02001922,39.1,40.3,17.2,3.1,0.2
E02001923,38.1,34.9,20.5,6.3,0.2
E02001924,40.5,35.8,17.8,5.8,0.2
E02001925,49.3,33.7,13.4,3.5,0.2
E02001926,50.9,33,13,2.9,0.2
E02001927,34.5,35.5,22.1,7.4,0.5
E02001928,33.3,35.6,23.8,7.2,0.3
E02001929,33.1,35.7,22.7,8,0.5
E02001930,54.2,31,11.2,3.4,0.2
E02001931,45.8,35.6,14.6,3.7,0.3
E02001932,36.4,33,20.7,9.2,0.7
E02001933,43.2,34.1,17.4,5.1,0.2
E02001934,50,33.5,13.8,2.5,0.2
E02001935,44.6,34.5,17.1,3.7,0
E02001936,50.8,32.9,13.3,2.9,0
E02001937,36.3,35.4,20.6,7.4,0.4
E02001938,51.5,32.3,12.4,3.6,0.3
E02001939,38.8,34.3,20,6.1,0.7
E02001941,37.4,33.8,21.6,6.8,0.4
E02001942,45.3,33.3,17.1,4,0.3
E02001943,44.1,32.4,18.3,4.8,0.4
E02001944,47.9,32.1,15.1,4.7,0.2
E02001945,35.1,34.2,22.8,7.4,0.5
E02001946,46.9,35.1,14.1,3.6,0.3
E02001947,26.4,35,28.2,9.7,0.7
E02001948,44.3,34,17.2,4.2,0.3
E02001949,44.5,34.4,16.6,4.4,0.2
E02001950,45.5,35.4,15.3,3.6,0.3
E02001951,31.1,35.1,24.5,8.6,0.7
E02001952,30.8,35.8,23.4,9.3,0.8
E02001953,45.3,34.9,15.6,3.9,0.3
E02001954,32,34.8,23.4,9.3,0.4
E02001955,42.3,33.6,19.2,4.8,0.2
E02001956,45.9,34.8,15.4,3.6,0.3
E02001957,47.4,33.7,15.3,3.5,0.1
E02001958,41.9,34.8,16.8,6.2,0.2
E02001959,46.3,34.6,16.3,2.6,0.2
E02001961,33.6,35.9,21.2,8.6,0.6
E02001962,41.6,35.7,17.3,5,0.3
E02001963,44.2,33.8,16.5,5.1,0.4
E02001964,35.7,33.9,21.2,8.5,0.7
E02001965,46.8,33.6,15.4,3.9,0.2
E02001966,33.1,36.7,21.2,8.4,0.6
E02001967,53.9,32.8,11.4,2,0
E02001968,44.4,35.3,16.3,3.7,0.2
E02001969,38.4,34.9,20.1,6.1,0.4
E02001970,44,35,16.8,4,0.2
E02001971,51.6,32.4,12.8,3,0.2
E02001972,34,36.3,21.4,7.5,0.9
E02001973,35.8,35.8,20.8,6.9,0.7
E02001974,53.4,33.5,11.2,1.8,0.1
E02001975,49.2,34.8,13.4,2.6,0
E02001976,44.4,33.8,16.3,5,0.5
E02001977,38.7,34.8,18.4,7.6,0.5
E02001978,46.7,33.9,16,3.1,0.3
E02001979,52.8,33.8,11.7,1.7,0
E02001980,55.5,33,10.6,0.9,0
E02001981,33.5,37.5,20.7,7.5,0.8
E02001982,56.6,29.5,11.4,2.3,0.3
E02001983,49.5,32.4,14.2,3.6,0.3
E02001984,51.2,32.4,13.6,2.7,0.2
E02001985,39.9,37.8,16.1,5.5,0.6
E02001986,37.1,35.2,19.3,7.8,0.6
E02001987,48.3,33.8,14.8,2.8,0.3
E02001988,41.3,35.2,16.8,5.9,0.9
E02001989,52.5,31.9,13.6,2,0
E02001990,53.1,32.2,12.9,1.7,0.1
E02001991,56.7,32.4,9.5,1.3,0.1
E02001992,38,35.2,19.7,6.7,0.4
E02001993,44.9,32.2,16.9,5.6,0.5
E02001994,49.5,33.6,13.6,3.1,0.2
E02001995,50.9,31.6,13.8,3.6,0.1
E02001996,33.2,34.2,21.1,10.3,1.3
E02001997,53.4,33,11.4,1.9,0.3
E02001998,56.5,32.4,9.9,1.3,0
E02001999,55.1,31.5,11.4,1.8,0.2
E02002021,36.2,34.6,22,6.9,0.3
E02002022,43.5,33.8,17.8,4.6,0.3
E02002023,47.6,34.6,14.6,3.2,0.1
E02002024,42.8,34.6,16.8,5.7,0.1
E02002025,45.3,33.4,17,4.1,0.1
E02002026,45.7,36.8,14.6,2.9,0
E02002027,57.4,32.5,9.2,0.8,0
E02002028,48.6,33.1,15.2,2.9,0.1
E02002029,50.3,34.4,12.9,2.4,0
E02002030,43.2,34.8,17.6,4.2,0.1
E02002031,43.3,34.6,17,4.8,0.4
E02002032,42,33.8,19.5,4.5,0.2
E02002033,49,33.9,14.2,2.8,0.1
E02002034,48.9,31.9,15.4,3.5,0.3
E02002035,55.2,31.5,11.5,1.8,0
E02002036,33.7,37.8,21,7,0.5
E02002037,48.2,32.8,15.7,3.1,0.2
E02002038,43.7,35,17,4.2,0.2
E02002039,53.4,32,12.1,2.4,0.1
E02002040,55.5,31.9,11.3,1.2,0.1
E02002041,48.4,36.2,13.1,2.2,0.1
E02002042,53.4,32.7,12,1.9,0.1
E02002074,38.2,34.7,21.5,5.6,0
E02002075,38.4,34.9,19.6,6.9,0.2
E02002076,49.8,32.2,15.1,2.8,0.2
E02002077,36.9,36.7,19.9,6.1,0.5
E02002078,47.1,34.2,16.3,2.2,0.1
E02002079,40.9,35.3,18.6,4.8,0.4
E02002080,39.7,35.1,18.9,5.9,0.3
E02002086,32,34,24.2,9.5,0.4
E02002087,30,35.8,24.2,9.4,0.6
E02002088,30.9,35.9,24.1,8.7,0.4
E02002089,47.6,34.3,14.8,3.2,0.2
E02002090,52.9,31.6,12.7,2.8,0
E02002091,48.8,34.2,14.3,2.5,0.1
E02002092,45.2,33.4,16.4,4.7,0.3
E02002093,47.3,33.3,14.6,4.3,0.5
E02002094,57.4,32.4,9.3,0.9,0
