geography_code,disability_3a-001,disability_3a-002
E02001882,19.1,80.9
E02001883,23.1,76.9
E02001884,12.5,87.5
E02001886,15.7,84.3
E02001888,20.5,79.5
E02001889,15.8,84.2
E02001890,15.5,84.5
E02001892,15.9,84.1
E02001893,18.1,81.9
E02001895,22.7,77.3
E02001896,14.3,85.7
E02001897,17.5,82.5
E02001898,15.8,84.2
E02001899,15,85
E02001900,17.9,82.1
E02001901,13.6,86.4
E02001902,16.1,83.9
E02001903,16.5,83.5
E02001904,17,83
E02001905,12.2,87.8
E02001906,16.1,83.9
E02001907,17.5,82.5
E02001908,14.7,85.3
E02001909,16.4,83.6
E02001910,18.4,81.6
E02001911,19.8,80.2
E02001913,18.4,81.6
E02001914,17,83
E02001915,19,81
E02001916,15.5,84.5
E02001918,21.2,78.8
E02001919,17.6,82.4
E02001920,23.5,76.5
E02001921,19.4,80.6
E02001922,15.1,84.9
E02001923,15.8,84.2
E02001924,16.5,83.5
E02001925,18.7,81.3
E02001926,19.7,80.3
E02001927,22.6,77.4
E02001928,22.1,77.9
E02001929,18.6,81.4
E02001930,16.1,83.9
E02001931,16.6,83.4
E02001932,22.6,77.4
E02001933,19.9,80.1
E02001934,13.8,86.2
E02001935,20.1,79.9
E02001936,17.1,82.9
E02001937,20.2,79.8
E02001938,18.8,81.2
E02001939,25.2,74.8
E02001941,21.7,78.3
E02001942,19.7,80.3
E02001943,19.7,80.3
E02001944,19.1,80.9
E02001945,22.1,77.9
E02001946,18.6,81.4
E02001947,24.8,75.2
E02001948,19.3,80.7
E02001949,20.1,79.9
E02001950,18.6,81.4
E02001951,25.5,74.5
E02001952,24.9,75.1
E02001953,19.9,80.1
E02001954,24.8,75.2
E02001955,21.3,78.7
E02001956,19.5,80.5
E02001957,19.1,80.9
E02001958,17.6,82.4
E02001959,16.3,83.7
E02001961,20.2,79.8
E02001962,14.6,85.4
E02001963,19.8,80.2
E02001964,18.5,81.5
E02001965,17.5,82.5
E02001966,14.5,85.5
E02001967,16.5,83.5
E02001968,14.6,85.4
E02001969,20.7,79.3
E02001970,18.3,81.7
E02001971,15.3,84.7
E02001972,14,86
E02001973,17.8,82.2
E02001974,15.3,84.7
E02001975,15.2,84.8
E02001976,17.9,82.1
E02001977,18,82
E02001978,15.4,84.6
E02001979,16.5,83.5
E02001980,15.4,84.6
E02001981,13.7,86.3
E02001982,16.3,83.7
E02001983,17.9,82.1
E02001984,15.2,84.8
E02001985,12.2,87.8
E02001986,22.8,77.2
E02001987,18.1,81.9
E02001988,14.3,85.7
E02001989,16.1,83.9
E02001990,16.1,83.9
E02001991,17.2,82.8
E02001992,19.3,80.7
E02001993,17.6,82.4
E02001994,16.7,83.3
E02001995,14.5,85.5
E02001996,22.1,77.9
E02001997,15.2,84.8
E02001998,14.5,85.5
E02001999,13.8,86.2
E02002021,23.1,76.9
E02002022,20.3,79.7
E02002023,18.1,81.9
E02002024,19.2,80.8
E02002025,17.4,82.6
E02002026,17,83
E02002027,14.1,85.9
E02002028,19.4,80.6
E02002029,17.7,82.3
E02002030,21.1,78.9
E02002031,17.8,82.2
E02002032,21,79
E02002033,17.2,82.8
E02002034,19.3,80.7
E02002035,16.3,83.7
E02002036,20.7,79.3
E02002037,20.5,79.5
E02002038,20.2,79.8
E02002039,18.5,81.5
E02002040,17.2,82.8
E02002041,18.3,81.7
E02002042,16.6,83.4
E02002074,19.8,80.2
E02002075,21.1,78.9
E02002076,15.1,84.9
E02002077,21,79
E02002078,16.9,83.1
E02002079,19.5,80.5
E02002080,20.1,79.9
E02002086,24.8,75.2
E02002087,25.1,74.9
E02002088,25.8,74.2
E02002089,18.8,81.2
E02002090,14.5,85.5
E02002091,16.6,83.4
E02002092,19.3,80.7
E02002093,19.8,80.2
E02002094,15.9,84.1
E02002095,15.6,84.4
E02002096,16.2,83.8
E02002097,16.2,83.8
E02002098,16.2,83.8
E02002099,13.1,86.9
E02002101,18.3,81.7
E02002102,16.9,83.1
E02002103,17.4,82.6
E02002104,11.7,88.3
E02002105,14.5,85.5
E02002106,14.6,85.4
E02002107,13,87
E02002108,12.9,87.1
E02002109,11.8,88.2
E02002905,17.6,82.4
E02002906,21.8,78.2
E02002907,22.8,77.2
E02002908,17.8,82.2
E02002909,20.4,79.6
E02002911,17.5,82.5
E02002912,16.1,83.9
E02002913,18.7,81.3
E02002914,17.9,82.1
E02002915,17.6,82.4
E02002916,20,80
E02002917,16.6,83.4
E02002918,17.4,82.6
E02002919,19.2,80.8
E02002920,17.1,82.9
E02002921,20.9,79.1
E02002922,17,83
E02002923,19.2,80.8
E02002925,17.5,82.5
E02002926,19.7,80.3
E02002927,17.8,82.2
