geography_code,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E02001882,23.4,28.4,36.5,8.6,3.1
E02001883,19.2,31.6,40.4,7.3,1.5
E02001884,16.8,21.4,33.4,18.3,10.1
E02001886,33,23.8,32.9,7.8,2.5
E02001888,25.8,34.2,31.6,6.7,1.6
E02001889,18.9,22.7,34.7,15.2,8.4
E02001890,24.3,25.2,44.3,5.2,1.1
E02001892,19,25.3,38.1,12.9,4.6
E02001893,31.2,32.4,28.1,6.4,2
E02001895,24.9,31.9,34.6,7.1,1.4
E02001896,15.6,21,36.4,18,9.1
E02001897,11.7,20.6,47.8,14.9,5
E02001898,42.3,33.9,20.7,2.5,0.7
E02001899,46.3,31.5,19.8,1.9,0.5
E02001900,26.4,26.8,38.7,6.9,1.3
E02001901,33.1,38.2,26.5,1.9,0.4
E02001902,32.6,35,27.7,3.8,0.9
E02001903,15.3,21.7,36.1,17.3,9.6
E02001904,21.3,29.1,35.7,10.7,3.2
E02001905,36.3,32.1,27.6,3.1,0.9
E02001906,41.6,32.4,22,3.1,0.8
E02001907,32.3,36.6,26.3,4.3,0.5
E02001908,17,22.5,32,18.1,10.5
E02001909,15.4,22.6,39,16.4,6.6
E02001910,16.2,20.3,44.3,12.5,6.7
E02001911,25.2,29,36.7,7.9,1.2
E02001913,26.1,30.9,37.7,4.4,0.9
E02001914,34.8,28.6,26.1,7.1,3.4
E02001915,26.4,31.5,35.3,5.6,1.1
E02001916,24.2,31.3,31.8,10.4,2.2
E02001918,26.4,25,43.9,3.6,1.1
E02001919,24.9,26.1,41,5.6,2.4
E02001920,27.7,27.2,36.1,7.4,1.5
E02001921,30.3,33.6,29.9,5.3,0.9
E02001922,32.2,27.6,33.9,4.2,2.1
E02001923,28.6,26.7,32.3,8.5,3.9
E02001924,30.5,30.3,31.8,5.6,1.8
E02001925,36.9,31.3,28.7,2.5,0.6
E02001926,31.4,36.9,28,3,0.8
E02001927,26.8,33.3,32.2,6.3,1.4
E02001928,26.9,28.7,38.1,5.4,0.9
E02001929,21.6,31.3,35.8,8.7,2.5
E02001930,38.2,33.9,23.6,3.4,0.9
E02001931,38.9,29.8,25.2,4.9,1.3
E02001932,24.7,33.6,35.2,5.8,0.8
E02001933,31.4,33.9,28.6,5.1,1
E02001934,40.7,29.3,22.6,5.5,1.9
E02001935,41.5,32.1,22.8,2.8,0.7
E02001936,47.2,29.3,20,3.1,0.4
E02001937,26,31.6,34.6,6.6,1.2
E02001938,28.4,38.9,29.3,3.2,0.3
E02001939,23.9,35.2,36.9,3.6,0.3
E02001941,28.1,31.4,32.6,6.5,1.4
E02001942,30.3,33.9,31.4,4,0.3
E02001943,31.7,37.7,25.6,4.3,0.6
E02001944,33.2,38,25.2,3.2,0.5
E02001945,24.8,32,34.1,7.6,1.5
E02001946,44.5,32,21.1,2.4,0.1
E02001947,22.8,25.5,41.1,9.1,1.4
E02001948,40.3,33.9,22.4,2.9,0.6
E02001949,29.7,37.5,26.9,5.2,0.7
E02001950,38.1,36.7,21.7,3,0.4
E02001951,22.3,29.2,40.5,7.1,0.9
E02001952,19.3,32.7,40.4,7,0.6
E02001953,44.6,30.3,22,2.5,0.6
E02001954,25,25.3,41.4,7.3,0.9
E02001955,26.5,35.5,33.5,4.1,0.5
E02001956,33.7,36.6,26.4,3,0.3
E02001957,39,38.2,19.6,2.7,0.5
E02001958,24.1,41,29.7,4.4,0.8
E02001959,38.1,36.3,21.2,3.7,0.7
E02001961,22.3,32,38,6.7,0.9
E02001962,24.5,33.7,31.4,8.2,2.2
E02001963,39.2,32.1,25.5,2.6,0.6
E02001964,20.6,29.2,40.3,8.5,1.4
E02001965,37.1,34.7,24.6,3.2,0.4
E02001966,16.4,28.9,36.7,13.9,4.1
E02001967,44.8,38.8,15,1.2,0.2
E02001968,32,35.2,26,5.5,1.3
E02001969,26.8,33.9,33.2,5,1
E02001970,33.7,41.6,21.3,2.8,0.6
E02001971,41.1,34.4,21.8,2.2,0.4
E02001972,13.1,28.1,42.3,13,3.5
E02001973,17.7,36.1,38.5,6.6,1.1
E02001974,42.3,38.3,17.4,1.6,0.3
E02001975,42.3,34.4,19.3,3.4,0.5
E02001976,30.7,32,32.9,3.9,0.5
E02001977,18,31.8,41.4,6.5,2.3
E02001978,33,35.4,25.2,4.4,2
E02001979,47.2,37.4,13.8,1.4,0.2
E02001980,54.7,32.5,11.8,0.9,0.1
E02001981,13.9,27,43.3,12.4,3.4
E02001982,40.1,36.8,20.7,2.4,0.1
E02001983,41,35.8,20.1,2.7,0.3
E02001984,38.8,33.9,21.6,4.6,1
E02001985,20.5,32.2,38.1,7.5,1.7
E02001986,25.7,30.5,38.1,5.2,0.5
E02001987,21.7,44.4,30.2,3.1,0.7
E02001988,16.7,27.2,51.1,4.2,0.8
E02001989,39.5,36.5,21.3,2.3,0.4
E02001990,47.7,34.6,15.8,1.8,0.1
E02001991,50.1,33.3,15.5,1,0.1
E02001992,26.2,31.7,33.8,7.1,1.3
E02001993,38.1,27.6,28.9,4.8,0.5
E02001994,45,31.5,20.3,2.7,0.5
E02001995,24.3,39.7,30.8,4.3,0.9
E02001996,18.6,29.5,44.5,6.8,0.7
E02001997,53.5,29.5,15,1.6,0.4
E02001998,47.2,36.2,14.5,1.8,0.3
E02001999,55.4,27.6,14.4,2,0.6
E02002021,16.4,35.9,43.6,3.5,0.7
E02002022,28.4,36.6,31.3,3.4,0.3
E02002023,39.6,40.4,18.2,1.8,0.1
E02002024,34.3,35.9,26.7,2.8,0.4
E02002025,32.1,36.1,27.7,3.4,0.7
E02002026,44,34.5,19.3,2,0.3
E02002027,47.9,35.6,15.7,0.6,0.1
E02002028,43.6,35.1,19.6,1.5,0.1
E02002029,46.7,33.4,18,1.7,0.2
E02002030,33.3,39.5,25,1.9,0.3
E02002031,31.8,34,29.2,3.5,1.6
E02002032,29.5,39.7,26.5,3.5,0.8
E02002033,37.7,38.8,20.7,2.4,0.5
E02002034,30.6,39.6,27.9,1.6,0.3
E02002035,52.3,30.5,15.7,1.4,0.1
E02002036,27.7,32.7,34,4.3,1.3
E02002037,45.7,34.6,18.5,1.1,0.1
E02002038,32,39.4,25.8,2.4,0.3
E02002039,45.5,33,19.5,1.6,0.5
E02002040,56.3,30.2,12.1,1.2,0.2
E02002041,51.9,30.8,15.1,1.7,0.4
E02002042,52.8,31.4,14.7,0.8,0.3
E02002074,34.2,34.6,26.6,3.8,0.7
E02002075,26.2,37.3,31.5,4,1
E02002076,26.6,42.4,25.4,4.6,1
E02002077,24.4,37.3,32.9,4.7,0.8
E02002078,43.7,32.7,19.8,2.8,0.9
E02002079,32.4,38.2,25.3,3.3,0.8
E02002080,31.9,32.2,31,4.2,0.7
E02002086,21.7,30.6,41.9,5.1,0.6
E02002087,25.6,28.6,39.5,6,0.4
E02002088,23.3,28,41.9,6.3,0.5
E02002089,42.8,32.5,22.4,2,0.3
E02002090,42.7,38.7,15.4,2.7,0.5
E02002091,45.2,33.9,18.6,2.1,0.3
E02002092,37,32.4,27.1,3.2,0.3
E02002093,37.8,31.7,27.5,2.6,0.4
E02002094,52.5,34.4,11.8,1.1,0.1
E02002095,47.1,31,20,1.7,0.2
E02002096,46.4,32.9,18.9,1.5,0.3
E02002097,51.1,31.7,15.8,1.1,0.3
E02002098,40.5,33.8,23.5,2,0.2
E02002099,56.8,27.7,14.3,1.2,0.1
E02002101,39.6,33.4,24.8,1.9,0.2
E02002102,44.4,34.3,18.7,2.2,0.4
E02002103,55.8,27.2,15.2,1.5,0.3
E02002104,65,25.1,9,0.8,0.1
E02002105,62,24.8,12.2,0.8,0.1
E02002106,60.5,26.8,11.9,0.7,0.1
E02002107,60.4,28.1,10.5,0.8,0.1
E02002108,61.9,25.5,11.9,0.7,0.1
E02002109,46.2,34.5,17.9,1.2,0.1
E02002905,56.3,31.5,11.3,0.8,0.1
E02002906,36.8,36.8,24.6,1.7,0.1
E02002907,34.2,34.8,28.6,2.3,0.1
E02002908,57.8,29.4,11.8,0.9,0.2
E02002909,48.5,31.7,18.4,1.2,0.1
E02002911,55.4,29.5,13.9,1.1,0.2
E02002912,56.2,27.9,14.6,1,0.2
E02002913,59.3,26.5,13.1,0.9,0.1
E02002914,35.7,32.8,29.2,2.2,0.1
E02002915,51.8,28.1,18.8,1.2,0.1
E02002916,22.2,34,40.5,2.9,0.4
E02002917,35.1,37.6,25.4,1.7,0.2
E02002918,56.1,27.6,14.8,1.4,0.2
E02002919,32.6,32.2,32.6,2.6,0.1
E02002920,47,32.1,19.3,1.4,0.2
E02002921,26.7,32.4,36.9,3.5,0.5
E02002922,54.8,28.7,15.3,0.9,0.3
E02002923,42.6,34.6,21.3,1.5,0.1
E02002925,51.1,29.8,17.7,1.4,0
E02002926,36,32.6,29,2.2,0.3
E02002927,57.9,27.6,13.4,1.1,0.1
E02003212,45.2,32.8,20.6,1.2,0.1
E02004600,40.6,32.3,24.7,2.3,0.2
E02004601,56.1,30.8,12.6,0.5,0
E02004602,30.1,34.4,32.1,3,0.4
E02004603,26,34.4,36.4,2.7,0.4
E02004604,22.6,30.3,41.9,4.8,0.5
E02004605,28.4,33.5,34.3,3.4,0.4
E02004606,30.9,36.6,30.1,2.2,0.2
E02004607,29.1,32,36.8,1.9,0.2
E02004608,22,35.3,41.3,1.4,0.1
E02004609,47.8,36.5,14.7,0.9,0.1
E02004610,38.1,37.1,23.9,0.8,0.1
E02004611,48.5,34.4,16.2,0.8,0
E02004612,42.9,39.9,16.1,1,0.1
E02004613,58.6,27.6,12.9,0.8,0.1
E02004614,55.3,32.1,12.1,0.5,0
E02004615,53.5,30,15.8,0.6,0
E02004616,48.1,32.3,18.5,0.9,0.1
E02004617,52.3,28.4,17.9,1.2,0.2
E02004618,61.3,27.2,10.6,0.8,0.1
E02004619,57.8,28.2,13,0.9,0.1
E02004620,49.7,29.7,19.5,1,0.1
E02004621,30.7,33.4,34.5,1.3,0.1
E02004622,39.1,35.4,23.2,2,0.3
E02004623,51,31.1,16.4,1.4,0.1
E02004624,57.1,28.6,13,1.1,0.1
E02004625,51.6,28.6,18.5,1.2,0.1
E02004626,59.8,26.5,12.7,0.9,0.1
E02004627,42.3,33.3,22,1.9,0.4
E02004628,44.6,34.4,18.8,2,0.2
E02004629,34.3,37.6,25.5,2.3,0.2
E02004630,53.3,30.2,15,1.4,0.2
E02004631,56.4,29,13.3,1.3,0.1
E02004632,38.6,33.2,26.6,1.6,0.2
E02004633,45.5,34.3,18.3,1.5,0.3
