geography_code,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E02001882,73.9,17.1,4.1,2.8,2.1
E02001883,84.7,9.3,3.1,1.8,1.1
E02001884,57.8,25.5,6.6,5.7,4.5
E02001886,57.2,24.5,7.5,5.8,5
E02001888,80,13.1,3.4,2.3,1.2
E02001889,57.8,25.9,6.7,5.4,4.2
E02001890,58.6,19.6,7.1,6.9,7.7
E02001892,66.2,20.7,6.3,3.9,2.9
E02001893,76.5,16.3,2.7,2.2,2.4
E02001895,85.4,9.9,2.9,0.9,0.8
E02001896,54.3,29,6.5,5.8,4.4
E02001897,56,29.9,6.4,4.7,3.1
E02001898,89.1,7.5,1.5,0.9,1
E02001899,74.6,18.2,3.2,2.2,1.8
E02001900,59.3,23.8,5.8,4.8,6.3
E02001901,79,10.6,3.2,4,3.2
E02001902,82.5,10.7,3,2.5,1.4
E02001903,57.8,28.9,5.2,4.9,3.2
E02001904,67.2,16.6,7.2,5.1,3.9
E02001905,67.6,13.7,3.2,4.6,10.9
E02001906,81.1,12,3.5,2,1.4
E02001907,86,8.6,2.1,1.8,1.6
E02001908,56.6,29.2,5.6,5.2,3.4
E02001909,59.5,27.4,5.9,4,3.3
E02001910,60.6,28.7,4.8,3.5,2.5
E02001911,71.9,15.2,6.8,4.1,1.9
E02001913,66.2,14.6,5.8,5.5,7.9
E02001914,69,23.2,3.5,2.3,2
E02001915,76,15.1,3.5,3.2,2.2
E02001916,69.2,18.1,5.7,4,3
E02001918,76.3,15.4,3,3,2.2
E02001919,69.9,22.7,2.8,2.4,2.3
E02001920,80.8,11.4,3.7,2.8,1.4
E02001921,74.5,13.3,6.2,3.7,2.3
E02001922,78.8,7.5,2,3,8.7
E02001923,65.8,25.2,4,2.9,2.2
E02001924,74.2,18.9,3,2.7,1.3
E02001925,76,13.5,3.3,3.9,3.4
E02001926,75.6,13.1,3.2,3.5,4.6
E02001927,81.7,9.7,3.7,2.6,2.3
E02001928,87.1,7.2,2.7,1.5,1.6
E02001929,76.9,15.3,3.9,2.2,1.7
E02001930,82,12.9,2.1,1.9,1.1
E02001931,75.9,19.3,2.2,1.6,1
E02001932,85,9.1,3.2,1.8,0.9
E02001933,81.4,13.2,2.7,1.6,1.1
E02001934,73.2,21.4,2.3,2.1,1
E02001935,81.8,11.6,2.8,2.1,1.8
E02001936,83,13.2,2,1,0.8
E02001937,79.1,14.3,3.3,2,1.2
E02001938,86.9,7.4,2.5,1.6,1.5
E02001939,84.7,9.7,2.7,1.6,1.3
E02001941,82.4,12,2.7,1.6,1.3
E02001942,86.4,8.7,2.3,1.7,0.9
E02001943,86.3,9.7,1.8,1.2,1
E02001944,85.5,10.1,2.5,1,0.9
E02001945,85,9.6,2.9,1.4,1
E02001946,88.1,7.7,2.2,1.3,0.9
E02001947,83.6,10.3,3,2.1,1
E02001948,90.5,6.7,1.4,1,0.4
E02001949,87.8,7.9,2.7,0.9,0.7
E02001950,88.3,7.3,2,1.2,1.2
E02001951,89.2,7.1,2,1.3,0.3
E02001952,85.7,8.8,2.7,1.9,0.9
E02001953,89.3,7.7,1.3,0.7,1
E02001954,86.9,7.5,2.5,1.9,1.3
E02001955,90,6.3,1.7,1.2,0.7
E02001956,91.9,5.4,1.5,0.7,0.5
E02001957,92.7,4.6,1,1.1,0.6
E02001958,75,13.9,4.9,4,2.3
E02001959,77,14.2,4,2.9,1.9
E02001961,73.4,15.1,5.5,3.8,2.2
E02001962,60.1,21.1,8.6,6.3,3.9
E02001963,86.3,9.4,2.2,1.4,0.7
E02001964,68.7,17.6,7.4,4.2,2.2
E02001965,78.2,12.7,3.8,3.1,2.2
E02001966,50.6,27.2,11,6.4,4.8
E02001967,92.2,5.2,1.2,0.5,0.9
E02001968,66,19.6,7.2,4.9,2.4
E02001969,71.2,14.1,5.6,5.3,3.7
E02001970,77.4,12.9,4.3,3.2,2.1
E02001971,83,8.5,2.9,5,0.7
E02001972,51.6,25.6,9.9,7.8,5
E02001973,65.4,18.1,6.7,6.2,3.6
E02001974,84.8,9.4,2.3,2,1.5
E02001975,79.3,12.1,3.6,2.8,2.2
E02001976,74.9,13.4,4,4.5,3.2
E02001977,56,17.5,8.8,9.2,8.6
E02001978,69.2,15,5.3,6.8,3.6
E02001979,91.2,5.4,1.5,1,0.9
E02001980,91.7,5.5,1.1,0.9,0.9
E02001981,50.5,21.2,8.5,7.8,12
E02001982,90.6,5.4,1.5,1.3,1.2
E02001983,85.6,8.1,2.5,2,1.7
E02001984,71.9,13.3,5.6,4.8,4.3
E02001985,52,14.2,6.8,9.3,17.7
E02001986,83.1,9,3.6,2.4,1.8
E02001987,71.7,9.8,5.2,6.4,6.9
E02001988,50.5,10.6,5.3,8.4,25.1
E02001989,81.3,8.2,3.7,3.2,3.7
E02001990,84.3,11.5,1.8,1.4,1
E02001991,84.4,8.5,2.2,2.9,2
E02001992,74.8,15.5,5.4,2.7,1.6
E02001993,75,11.6,3.5,3.7,6.2
E02001994,72.7,15.4,4.2,4.6,3.1
E02001995,61.2,14.3,6.9,9.6,8
E02001996,73,14.2,6.5,4.4,1.9
E02001997,82,13.7,1.8,1.5,1
E02001998,82.5,12.5,2.4,1.4,1.3
E02001999,69,11.7,2.3,2.9,14
