geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E02001882,18,21.8,44.7,15.5
E02001883,17.1,34.1,44,4.8
E02001884,3.9,21.5,56.2,18.4
E02001886,19.1,18.5,29,33.4
E02001888,7.1,21,59.5,12.4
E02001889,4.3,13.1,64.5,18.1
E02001890,34.8,27.5,13.8,23.9
E02001892,11.6,16.9,61.5,9.9
E02001893,10.2,16.8,57.4,15.6
E02001895,10.9,30.6,49.9,8.6
E02001896,11,19.4,44.8,24.8
E02001897,29,27.7,29.6,13.6
E02001898,5.5,13.1,69.8,11.6
E02001899,10.1,20.2,37.1,32.6
E02001900,23.7,28.4,24.9,23
E02001901,13.4,36.1,28.3,22.2
E02001902,7.5,18.5,66.5,7.6
E02001903,11.8,22,40.7,25.5
E02001904,12.7,27.8,47,12.5
E02001905,14.2,32.4,22.4,31
E02001906,3.6,16.8,67.3,12.3
E02001907,8.5,27.6,54.5,9.4
E02001908,5.2,22.8,45.8,26.2
E02001909,16.1,24.1,37.7,22
E02001910,26,20.1,33.2,20.6
E02001911,15,25.4,52.9,6.7
E02001913,21.8,27.1,31.8,19.2
E02001914,13.1,17.7,29.1,40.1
E02001915,18.2,26.7,39.1,16
E02001916,9.4,26.1,51,13.6
E02001918,34.9,24.8,15.2,25.1
E02001919,31,22.5,13.8,32.7
E02001920,17.5,23.7,50.2,8.6
E02001921,9.3,25.7,55.2,9.9
E02001922,8.3,16.3,19.5,55.9
E02001923,11.4,10.9,50.7,27
E02001924,12.4,11.8,59.8,16.1
E02001925,12.8,23.3,44.2,19.7
E02001926,10,31.3,35.9,22.8
E02001927,10.2,23.6,58.9,7.3
E02001928,17.8,28,47.4,6.8
E02001929,9.6,22.5,62.1,5.8
E02001930,10.3,24.4,42.5,22.8
E02001931,9.5,16.4,46.5,27.7
E02001932,13.8,30.5,45.8,9.9
E02001933,10.2,21,60.6,8.2
E02001934,3.3,9.7,55.7,31.3
E02001935,5.9,15.9,60,18.1
E02001936,8,14.1,48.8,29.1
E02001937,12.3,25,51.5,11.2
E02001938,13.5,34.3,38.2,14
E02001939,23.4,35.5,27.9,13.3
E02001941,11.4,18.3,63.3,7
E02001942,15.3,29.9,38.1,16.7
E02001943,6.6,26.4,55.3,11.7
E02001944,7.5,28.1,50.1,14.3
E02001945,10.8,21.7,60.6,7
E02001946,7.7,17.8,55.4,19.1
E02001947,22.1,27,44,7
E02001948,6.8,14.3,70.4,8.5
E02001949,7.8,34.2,48,10
E02001950,6.5,24.2,57.8,11.5
E02001951,18.1,28.4,43.8,9.7
E02001952,19.4,35.7,38,6.9
E02001953,8.9,13.9,57.5,19.6
E02001954,19.3,28,43.5,9.2
E02001955,13.9,30.4,46.7,9
E02001956,9.1,23.6,51.7,15.5
E02001957,2.7,23.9,66.5,6.9
E02001958,10.3,35.5,43.1,11.1
E02001959,2.4,14.9,66.8,16
E02001961,13.5,31.1,48.1,7.3
E02001962,4.5,27.4,57.2,10.9
E02001963,9.9,14.6,61.2,14.3
