geography_code,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00101076,67.1,0.4,32.5
E00101077,44.5,0.5,54.9
E00101078,66.5,1.8,31.7
E00101079,56.9,0,43.1
E00101080,58.2,1.7,40.1
E00101081,61.5,1.3,37.3
E00101082,61.4,0.9,37.7
E00101083,71.5,0,28.5
E00101084,59.9,1.5,38.6
E00101085,65.3,0,34.7
E00101086,60.5,1.6,37.9
E00101087,46.8,2,51.2
E00101088,55.4,3.1,41.5
E00101089,43,0.5,56.5
E00101090,65.5,4.9,29.6
E00101091,58.3,1.3,40.4
E00101092,46.1,2.1,51.9
E00101093,64,1.8,34.2
E00101094,69.6,3.2,27.2
E00101095,73.6,4.3,22
E00101096,46.6,1.4,52
E00101097,80.7,4.8,14.4
E00101098,62.8,3.7,33.5
E00101099,68.6,2.2,29.2
E00101100,63.4,3.3,33.3
E00101101,67.2,2.6,30.2
E00101102,57.7,1.2,41.1
E00101103,71.8,1.6,26.7
E00101104,57.4,5.3,37.3
E00101105,48.6,4.9,46.5
E00101106,65.4,6.7,27.9
E00101107,61.1,1.9,37
E00101108,63.7,2.4,33.9
E00101109,54.8,1.4,43.8
E00101110,66.3,2.4,31.3
E00101111,50,0,50
E00101112,46,1.7,52.3
E00101113,63.8,4.1,32.1
E00101114,58.7,2.5,38.8
E00101115,44.2,0.8,55
E00101116,66.7,3.1,30.2
E00101117,37.7,1.3,61
E00101118,58.3,3.4,38.2
E00101119,60.9,0.6,38.6
E00101120,69.3,0,30.7
E00101121,70.3,2.2,27.5
E00101122,57.5,0.4,42.1
E00101123,43.2,4.9,51.9
E00101132,30.5,3.9,65.6
E00101133,41.2,3.5,55.3
E00101134,80.4,0,19.6
E00101135,52.2,4.4,43.4
E00101136,71.4,5.3,23.3
E00101137,58.7,2,39.3
E00101138,51.8,1.1,47.1
E00101139,66,2.3,31.6
E00101140,68.2,4.7,27.1
E00101141,77.8,3,19.2
E00101142,77.4,3.8,18.8
E00101143,37.8,3.2,58.9
E00101144,68.4,6.4,25.2
E00101145,61.8,1.7,36.5
E00101146,71.9,2.7,25.4
E00101147,56.4,4.1,39.4
E00101148,75.7,1.8,22.4
E00101149,60.8,1.2,38
E00101150,64,2.2,33.8
E00101151,62.4,1.6,35.9
E00101152,46.9,0.5,52.6
E00101153,54.2,1.8,43.9
E00101154,69.5,0.9,29.6
E00101155,59.4,0,40.6
E00101156,76,2,22
E00101157,72.5,2.3,25.3
E00101158,66.5,3.4,30.1
E00101159,53.9,1.8,44.3
E00101160,63.1,2.3,34.6
E00101161,60.2,4.8,34.9
E00101162,52.8,7.5,39.6
E00101200,41.4,3.6,55
E00101202,44.3,2.9,52.8
E00101203,45.9,9.4,44.6
E00101204,54.6,5.5,39.9
E00101206,36.1,8,55.9
E00101207,43.4,4.4,52.2
E00101208,52.4,1.8,45.7
E00101209,52.2,4,43.7
E00101210,62.7,3.7,33.6
E00101212,57,5.8,37.2
E00101213,22.9,3.6,73.4
E00101214,60.2,3.4,36.4
E00101216,56.8,4.1,39.2
E00101218,46.8,3.7,49.4
E00101219,42.8,5.4,51.8
E00101224,41.3,2.9,55.8
E00101227,38.2,2,59.8
E00101229,56.1,1.6,42.3
E00101271,42.7,4.6,52.7
E00101307,24,3.2,72.7
E00101308,57.3,5,37.7
E00101309,30.4,5.5,64.1
E00101310,51,8,41
E00101313,62.5,3.9,33.6
E00101314,33.3,2.3,64.4
E00101315,64.5,4.1,31.4
E00101316,48.6,7,44.3
E00101317,37,3.8,59.2
E00101318,43.3,2.5,54.1
E00101319,36.2,3.9,59.9
E00101320,61.6,3.9,34.5
E00101321,48.4,4.3,47.3
E00101322,37.3,2,60.8
E00101323,41.8,9,49.2
E00101325,54.6,6.7,38.7
E00101326,52.1,7.5,40.4
E00101327,33.5,6.7,59.8
E00101328,23,3,74
E00101329,27.2,5.3,67.5
E00101330,28.7,4.9,66.4
E00101331,43.7,5,51.3
E00101332,45.6,4.5,49.9
E00101333,47.8,2.9,49.3
E00101334,30.5,7.3,62.2
E00101336,25,3.8,71.2
E00101337,32.4,2.7,64.9
E00101338,22.1,3.5,74.4
E00101339,18.5,4.4,77.2
E00101340,29.9,5.4,64.7
E00101341,29.3,3,67.8
E00101342,34.8,5.3,59.9
E00101343,50.1,1.5,48.4
E00101344,35.5,2.2,62.3
E00101345,28.2,5.2,66.6
E00101346,58.7,3.1,38.2
E00101347,61.9,3.3,34.8
E00101349,67.8,0.4,31.8
E00101350,71.9,3,25.1
E00101351,68.6,2.9,28.5
E00101352,49.6,3.9,46.5
E00101353,78.5,1.9,19.6
E00101355,55.6,0.5,43.9
E00101356,62,3.1,34.9
