geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00101076,29.4,40.5,15.1,15.1
E00101077,27.3,39.6,13.7,19.4
E00101078,37.7,31.5,15.4,15.4
E00101079,39.7,30.5,12.2,17.6
E00101080,18.6,46.4,16.4,18.6
E00101081,25.9,38.8,7.9,27.3
E00101082,33.3,26.7,21.7,18.3
E00101083,31.3,36.7,9.4,22.7
E00101084,31,38.9,11.5,18.6
E00101085,41.4,36,13.5,9
E00101086,35,36.1,13.3,15.6
E00101087,30,42.5,10.8,16.7
E00101088,39.5,41.2,11.8,7.6
E00101089,52.8,26,8.7,12.6
E00101090,27.2,39.5,12.3,21.1
E00101091,41,34.5,14.4,10.1
E00101092,22,42.3,15.4,20.3
E00101093,34.1,40.5,11.9,13.5
E00101094,53.4,37.7,6.2,2.7
E00101095,30.2,51.1,12.2,6.5
E00101096,52.3,28.8,6.1,12.9
E00101097,50.4,40,7.2,2.4
E00101098,34.1,39.7,17.5,8.7
E00101099,19.3,36.8,25.4,18.4
E00101100,34.3,43.4,12.6,9.8
E00101101,19.4,44.1,18.3,18.3
E00101102,23.6,43.9,6.5,26
E00101103,30.4,30.4,25.9,13.3
E00101104,26.4,34.9,16.3,22.5
E00101105,55.4,26.4,11.6,6.6
E00101106,24.4,26.9,23.5,25.2
E00101107,20.6,47.6,12.7,19
E00101108,20.9,27.1,24,27.9
E00101109,25.4,46.6,13.6,14.4
E00101110,20.5,32.8,21.3,25.4
E00101111,26.3,46.6,12.8,14.3
E00101112,35.9,36.7,16.4,10.9
E00101113,20.8,19.2,20.8,39.2
E00101114,31.8,31.8,18.6,17.8
E00101115,23.7,48.9,12.2,15.3
E00101116,11.6,30.6,20.7,37.2
E00101117,50.5,34,7.4,8
E00101118,36.4,29.1,13.6,20.9
E00101119,19.2,40.1,18.6,22.2
E00101120,23.5,36.1,15.1,25.2
E00101121,20.3,35.5,15.9,28.3
E00101122,20.5,41.9,13.7,23.9
E00101123,50.8,38.3,7.5,3.3
E00101132,27.3,39.4,12.9,20.5
E00101133,37.2,34.7,13.2,14.9
E00101134,34.2,46.7,11.7,7.5
E00101135,35.6,30.5,19.5,14.4
E00101136,44.4,37.9,11.3,6.5
E00101137,22.3,40.5,15.7,21.5
E00101138,28.1,34.2,24,13.7
E00101139,17.7,34.6,25.4,22.3
E00101140,19.5,32,21.1,27.3
E00101141,27,39.5,15.1,18.4
E00101142,42.4,37.6,12,8
E00101143,63.2,15,9.8,12
E00101144,27.1,30.1,20.3,22.6
E00101145,37.9,37.1,15.2,9.8
E00101146,26.8,41.9,14.6,16.7
E00101147,21.6,46.6,14.7,17.2
E00101148,22.2,31.1,21.8,24.9
E00101149,27.3,43,18.8,10.9
E00101150,29.3,36.6,16.3,17.9
E00101151,20.3,39.8,22,17.9
E00101152,34.2,42.1,12.3,11.4
E00101153,18.1,49.6,10.2,22
E00101154,10.9,35.6,22.8,30.7
E00101155,35.8,42.5,14.2,7.5
E00101156,22.1,37.5,17.3,23.1
E00101157,18.9,40.2,18.2,22.7
E00101158,21.9,44.8,17.7,15.6
