geography_code,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00101076,95.7,4.3,0
E00101077,97.3,2.5,0.2
E00101078,90.1,8.4,1.5
E00101079,95.1,4.6,0.4
E00101080,97.3,2.7,0
E00101081,97.7,1.7,0.6
E00101082,96.3,3.3,0.4
E00101083,95,4.6,0.4
E00101084,97.6,2.4,0
E00101085,97.7,1.8,0.5
E00101086,92.8,5.8,1.3
E00101087,98.6,1.1,0.4
E00101088,96.9,2.2,0.9
E00101089,98.3,1.7,0
E00101090,99.2,0.8,0
E00101091,94.7,4.9,0.4
E00101092,98.6,1.4,0
E00101093,98,0.8,1.2
E00101094,93,7,0
E00101095,89.1,9.8,1.1
E00101096,91.7,6.6,1.7
E00101097,89.3,9.6,1
E00101098,92.5,6.3,1.3
E00101099,89.7,10.3,0
E00101100,93.7,4.9,1.5
E00101101,97.8,2.2,0
E00101102,98.3,1.7,0
E00101103,90.7,7.3,2
E00101104,85,13.4,1.6
E00101105,94.1,4.9,1
E00101106,98.3,1,0.7
E00101107,93.5,6.1,0.3
E00101108,91.5,7.7,0.8
E00101109,99.6,0.4,0
E00101110,94.4,3.6,2
E00101111,98.3,1,0.7
E00101112,97,2.7,0.4
E00101113,93.7,4.6,1.7
E00101114,95.2,4.2,0.7
E00101115,96.9,2.7,0.3
E00101116,98.6,1.1,0.3
E00101117,98.3,1.5,0.2
E00101118,97.1,2.9,0
E00101119,98.3,1.2,0.5
E00101120,99.3,0.7,0
E00101121,98.8,1.2,0
E00101122,95.1,3.8,1
E00101123,96.4,3.1,0.5
E00101132,93.1,6.1,0.8
E00101133,94.6,5.4,0
E00101134,94.1,3.8,2.1
E00101135,95.1,4.1,0.8
E00101136,88,9.7,2.3
E00101137,97.3,2.4,0.3
E00101138,91.1,6.8,2.1
E00101139,92.9,5.8,1.2
E00101140,91.4,7.7,0.9
E00101141,87.7,11.1,1.2
E00101142,93.1,6.5,0.4
E00101143,96.5,3.5,0
E00101144,94,4.1,1.9
E00101145,92.6,7.1,0.4
E00101146,88.4,9.8,1.8
E00101147,97.7,1.9,0.4
E00101148,90.6,8.5,0.9
E00101149,98.5,1.5,0
E00101150,93.9,6.1,0
E00101151,95.6,4,0.3
E00101152,97.4,2.6,0
E00101153,98,1.6,0.3
E00101154,98.9,1.1,0
E00101155,97.1,1.9,1
E00101156,96.4,3.6,0
E00101157,93.3,5.7,1
E00101158,96.2,3.3,0.5
E00101159,94.1,5.6,0.3
E00101160,91.9,8.1,0
E00101161,89.5,7.3,3.2
E00101162,93.4,6.2,0.4
E00101200,81.7,16.9,1.4
E00101202,87,7.8,5.2
E00101203,87.1,11.7,1.3
E00101204,86.1,12.4,1.4
E00101206,77,21,2
E00101207,88.3,11.2,0.5
E00101208,88.2,11.2,0.6
E00101209,91.3,6.4,2.3
E00101210,90.3,9.3,0.4
E00101212,92.4,6.9,0.7
E00101213,94.1,3.9,2
E00101214,85.4,14.2,0.4
E00101216,88.9,8.3,2.8
E00101218,89.8,9.1,1.1
E00101219,94.2,5.5,0.3
E00101224,94.4,4.8,0.8
E00101227,96.9,3.1,0
E00101229,94.6,5.1,0.3
E00101271,91.9,6.5,1.6
E00101307,95.5,3.9,0.6
E00101308,83.9,13.6,2.5
E00101309,87.5,9.9,2.6
E00101310,84.9,13.3,1.8
E00101313,84.8,12.6,2.6
E00101314,94.5,4.4,1.1
E00101315,84.9,9.3,5.8
E00101316,74,22.4,3.6
E00101317,95.5,2.7,1.8
E00101318,87.7,11.1,1.2
E00101319,86.8,11.3,1.9
E00101320,89.2,9.4,1.4
E00101321,92.4,7.6,0
E00101322,92.1,6.1,1.9
E00101323,87.5,10.4,2.1
E00101325,90.2,9.2,0.7
E00101326,83.3,14.8,1.9
E00101327,88,9.8,2.2
E00101328,93,6,1
E00101329,94.4,5.4,0.2
E00101330,92.8,7,0.2
E00101331,92.4,6.3,1.3
E00101332,77.8,18.4,3.9
E00101333,88.1,10.9,1
E00101334,75.6,20.6,3.8
E00101336,97.3,2.7,0
E00101337,94.8,4,1.2
