geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00054703,4.5,34.1,34.8,26.5
E00054704,5.3,28.2,37.6,28.8
E00054705,7,41.1,32.3,19.6
E00054706,0.7,19.4,44.6,35.3
E00054707,7.4,33.6,29.5,29.5
E00054708,3,22.4,52.2,22.4
E00054709,9.9,26.3,27.5,36.3
E00054710,14.1,25.9,41.5,18.5
E00054711,18.6,30.5,37.3,13.6
E00054712,9,47.8,34.3,9
E00054713,3.1,39.1,41.6,16.1
E00054714,0,3.4,53.4,43.2
E00054715,1.7,14.3,53.8,30.3
E00054717,15.7,45.7,30.7,7.9
E00054718,22.5,31.7,38.3,7.5
E00054719,4.6,21.1,42.1,32.2
E00054720,12.6,28.8,42.3,16.2
E00054721,4.5,27.8,50.4,17.3
E00054722,0.8,40.2,48,11
E00054726,1.3,15.3,54,29.3
E00054727,0,16.8,58,25.2
E00054728,1.5,25.3,49,24.2
E00054729,7.9,24.8,34.5,32.7
E00054730,7.8,54.9,27.5,9.8
E00054731,35.8,40,12.5,11.7
E00054732,17.1,41.9,32.6,8.5
E00054733,9.2,36.4,37.7,16.7
E00054735,3.1,20.3,45.3,31.3
E00054736,3.6,40,40.9,15.5
E00054742,16,24.3,51.9,7.7
E00054743,2.4,23.4,40.7,33.5
E00054744,10.8,20.8,35.8,32.5
E00054745,0.9,18.1,50.9,30.2
E00054746,0,13.9,67.3,18.8
E00054747,3.5,39.1,35.7,21.7
E00054748,0.9,10.4,82.1,6.6
E00054749,12.4,40.9,38.7,8
E00054750,48.1,5.2,42.9,3.9
E00054751,0.8,23,47.5,28.7
E00054752,2,16.3,49,32.7
E00054753,5.1,9.6,55.1,30.1
E00054754,4.2,27.3,49,19.6
E00054755,6.1,14.5,43,36.4
E00054756,2,17.6,59.8,20.6
E00054757,10.6,43.7,35.9,9.9
E00054862,2.6,26.1,41.8,29.4
E00054863,4.7,31.3,37.5,26.6
E00054864,12.9,35.5,30.6,21
E00054881,4.9,28.3,39.7,27.2
E00054883,2.3,32.6,47,18.2
E00054884,4.3,24.2,42.9,28.6
E00054885,15.7,28.1,47.9,8.3
