geography_code,heating_type_3a-001,heating_type_3a-002
E00054703,0.8,99.2
E00054704,2.3,97.7
E00054705,0.6,99.4
E00054706,0,100
E00054707,2,98
E00054708,0,100
E00054709,2.3,97.7
E00054710,2.2,97.8
E00054711,2.6,97.4
E00054712,4.5,95.5
E00054713,0.6,99.4
E00054714,0,100
E00054715,5.1,94.9
E00054717,2.1,97.9
E00054718,0.8,99.2
E00054719,2,98
E00054720,9,91
E00054721,2.3,97.7
E00054722,2.4,97.6
E00054726,0,100
E00054727,4.2,95.8
E00054728,0.5,99.5
E00054729,1.8,98.2
E00054730,2.6,97.4
E00054731,0.8,99.2
E00054732,6.9,93.1
E00054733,1.3,98.7
E00054735,0.8,99.2
E00054736,2.7,97.3
E00054742,2.2,97.8
E00054743,2.9,97.1
E00054744,2.5,97.5
E00054745,0,100
E00054746,0,100
E00054747,1.7,98.3
E00054748,1.9,98.1
E00054749,2.9,97.1
E00054750,0,100
E00054751,0,100
E00054752,0,100
E00054753,0.7,99.3
E00054754,3.5,96.5
E00054755,0,100
E00054756,0,100
E00054757,2.8,97.2
E00054862,2.6,97.4
E00054863,3.8,96.2
E00054864,4,96
E00054881,1.1,98.9
E00054883,3,97
E00054884,3.7,96.3
E00054885,3.3,96.7
