areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00005055,29.1,16.3,45.8,8.8
E00005056,28.6,12.9,47.9,10.7
E00005057,21.8,20.7,46.4,11.2
E00005058,26.5,20.4,37.4,15.6
E00005059,22.6,14.6,56.2,6.6
E00005060,41.1,24,14,20.9
E00005061,26.5,16.2,41.6,15.7
E00005062,42,21,16.8,20.2
E00005063,24.8,10.5,49.7,15
E00005064,25.1,18,41.9,15
E00005065,25,13.5,48.1,13.5
E00005066,35.5,16.7,25.4,22.5
E00005067,24.2,13.1,48.4,14.4
E00005068,13,21.3,55.6,10.1
E00005069,36.7,18.7,27.3,17.3
E00005070,28.5,9.5,53.2,8.9
E00005071,22.8,12.7,46.8,17.7
E00005072,17.3,13.3,61.3,8
E00005073,16.9,11.9,63.8,7.5
E00005074,19.7,17.2,53.5,9.6
E00005075,21.1,17.6,45.8,15.5
E00005076,25.8,15.3,48.4,10.5
E00005077,28,14,37,21
E00005078,19.4,14.7,48.8,17.1
E00005079,26,18.5,37.6,17.9
E00005080,23.2,11.6,46.3,18.9
E00005081,37.5,16.7,27.4,18.5
E00005082,44.6,17.8,18.8,18.8
E00005083,23,23,38.5,15.5
E00005084,25,15.1,44.8,15.1
E00005085,31.3,14.8,35.7,18.3
E00005086,25.5,17.8,41.4,15.3
E00005087,25.5,16.1,44.7,13.7
E00005088,28,13.4,41.5,17.1
E00005089,23.6,12.4,46.1,18
E00005090,20,20,43.7,16.3
E00005091,22.8,16.3,39.7,21.2
E00005092,27,24.3,27.9,20.7
E00005093,38.1,22.9,21.9,17.1
E00005094,22.1,14.5,57.8,5.6
E00005095,17.3,20,51.4,11.4
E00005097,14.4,14.4,59,12.3
E00005098,23.2,14.1,53.7,9
E00005099,23.6,19.1,40.4,16.9
E00005100,26.1,13.9,49.7,10.3
E00005101,25.6,21.1,43.2,10.1
E00005103,25,14.4,37.5,23.1
E00005104,25.8,14.6,42.7,16.9
E00005105,21.7,17.5,43.4,17.5
E00005106,23.3,18.3,36.7,21.7
E00005107,28.3,15.1,44.6,12
E00005108,29.6,14.3,38.3,17.8
E00005109,28.2,18.1,39.6,14.1
E00005110,29.7,16.2,31.1,23
E00005111,23,18,39.3,19.7
E00005112,25.3,16.9,39,18.8
E00005113,26.2,21.8,37.4,14.6
E00005114,33.2,13.4,37.4,16
E00005115,19.7,15.6,53.3,11.5
E00005116,15.6,18.8,59.4,6.3
E00005117,22.4,18.6,48.4,10.6
E00005118,26.2,23.1,37.4,13.3
E00005119,19.8,19.2,50.8,10.2
E00005120,16.2,11.4,63.5,9
E00005121,23.5,12.8,54,9.6
E00005122,18.5,16.9,59.3,5.3
E00005123,25.7,18.2,41.7,14.4
E00005124,18.7,16.7,54,10.7
E00005125,18.3,20.2,48.1,13.5
E00005126,21.4,14.5,54.7,9.4
E00005127,28.4,17.6,40.5,13.5
E00005128,22,16.7,49.8,11.5
E00005129,25.1,16.9,42.6,15.4
E00005130,23.3,14.2,45.8,16.7
E00005131,23.1,17.6,45.6,13.7
E00005322,21.3,23,45.9,9.8
E00005323,17.2,16.7,56.3,9.8
E00005324,24.4,16.1,47.6,11.9
E00005325,24.4,11.6,52.4,11.6
E00005326,24.5,19.8,40.9,14.8
E00005327,24.9,10.8,50.3,14.1
E00005328,20,15.3,56.5,8.2
E00005329,18.6,14.5,55.8,11
E00005330,18.8,13.6,60.8,6.8
E00005331,18.8,16.2,55.2,9.7
E00005332,16.7,15.5,54,13.8
E00005333,30.8,22.4,39.3,7.5
E00005334,17.1,14.6,58.2,10.1
E00005335,35,24.8,29.1,11.1
E00005336,26.8,21.7,38.4,13.1
E00005339,13.1,13.7,59.6,13.7
E00005340,19.2,17.9,48.3,14.6
E00005341,21,14.2,48.8,16
E00005342,32.2,15.8,41.4,10.5
E00005343,22.2,16.1,49.4,12.2
E00005344,23.6,15.8,39.4,21.2
E00005345,29.9,14.9,39.8,15.4
E00005346,24.6,20.6,44,10.9
E00005347,28.8,21.5,37.2,12.6
E00005348,17.9,16.7,56.8,8.6
E00005349,20.5,15.1,53,11.4
E00005350,17.9,15.9,53,13.2
E00005351,27.2,16.4,45.1,11.3
E00005352,20.9,15.8,53.8,9.5
E00005353,25.2,20.9,42.7,11.1
E00005354,19.6,17.5,54.5,8.4
E00005355,18.9,12.6,60.5,7.9
E00005356,18.4,16.7,56.3,8.6
E00005357,24,13.9,51.4,10.6
E00005358,17.3,20.4,49.4,13
E00005359,28.4,17.4,43.9,10.3
E00005360,26.1,17.8,43.3,12.7
E00005361,20.2,23.3,43.4,13.2
E00005362,24.8,16.8,43,15.4
E00005363,32.7,14.3,37.4,15.6
E00005441,17.4,18.6,53.3,10.8
E00005442,25.8,17.4,42.7,14
E00005443,25.4,15.3,47.4,12
E00005451,23.9,18.4,45.3,12.4
E00005452,26.9,14.5,49.7,9
E00005455,22.7,12.2,57.6,7.4
E00005456,34.1,15.9,36.4,13.6
E00005457,25.4,13.4,55,6.2
E00005458,19.2,17.8,54.3,8.7
E00005459,15.1,15.1,62.8,7
E00005461,31.3,20.9,36.5,11.3
E00005462,15.6,16.1,63,5.2
E00005463,12,20.9,56.3,10.8
E00005465,37.9,13.7,39.8,8.7
E00005466,26.2,21.5,47.7,4.7
E00005467,19.9,14.9,56.4,8.8
E00005469,15.4,13.1,64.6,6.9
E00005470,20,15.4,53.3,11.3
E00005471,20,15.9,52.9,11.2
E00005472,13.8,14.3,60.8,11.1
E00005473,18.8,15.6,54.4,11.3
E00005474,25.3,17.2,40.8,16.7
E00005475,26,18,45,11
E00005476,16.8,16.2,57.8,9.2
E00005477,23.3,18.2,47,11.5
E00005478,32.5,17.2,33.7,16.6
E00005479,18.1,18.7,45.6,17.6
E00005489,22.4,13.7,52.2,11.8
E00005493,18.2,18.2,53.9,9.7
E00005494,20.5,11.2,57.1,11.2
E00005495,22.9,18.2,45.9,12.9
E00005498,24.6,15.3,48.1,12
E00005508,17,19.9,56.7,6.4
E00005511,24.5,8.6,61.9,5
E00005514,19.7,17.6,50.5,12.2
E00020563,22.4,18.1,42.2,17.2
E00020664,35.3,13.9,35.8,15
E00020667,25.5,15.2,31.5,27.9
E00020668,32.8,14.4,31.6,21.3
E00020669,25.6,17.3,41.7,15.5
E00020670,38,11.4,36.7,13.9
E00020671,30.6,15.7,34.3,19.4
E00155889,23,14.8,49.8,12.3
E00155890,20.8,13.5,59,6.7
E00155891,25.1,17.3,38.2,19.4
E00155892,31.8,14.2,31.8,22.3
E00155893,18.6,26.7,33.1,21.5
E00155894,23.4,13.7,42.1,20.8
E00155895,28.3,11.8,43.3,16.6
E00155896,34.4,14,34.4,17.2
E00155897,30.9,15.2,40,13.9
E00155898,26.4,13.5,44.9,15.2
E00155900,24.4,16.5,52,7.1
E00155901,22.7,14.8,52.3,10.2
E00155902,23,16.8,46,14.3
E00155904,15.7,14,57.9,12.4
E00155907,32.7,16.7,27.8,22.8
E00155909,22.4,12.6,45.3,19.7
E00157264,21.7,22.6,40.6,15.1
E00157265,22.2,18.1,52.7,7
E00157266,34,17.9,32.7,15.4
E00157267,29.3,13.2,33.9,23.6
E00157268,31.5,20.4,35.8,12.3
E00157270,17.2,18.3,54.4,10.1
E00157271,31.9,14.6,37.1,16.4
E00157272,27.8,19.8,31,21.4
E00157273,33.1,13,34.9,18.9
E00157274,27.2,17.8,31.7,23.3
E00157275,30.4,18.4,37.3,13.9
E00157334,30.4,17.8,37.3,14.5
E00157337,28.8,19.2,20,32
E00157341,27.5,24.2,39,9.3
E00157343,31.3,20.3,31.3,17.2
E00157344,30,21.2,31.2,17.6
E00157345,31.5,13,33.3,22.2
E00170396,29.5,14.8,43.6,12.1
E00170397,20.3,16.7,52.2,10.9
E00170398,24.8,20.3,39.1,15.8
E00170399,25.4,17.9,42.2,14.5
E00170400,23.4,15.3,41.6,19.7
E00170402,20.2,17.5,57.9,4.4
E00170418,19.7,23.2,47.9,9.2
E00170419,27.3,14.8,49.2,8.7
E00170420,30.5,16.2,40.1,13.2
E00170423,33.7,18.3,33.7,14.4
E00170424,38.4,16.4,27.7,17.6
E00174946,32.1,17.9,41.1,8.9
E00174955,15.7,15.7,57.3,11.2
E00174956,19.3,22.9,47.9,10
E00180962,9.8,16.5,66.5,7.2
E00180969,26.4,24,36.8,12.8
E00180974,20.7,20.7,44.8,13.8
E00180986,29.7,16.1,39.8,14.4
E00180997,23.6,21.7,46.2,8.5
E00181009,14,18.7,63.2,4
E00181010,26.7,15.1,54.7,3.5
E00181015,23.7,16.4,49.2,10.7
E00181026,17.5,19.9,55,7.6
E00181029,11.9,15,65.9,7.1
E00181031,24.6,21.1,43.9,10.5
E00181039,20.6,14.4,52.6,12.4
