areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00082123,2,49.7,48.3
E00082124,6.7,26.9,66.3
E00082125,3.2,35.6,61.2
E00082126,5.2,25.2,69.6
E00082127,5.2,25.9,69
E00082130,1.8,34.3,63.9
E00082188,3.4,24.8,71.8
E00082189,3.8,23.5,72.7
E00082190,7,19.6,73.4
E00082191,1.4,18.9,79.7
E00082192,3.6,20.3,76.1
E00082281,6,32.2,61.7
E00082282,2.3,11.3,86.5
E00082283,4.8,23.2,72
E00082284,8,16.1,75.9
E00082285,6.3,17.3,76.4
E00082286,0.8,13.6,85.6
E00082287,4.4,14.1,81.5
E00082288,6.7,18.3,75
E00082289,5.5,23.3,71.2
E00082290,6.7,25,68.3
E00082291,4.1,19.6,76.3
E00082292,2.2,19,78.8
E00082293,3.1,23.3,73.6
E00082294,0.7,20.9,78.4
E00082295,4.1,28.1,67.8
E00082296,5,20.8,74.2
E00082297,5.4,18.8,75.8
E00082298,4.8,29,66.2
E00082299,3.8,21.5,74.6
E00082302,5.6,23.4,71
E00082303,3.3,22.5,74.2
E00082306,5.1,19.9,75
E00082307,7,16.4,76.6
E00082308,9.2,34.2,56.7
E00082309,4.9,26.8,68.3
E00082310,2.8,40,57.2
E00082311,8.3,31.7,60
E00082312,2.5,56.3,41.2
E00082313,7.5,15,77.6
E00082314,2.3,32.8,64.8
E00082336,5,26.1,68.9
E00082371,1.8,37.5,60.7
E00082372,3.2,29.8,66.9
E00082373,6,35.1,58.9
E00082374,8.9,20.5,70.5
E00082376,0.7,16.1,83.2
E00082378,6.6,32.2,61.2
E00082379,3.2,31.1,65.8
E00082380,2.1,24.8,73
E00082381,1.5,40,58.5
E00082382,3.8,33.7,62.5
E00082383,6.8,26.2,67
E00082384,5,24.4,70.6
E00082392,4.3,34.1,61.6
E00082401,1.8,21.6,76.6
E00082402,7.9,46.1,46.1
E00082403,12.4,24.8,62.7
E00082404,7.1,36,56.9
E00082435,5.1,45.7,49.3
E00082436,2.9,24.3,72.9
E00082438,3.9,22,74
E00082439,2.3,21.5,76.2
E00082440,3.2,22.4,74.4
E00082441,4.1,54.5,41.5
E00082442,2,28.7,69.3
E00082444,7,25.8,67.2
E00082445,0.8,11.8,87.4
E00082446,7.8,17.1,75.2
E00082447,1.8,24.6,73.7
E00082448,7.6,31,61.4
E00082449,3,22,75
E00082450,0.8,32,67.2
E00082451,5.4,22.1,72.5
E00082452,5.3,30.5,64.1
E00082479,6.3,25.8,68
E00082482,5.8,15.8,78.4
E00082485,2.2,24.3,73.5
E00082496,8,27.4,64.6
E00082497,5.3,41.2,53.5
E00082498,4.1,33.3,62.6
E00082499,4.7,43.3,52
E00082500,4,28.9,67.1
E00082501,3.2,34.4,62.4
E00082502,0,17.3,82.7
E00082519,3.9,15.7,80.3
E00082520,0.8,22.1,77
E00082524,5.8,24.3,69.9
E00082527,4.9,25.4,69.7
E00082529,3.9,25.2,70.9
E00082530,3.5,22.6,73.9
E00082564,8.3,52.7,39.1
E00082565,5.4,48.8,45.8
E00082573,3.6,76.6,19.8
E00082577,9.6,26.4,64
E00082578,6.4,31.8,61.8
E00082579,3.3,35.1,61.6
E00082580,6.2,28.7,65.1
E00114244,2.2,43.8,54
E00114253,1.8,34.5,63.7
E00114254,1.7,42.7,55.6
E00114255,2.6,32.2,65.2
E00114256,0.9,27.7,71.4
E00114258,1.5,24.1,74.5
E00114259,0.8,14,85.1
E00114266,9,29.1,61.9
E00114267,4.8,23.7,71.5
E00114268,5,27.7,67.3
E00114269,6.9,16.8,76.2
E00114270,4,30.4,65.6
E00114271,3.1,18,78.9
E00114272,5.8,22.5,71.7
E00114273,5,18.2,76.9
E00114274,7.6,24.1,68.2
E00114275,2.6,43,54.4
E00114276,7.3,20.2,72.6
E00114277,3.7,41.3,55
E00114278,4.6,23.8,71.5
E00114279,9.5,22.2,68.3
E00114280,6.8,26.7,66.4
E00114281,10.7,21.3,68
E00114282,8.9,20.3,70.7
E00114283,4.7,21.6,73.6
E00114284,9.3,20.3,70.3
E00114285,7.2,32.4,60.4
E00114287,6.5,22.2,71.3
E00114288,2.9,21.7,75.4
E00114289,3.7,43.5,52.8
E00114290,4.1,36.9,59
E00114291,5.5,43,51.6
E00114292,3.5,31.6,64.9
E00114293,2.4,56.9,40.7
E00114294,5.7,28.5,65.9
E00114295,3.8,33.3,62.9
E00114296,7.1,15.2,77.8
E00114297,6.4,18.4,75.2
E00114298,4.5,25,70.5
E00114299,4.4,46.7,48.9
E00114300,17.2,18.9,63.9
E00114301,3.9,31.5,64.6
E00114302,7.5,18.7,73.9
E00114303,7.8,40.6,51.6
E00114304,4,23,73
E00114305,10.3,34.1,55.6
E00114306,15.5,15.5,69.1
E00114307,6.4,21.4,72.1
E00114308,9.6,26.7,63.7
E00114309,5.8,53.3,40.8
E00114310,11.6,28.3,60.1
E00114311,3.4,56.4,40.2
E00114312,2.1,47.9,50
E00114313,15.1,30.3,54.6
E00114314,16.1,30.5,53.4
E00114315,7.8,22,70.2
E00114316,11.8,27.1,61.2
E00114317,9.2,37.4,53.4
E00114318,21.7,19.6,58.7
E00114319,11.2,20.8,68
E00114322,14.2,41.7,44.1
E00114323,9.6,29.6,60.7
E00114324,7.5,29.9,62.7
E00114325,10.3,19,70.6
E00114326,14.4,24.3,61.3
E00114327,8.4,27.1,64.5
E00114328,14,22.3,63.6
E00114329,11.9,20.1,67.9
E00114330,6.9,16.8,76.3
E00114331,11.8,23.6,64.5
E00114333,9.2,16.5,74.3
E00114334,8.8,15.4,75.7
E00114335,6.6,30.2,63.2
E00114336,9.8,23,67.2
E00114337,9.6,20.9,69.6
E00114338,4,33.3,62.7
E00114339,9.8,32.5,57.7
E00114340,6.4,25.4,68.2
E00114341,5,25.2,69.7
E00114342,5.7,16.2,78.1
E00114343,8.8,21.9,69.3
E00114344,5.4,16.9,77.7
E00114345,6.5,26.9,66.7
E00114346,5.3,17.5,77.2
E00114347,6.2,19.5,74.3
E00114348,9,20.5,70.5
E00114349,0,18,82
E00114350,5.2,21.6,73.3
E00114354,6.8,27.7,65.5
E00114355,0.7,19.3,80
E00114357,3.9,18.1,78
E00114359,1.6,16.4,82
E00114360,4.9,26.2,68.9
E00114366,8,11.6,80.4
E00114367,1.6,16.4,82
E00114368,6.9,25.9,67.2
E00114369,7.3,36.6,56.1
E00114372,5.4,36.3,58.3
E00114374,6,23.1,70.9
E00114377,2.4,29.9,67.7
E00114379,3.6,36,60.4
E00114380,3.3,26.7,70
E00114381,4.8,24.8,70.4
E00114382,1.6,27.1,71.3
E00114383,4.8,17.5,77.8
E00114384,3.5,16.2,80.3
E00114385,0.7,33.3,65.9
E00114389,2.4,20,77.6
E00114392,1,31.4,67.6
E00114393,0.9,27.8,71.3
E00114394,2.1,13.9,84
E00114395,4.5,16.8,78.7
E00114396,6.7,26.7,66.7
E00114397,3.7,17.8,78.5
E00114398,0,20.5,79.5
E00114399,5.6,27,67.5
E00114401,3,17.8,79.3
E00114403,8.7,35.5,55.7
E00114404,11,26,63
E00114406,9.1,34.8,56.1
E00114407,6.9,39.2,53.8
E00114409,11.8,24.4,63.8
E00114410,12.8,24.8,62.4
E00114411,8.5,42.6,48.9
E00114412,1.1,39.5,59.3
E00114413,7.2,27.5,65.2
