areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00082123,71.3,2.5,26.2
E00082124,86.2,3.4,10.4
E00082125,81,5.3,13.7
E00082126,76.9,3.6,19.5
E00082127,90.9,2.9,6.2
E00082130,81.8,3,15.2
E00082188,91.5,2.7,5.8
E00082189,89.2,4.4,6.4
E00082190,89.6,5.2,5.2
E00082191,89.7,1.1,9.2
E00082192,84.1,8.5,7.4
E00082281,84.7,4.5,10.8
E00082282,90.9,3.7,5.4
E00082283,84.4,1.7,14
E00082284,67.2,6.4,26.4
E00082285,80.8,4.1,15.2
E00082286,84.2,5.1,10.6
E00082287,85.9,4,10.1
E00082288,79.1,9.4,11.5
E00082289,86.2,8.1,5.7
E00082290,80.8,7.3,11.9
E00082291,76,7.4,16.6
E00082292,88.2,4.9,6.9
E00082293,84.5,3.6,12
E00082294,92.4,0.9,6.7
E00082295,78.1,8.2,13.7
E00082296,95,3.3,1.8
E00082297,84.8,5.7,9.4
E00082298,84.8,6.3,8.9
E00082299,84.4,6.5,9.1
E00082302,81.3,8.2,10.5
E00082303,84.9,4.9,10.2
E00082306,81.1,10.8,8
E00082307,78.7,8.1,13.2
E00082308,53.4,10.9,35.7
E00082309,86.4,9,4.7
E00082310,75.9,12.2,11.9
E00082311,66.6,6.7,26.7
E00082312,60.2,6.3,33.5
E00082313,63.8,7.5,28.7
E00082314,68.9,8.7,22.4
E00082336,89.1,3.4,7.5
E00082371,74.2,19,6.7
E00082372,87.3,6.5,6.2
E00082373,78.4,9.1,12.6
E00082374,85.6,4.4,10.1
E00082376,93.5,2.6,3.8
E00082378,73,4,23
E00082379,91.1,2.2,6.7
E00082380,92.3,3,4.7
E00082381,81.2,2.9,15.9
E00082382,80.4,2,17.6
E00082383,84.1,4.9,11
E00082384,90.3,2.2,7.5
E00082392,78.2,7.9,13.9
E00082401,86.9,4.9,8.2
E00082402,69,24.6,6.4
E00082403,57.7,9.6,32.7
E00082404,56.1,29.4,14.5
E00082435,82.3,11.3,6.4
E00082436,88,3.9,8.1
E00082438,87.9,7.5,4.6
E00082439,88.8,3.9,7.3
E00082440,83.2,4.3,12.5
E00082441,61.2,12.8,26
E00082442,83.4,9.3,7.2
E00082444,85.1,5.1,9.8
E00082445,81.9,5.2,12.9
