geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00130100,15.8,34.2,6.5,40.2,3.3
E00130101,15.9,33.5,3.9,45.9,0.9
E00130104,21.9,35.5,7.9,32,2.6
E00130107,12,41.1,3.4,43.6,0
E00130108,10.5,37.9,5.3,43.7,2.6
E00130109,11.5,34.8,5.9,45.6,2.2
E00130110,24.3,34.1,7.1,33.2,1.3
E00130111,20,36.3,6.5,35.3,1.9
E00130339,12.5,41.8,8.4,35.5,1.7
E00130340,13.8,32.5,7.5,45.8,0.4
E00131011,21.5,39.3,4.2,33.2,1.9
E00131013,19.6,48.4,7.1,22.7,2.2
E00131014,11.6,53.3,8.5,24.7,1.9
E00131015,26.2,37.3,4.4,28,4
E00131016,22.1,45.6,4.6,24.6,3.2
E00131017,26.9,42.9,11,16,3.2
E00131018,16.5,46.1,8.6,27.2,1.6
E00131019,23.1,41.2,8.3,25.5,1.9
E00131020,13.1,49.2,6,31.7,0
E00131021,16.7,40.8,6.1,32.7,3.7
E00131022,19.4,41.4,6.3,31.4,1.6
E00131023,8.8,43,9.6,36,2.6
E00131024,41.6,29.2,9.7,15,4.4
E00131103,13.8,31.4,6.9,46.8,1.1
E00131105,22.2,34.5,4.7,38,0.6
E00131107,23.4,27.6,7.3,37.5,4.2
E00131109,14.6,35.7,6.1,40.4,3.3
E00131111,10.5,31.2,6.3,48.9,3
E00131146,20,33.6,6,37.9,2.6
E00131151,20.6,39,8.3,27.5,4.6
E00131152,19.9,41.7,6.8,28.6,3
E00131153,28,30.9,11.1,26.1,3.9
E00131154,42.4,40.8,2.7,12.5,1.6
E00131155,14.1,49.8,11.9,21.6,2.6
E00131160,27.9,36.5,7.7,25,2.9
E00131262,13.4,47.8,7.6,29.3,1.9
E00131263,19.6,39.3,8.4,30.8,1.9
E00131264,20.2,40.8,11.3,23.9,3.7
E00131265,25.9,38.8,6.5,24.7,4.2
E00131267,9.4,41.2,6.9,39.5,3
E00131268,10.2,50.3,10.7,26.6,2.3
E00131269,30,21.8,8.2,37.3,2.7
E00131270,24.7,32.6,10.1,22.5,10.1
E00131272,27.6,32.7,9.8,24.8,5.1
E00131273,25.9,37,6.5,26.9,3.7
E00131274,23.1,38.9,7.7,25.3,5
E00131275,13.3,38.6,10,36.1,2.1
E00131276,16.4,39.1,6.4,35.5,2.7
E00131277,26.4,34.6,7.5,26.4,5
E00131278,19.4,41.9,4.9,31,2.8
E00131279,10.2,48.3,8.1,32.2,1.3
E00131280,12.3,42.7,5.3,38,1.7
E00131281,23.6,45.1,7.3,21,3
E00131283,9,35.3,5.4,47.1,3.2
E00131284,23.5,31.1,5.1,37.8,2.6
E00131285,11.2,39.1,8.6,38.6,2.6
E00131286,10.3,39.9,5.4,40.7,3.6
E00131287,8.9,40,5.8,42.7,2.7
