areacd,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00073344,81.8,18.2,0
E00073348,76.1,23.9,0
E00073598,24.3,75.7,0
E00073599,91.5,7.6,0.8
E00073600,83.5,16.5,0
E00073601,53.7,46.3,0
E00073602,63.1,36.9,0
E00073604,88.3,10.9,0.7
E00073606,99.3,0.7,0
E00073614,79.6,20.4,0
E00073615,89.7,10.3,0
E00073616,96.1,3.9,0
E00073620,96.9,3.1,0
E00073622,63.5,36.5,0
E00073624,58.9,41.1,0
E00073625,97.7,1.6,0.8
E00073626,61.6,38.4,0
E00073627,60.5,35.5,4
E00073629,92.5,7.5,0
E00073630,36.7,63.3,0
E00073631,97.5,2.5,0
E00073632,77.8,22.2,0
E00073633,95,5,0
E00073634,40.1,59.9,0
E00073635,82.3,17.7,0
E00073672,96.5,3.5,0
E00073673,64.5,35.5,0
E00073674,76.5,23.5,0
E00073675,99.1,0.9,0
E00073676,93.6,6.4,0
E00073677,60,40,0
E00073678,33.3,66.7,0
E00073679,59.3,40.7,0
E00073680,11.5,88.5,0
E00073681,96.3,3.7,0
E00073682,76.7,23.3,0
E00073683,72.1,27.9,0
E00073684,67.5,32.5,0
E00073685,71.1,28.9,0
E00073688,58.7,41.3,0
E00073689,86.4,13.6,0
E00073690,95.9,4.1,0
E00073691,89.9,10.1,0
E00073692,75.8,24.2,0
E00073693,49,51,0
E00073695,97.6,2.4,0
E00073696,83.6,15.6,0.8
E00073697,78.8,21.2,0
E00073698,44.2,55.8,0
E00073699,68.2,31.8,0
E00073700,58.5,41.5,0
E00073701,99.1,0.9,0
E00073702,78.4,21.6,0
E00073703,55,39.2,5.8
E00073704,87.2,0.8,12
E00073705,91.9,7.4,0.7
E00073706,76.3,23.7,0
E00073707,74.2,25.8,0
E00073708,85.7,13.6,0.6
E00073852,73.8,26.2,0
E00073853,96,4,0
E00073854,89.5,10.5,0
E00073855,51.5,48.5,0
E00073856,96.8,3.2,0
E00073857,73.9,26.1,0
