geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00067231,23.9,42.8,13.9,19.4
E00067233,25.8,46.2,15.1,12.9
E00067234,35.2,43.7,12.7,8.5
E00067235,37.7,42.1,11.4,8.8
E00067236,28.3,53.5,7.9,10.2
E00067237,20.2,49.6,12.4,17.8
E00067238,30.9,43.6,12.1,13.4
E00067239,23.8,27.8,19.8,28.6
E00067240,18.2,38.6,18.9,24.2
E00067242,35.2,33.1,11.7,20
E00067244,24,49.4,17.5,9.1
E00067245,39.8,35.3,17.3,7.5
E00067246,22.3,46.6,17.6,13.5
E00067248,23.8,37.6,13.2,25.4
E00067249,31.3,40.3,15.3,13.2
E00067250,11.6,44.2,23.3,20.9
E00067251,23.7,46.7,13.3,16.3
E00067252,19.6,47.1,17.4,15.9
E00067253,10,32.3,22.3,35.4
E00067254,17.5,48.3,17.5,16.7
E00067255,32.1,40.7,16,11.1
E00067256,38.7,38.7,9.9,12.7
E00067257,35,48.6,8.6,7.9
E00067258,16.1,42.5,17.2,24.1
E00067259,38,40.3,11.6,10.1
E00067260,34.1,37.7,17.4,10.9
E00067261,43.2,41,2.2,13.7
E00067262,21.1,59.4,5.5,14.1
E00067263,18.7,51.8,16.9,12.7
E00067266,23.6,48.6,16.7,11.1
E00067267,20.4,48.2,16.8,14.6
E00067268,26.9,48.7,13.4,10.9
E00067269,21.7,48.8,14,15.5
E00067270,26.7,45.7,12.4,15.2
E00067271,45.2,38.3,9.6,7
E00067272,22.5,57.5,9.2,10.8
E00134042,32.6,32.6,14,20.9
E00134043,29,41.9,12.4,16.7
E00134044,20,46.7,16.7,16.7
E00134045,20,42.2,22.2,15.6
E00134046,28.7,45.3,14.4,11.6
E00134047,17.7,64.5,17.7,0
E00134048,30.1,39.2,16.8,14
E00134049,37.9,31.1,12.6,18.4
E00134050,23.6,40.7,16.4,19.3
E00134051,14.9,48.9,23.4,12.8
E00134053,19.1,48.6,15.8,16.4
E00134054,20.7,42.7,19.5,17.1
E00134055,17,51.8,12.8,18.4
E00134056,30.2,43.8,11.5,14.6
E00134057,24.3,46.7,10.3,18.7
E00134058,18.8,49.5,18.8,12.9
E00134059,29.6,42.3,14.8,13.4
E00134060,20.7,41.4,19.8,18
E00134061,23.6,43.9,17.6,14.9
E00134067,29,43.5,14,13.6
E00134086,24.1,42,16.1,17.8
E00134088,29.2,39.8,14,17
E00134089,40.9,37,11,11
E00134090,35.8,47.7,8.3,8.3
E00134091,22.4,46.3,12.7,18.7
E00134092,29.8,41.1,14.6,14.6
E00134093,26.1,38.7,14.3,21
E00134129,27,37,19,17
E00134130,15.6,49.2,18.9,16.4
E00134131,31.1,40.2,11.5,17.2
E00134132,21.7,41.4,14,22.9
E00134133,30.6,45.6,12.9,10.9
E00134140,18.6,45.8,23.7,11.9
E00134141,33.3,37.9,12.1,16.7
E00134143,24.3,47.1,11.8,16.9
E00134144,28.6,44.4,10.1,16.9
E00134145,18,50.4,16.5,15.1
E00134146,42.9,37.3,11.9,7.9
E00134147,17.8,37.9,20.1,24.3
E00134149,24.2,46.4,16.3,13.1
E00134150,19.5,44.9,18.6,16.9
E00134151,20.2,51.6,12.1,16.1
E00134157,28.2,41,15.4,15.4
E00134158,26.1,46.8,15.3,11.7
E00134183,25.6,46.2,14.7,13.5
E00134184,28.6,40.3,15.6,15.6
E00134185,26.8,43.9,11.6,17.7
E00134186,23.7,43.8,18.9,13.6
E00134187,31.8,37.4,16.8,14
E00134188,23.8,52.4,10.2,13.6
E00134189,28.7,48.8,12.4,10.1
E00134190,22.2,41.5,16.9,19.3
E00134192,19.1,41.6,23.6,15.7
E00134193,24.3,46,14.9,14.9
E00134207,24.4,41,17.9,16.7
E00172858,30.6,39.6,12.6,17.1
E00172864,18.5,41.2,16.8,23.5
E00185296,46.7,31.7,15,6.7
E00185340,26.9,32.6,22.3,18.1
E00189229,16.5,37.1,20.6,25.9
E00189303,32.5,39.8,13.8,13.8
