geography_code,in_full_time_education-001,in_full_time_education-002
E00067231,13.8,86.2
E00067233,15.1,84.9
E00067234,16.1,83.9
E00067235,7.1,92.9
E00067236,9.1,90.9
E00067237,12.8,87.2
E00067238,11.1,88.9
E00067239,25.8,74.2
E00067240,23,77
E00067242,17.2,82.8
E00067244,9.2,90.8
E00067245,13.2,86.8
E00067246,16.1,83.9
E00067248,22.6,77.4
E00067249,12.9,87.1
E00067250,14.8,85.2
E00067251,14,86
E00067252,14.4,85.6
E00067253,24,76
E00067254,16.8,83.2
E00067255,9.8,90.2
E00067256,14.8,85.2
E00067257,9.5,90.5
E00067258,17.4,82.6
E00067259,5.9,94.1
E00067260,11.4,88.6
E00067261,13.1,86.9
E00067262,13.9,86.1
E00067263,12.3,87.7
E00067266,10.6,89.4
E00067267,14.9,85.1
E00067268,15.2,84.8
E00067269,13.6,86.4
E00067270,11.6,88.4
E00067271,13,87
E00067272,8.9,91.1
E00134042,19,81
E00134043,14.2,85.8
E00134044,17.5,82.5
E00134045,12.9,87.1
E00134046,13.2,86.8
E00134047,4.9,95.1
E00134048,13.9,86.1
E00134049,25.1,74.9
E00134050,21.5,78.5
E00134051,9.3,90.7
E00134053,15.7,84.3
E00134054,14.9,85.1
E00134055,12.5,87.5
E00134056,19.9,80.1
E00134057,17,83
E00134058,15.2,84.8
E00134059,10.3,89.7
E00134060,18.4,81.6
E00134061,12,88
E00134067,11.7,88.3
E00134086,14.9,85.1
E00134088,14.3,85.7
E00134089,13.7,86.3
E00134090,8.8,91.2
E00134091,18.9,81.1
E00134092,13.6,86.4
E00134093,12.4,87.6
E00134129,19,81
E00134130,13.4,86.6
E00134131,16.6,83.4
E00134132,18.9,81.1
E00134133,13.2,86.8
E00134140,15.8,84.2
E00134141,14.2,85.8
E00134143,18.9,81.1
E00134144,16.6,83.4
E00134145,15.5,84.5
E00134146,10.4,89.6
E00134147,21.9,78.1
E00134149,15.2,84.8
E00134150,14.3,85.7
E00134151,16.5,83.5
E00134157,12.5,87.5
E00134158,12.3,87.7
E00134183,13.9,86.1
E00134184,12.9,87.1
E00134185,14.4,85.6
E00134186,15.1,84.9
E00134187,13.4,86.6
E00134188,13,87
E00134189,13.6,86.4
E00134190,15.1,84.9
E00134192,17.5,82.5
E00134193,19.3,80.7
E00134207,18.7,81.3
E00172858,19.4,80.6
E00172864,15.6,84.4
E00185296,14.6,85.4
E00185340,20.7,79.3
E00189229,23.4,76.6
E00189303,14.9,85.1
