geography_code,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00067231,83.9,0.5,15.6
E00067233,82.5,1.2,16.3
E00067234,81,0.7,18.3
E00067235,61.8,0.5,37.8
E00067236,78.9,1.5,19.5
E00067237,84.3,0.3,15.4
E00067238,83,3.2,13.9
E00067239,55.5,2.3,42.2
E00067240,82.1,2.6,15.3
E00067242,68,2.5,29.5
E00067244,82.1,0.3,17.6
E00067245,73.9,0,26.1
E00067246,84.5,1.2,14.2
E00067248,78.6,2.7,18.7
E00067249,83.6,1.6,14.8
E00067250,82.4,3.7,13.9
E00067251,83.7,0.7,15.6
E00067252,86.6,1.6,11.9
E00067253,93.1,1.6,5.3
E00067254,75.8,2.5,21.8
E00067255,79.1,0.5,20.3
E00067256,80.6,0.4,19.1
E00067257,81.4,0.4,18.2
E00067258,89.2,2.3,8.6
E00067259,88.1,0.8,11.1
E00067260,79.7,3.4,16.9
E00067261,71.3,5.5,23.3
E00067262,82.5,1.5,16.1
E00067263,77,1,22
E00067266,85.7,1.9,12.4
E00067267,87.8,1.8,10.4
E00067268,85.2,0.4,14.4
E00067269,91.5,0.4,8.2
E00067270,77.1,0,22.9
E00067271,68,1.8,30.2
E00067272,76.5,0.3,23.2
E00134042,76.4,3.6,20
E00134043,73.8,1.9,24.2
E00134044,86.9,0.8,12.3
E00134045,83.5,1.9,14.6
E00134046,75.2,3.6,21.2
E00134047,90.3,0.8,8.9
E00134048,69.1,3.5,27.3
E00134049,53.6,3.4,43
E00134050,69.6,3.5,26.9
E00134051,77.5,0,22.5
E00134053,87.9,0.9,11.2
E00134054,85.8,0.5,13.7
E00134055,84.5,1.2,14.3
E00134056,68.1,0.5,31.5
E00134057,80.3,0.4,19.3
E00134058,86.3,0.9,12.9
E00134059,81.3,0.3,18.4
E00134060,71.9,1.1,27
E00134061,78.5,1.8,19.7
E00134067,83.2,1.1,15.7
E00134086,78.7,0,21.3
E00134088,81.7,1,17.2
E00134089,79.3,1.3,19.4
E00134090,72.5,4.3,23.2
E00134091,77.5,3.1,19.4
E00134092,79.8,2.9,17.3
E00134093,75.5,1.4,23
E00134129,85.2,0.4,14.3
E00134130,77,1.9,21
E00134131,77.1,1.8,21.1
E00134132,81.4,4.2,14.4
E00134133,87.4,1,11.6
E00134140,80,0.7,19.3
E00134141,85.1,1,13.9
E00134143,80.3,1.3,18.4
E00134144,84.7,3.4,12
E00134145,85.4,0.3,14.3
E00134146,72,1.9,26.1
E00134147,91.1,1.1,7.7
E00134149,81.6,0.9,17.5
E00134150,79.8,0.6,19.6
E00134151,82.7,1.7,15.6
E00134157,69.2,2,28.8
E00134158,82.2,1.2,16.6
E00134183,80.8,0.3,18.9
E00134184,78.5,2.6,18.9
E00134185,80.7,3.7,15.6
E00134186,77.9,2.9,19.2
E00134187,78,0.9,21.1
E00134188,81.8,0,18.2
E00134189,70.8,0.4,28.8
E00134190,84.5,0.8,14.7
E00134192,86.9,0.5,12.7
E00134193,69,2.5,28.5
E00134207,64.6,0.6,34.8
E00172858,74.3,1.6,24.1
E00172864,89,1.3,9.7
E00185296,77.9,0,22.1
E00185340,84.7,1.3,14
E00189229,84.5,3.1,12.3
E00189303,75.6,3.7,20.7
