geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00067231,99.3,0.7
E00067233,97.4,2.6
E00067234,97.2,2.8
E00067235,98.6,1.4
E00067236,95.8,4.2
E00067237,98.1,1.9
E00067238,94.6,5.4
E00067239,95.6,4.4
E00067240,97.1,2.9
E00067242,94.6,5.4
E00067244,96.1,3.9
E00067245,97.3,2.7
E00067246,95.5,4.5
E00067248,95.4,4.6
E00067249,93.8,6.2
E00067250,94.4,5.6
E00067251,97.7,2.3
E00067252,95.9,4.1
E00067253,96.3,3.7
E00067254,96.9,3.1
E00067255,95.6,4.4
E00067256,97.2,2.8
E00067257,98.1,1.9
E00067258,95.5,4.5
E00067259,98,2
E00067260,95.9,4.1
E00067261,93.1,6.9
E00067262,95.3,4.7
E00067263,96.6,3.4
E00067266,93.8,6.3
E00067267,95.7,4.3
E00067268,95.6,4.4
E00067269,96.8,3.2
E00067270,99.2,0.8
E00067271,96.4,3.6
E00067272,96.5,3.5
E00134042,94.5,5.5
E00134043,96.1,3.9
E00134044,95.4,4.6
E00134045,94.2,5.8
E00134046,95.6,4.4
E00134047,96.7,3.3
E00134048,95.2,4.8
E00134049,94.4,5.6
E00134050,93.5,6.5
E00134051,92,8
E00134053,95.8,4.2
E00134054,97,3
E00134055,96.6,3.4
E00134056,98.1,1.9
E00134057,99.2,0.8
E00134058,96.2,3.8
E00134059,98.7,1.3
E00134060,98.9,1.1
E00134061,95.5,4.5
E00134067,97.4,2.6
E00134086,97.3,2.7
E00134088,97.2,2.8
E00134089,97,3
E00134090,92.9,7.1
E00134091,93.1,6.9
E00134092,94.1,5.9
E00134093,97.1,2.9
E00134129,95.7,4.3
E00134130,95.2,4.8
E00134131,96.4,3.6
E00134132,93.8,6.2
E00134133,98,2
E00134140,96.5,3.5
E00134141,95.4,4.6
E00134143,96.2,3.8
E00134144,94.5,5.5
E00134145,96.9,3.1
E00134146,94.3,5.7
E00134147,96.6,3.4
E00134149,97.9,2.1
E00134150,94.3,5.7
E00134151,96.9,3.1
E00134157,96,4
E00134158,97.6,2.4
E00134183,97.4,2.6
E00134184,95.5,4.5
E00134185,93.7,6.3
E00134186,95.3,4.7
E00134187,98.3,1.7
E00134188,98.8,1.2
E00134189,97.8,2.2
E00134190,94.5,5.5
E00134192,95.9,4.1
E00134193,94.8,5.2
E00134207,98.9,1.1
E00172858,94.4,5.6
E00172864,98,2
E00185296,99.1,0.9
E00185340,97.8,2.2
E00189229,94.2,5.8
E00189303,95.2,4.8
