geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00067231,6.7,23.9,69.4
E00067233,2.7,25.7,71.7
E00067234,2.9,34.8,62.3
E00067235,4.4,38.9,56.6
E00067236,3.1,28.1,68.8
E00067237,0.8,20.6,78.6
E00067238,4.6,30.3,65.1
E00067239,4,24,72
E00067240,3,18,78.9
E00067242,2.1,35.9,62
E00067244,0.7,24.2,75.2
E00067245,2.2,39.6,58.2
E00067246,4.1,21.8,74.1
E00067248,5.3,23.7,71.1
E00067249,2.8,31.9,65.2
E00067250,7.1,11.9,81
E00067251,0.7,23.7,75.6
E00067252,1.5,20.7,77.8
E00067253,3.8,10.8,85.4
E00067254,1.6,17.2,81.1
E00067255,6.3,31.6,62
E00067256,2.1,38.7,59.2
E00067257,0,35.5,64.5
E00067258,2.2,17.4,80.3
E00067259,0,37.7,62.3
E00067260,6.3,34.5,59.2
E00067261,2.1,43,54.9
E00067262,0.8,21.1,78.1
E00067263,3.6,19.6,76.8
E00067266,5.3,23.7,71.1
E00067267,3.6,20,76.4
E00067268,0,26.9,73.1
E00067269,2.4,22.2,75.4
E00067270,1.9,26.7,71.4
E00067271,1.7,44.1,54.2
E00067272,0.8,21.2,78
E00134042,13.3,31.1,55.6
E00134043,3.3,28.9,67.8
E00134044,0,21.8,78.2
E00134045,7.1,21.4,71.4
E00134046,3.9,28.7,67.4
E00134047,1.6,18,80.3
E00134048,0,29.2,70.8
E00134049,8,39,53
E00134050,4.9,22.5,72.5
E00134051,10.9,15.2,73.9
E00134053,3.8,19.9,76.3
E00134054,8.2,23.5,68.2
E00134055,7.3,17.5,75.2
E00134056,4.2,30.2,65.6
E00134057,3.6,26.8,69.6
E00134058,5.9,18.6,75.5
E00134059,7,28.9,64.1
E00134060,5.4,20.7,73.9
E00134061,4,23.5,72.5
E00134067,5.1,28.8,66
E00134086,5.7,24,70.3
E00134088,7,29.1,64
E00134089,0,41.6,58.4
E00134090,0.9,35.5,63.6
E00134091,6.9,22.9,70.2
E00134092,4.8,29.9,65.3
E00134093,7.5,25.8,66.7
E00134129,3,27,70
E00134130,2.5,14.8,82.8
E00134131,5.7,33.3,61
E00134132,6.7,20.6,72.7
E00134133,0.7,29.9,69.4
E00134140,7.1,19.6,73.2
E00134141,5.2,32.6,62.2
E00134143,4.4,25.7,69.9
E00134144,1.1,27,71.9
E00134145,3.6,18.1,78.3
E00134146,3.3,43.9,52.8
E00134147,2.4,17.1,80.6
E00134149,3.9,24.3,71.7
E00134150,2.5,19.5,78
E00134151,2.4,20.8,76.8
E00134157,5.1,28,66.9
E00134158,6.4,26.4,67.3
E00134183,0.6,23.4,76
E00134184,5.7,28.8,65.5
E00134185,8.4,26.5,65.1
E00134186,1.8,24.3,74
E00134187,4.6,31.2,64.2
E00134188,4.6,23,72.4
E00134189,2.4,29.9,67.7
E00134190,4.8,22.1,73.1
E00134192,4.5,19.1,76.4
E00134193,7.7,24.2,68.1
E00134207,1.3,25.3,73.3
E00172858,6.4,30.9,62.7
E00172864,4.2,20,75.8
E00185296,1.6,45.9,52.5
E00185340,4.7,26.6,68.8
E00189229,2.9,16.4,80.7
E00189303,10.2,31.5,58.3
