areacd,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00075937,16,65.5,18.5
E00075938,8.2,78.6,13.3
E00075939,9,77,14
E00075940,6.1,70.4,23.5
E00075941,15.7,71.1,13.3
E00075942,11.8,73.6,14.5
E00075943,9.8,68.6,21.6
E00075944,13.2,70.2,16.7
E00075945,10.3,67.3,22.4
E00075946,6.4,66,27.6
E00075947,7.5,69.2,23.3
E00075948,39.4,45.7,14.9
E00075949,34.8,43.2,22
E00075950,19.7,59.1,21.2
E00075951,28.2,53.5,18.3
E00075952,28.4,48.9,22.7
E00075953,26.4,47.3,26.4
E00075954,36.7,40.3,23
E00075955,30,38.5,31.6
E00075956,8.5,72.3,19.1
E00075957,9.2,81.7,9.2
E00075958,12.1,72.5,15.4
E00075959,9.6,74.8,15.6
E00075960,5.8,81.6,12.6
E00075961,5.9,77.9,16.2
E00075962,9.9,76.5,13.6
E00075963,15.3,69.4,15.3
E00075964,13,67.4,19.6
E00075965,12,77.1,10.8
E00075966,15.4,61.5,23.1
E00075967,11.4,76.2,12.4
E00075968,6.7,73.1,20.2
E00075969,8,74.7,17.2
E00075970,8.3,78.6,13.1
E00075971,6.2,74.5,19.3
E00075972,16.1,64.4,19.5
E00075973,3.8,64.2,32.1
E00075974,7.8,77.7,14.6
E00075975,21.3,57.5,21.3
E00075976,10.8,52,37.3
E00075977,8.4,34.7,56.8
E00075978,9,67.2,23.9
E00075979,18.9,70.3,10.8
E00075980,10.8,58.8,30.4
E00075982,13.7,58.2,28.1
E00075983,5.2,61.9,32.8
E00075984,22.5,37.5,40
E00075985,9.3,54.2,36.4
E00075987,27.1,59.4,13.5
E00075988,8.9,62.4,28.7
E00075989,11.5,50.6,37.9
E00075991,8.4,57.1,34.5
E00075994,12.7,54.2,33.1
E00075995,13.9,56.4,29.7
E00075996,9.1,58.4,32.5
E00075997,6.6,63.7,29.7
E00075998,8.9,70,21.1
E00075999,11.6,53.7,34.7
E00076000,10.3,66.7,23.1
E00076001,8.4,54.2,37.4
E00076002,15.8,60.5,23.7
E00076003,14.7,47.7,37.6
E00076004,16,58,26.1
E00076005,10.7,61.3,28
E00076006,17.8,54.8,27.4
E00076007,7.9,61.9,30.2
E00076008,12.8,57,30.2
E00076009,11.9,54.8,33.3
E00076010,17.7,60.4,21.9
E00076011,17,56.8,26.1
E00076012,19.6,58.8,21.6
E00076013,15.4,63.1,21.5
E00076014,15.8,57.4,26.7
E00076015,9.9,67.2,22.9
E00076016,15.9,52.4,31.7
E00076017,19.8,62.6,17.6
E00076018,6.7,59,34.3
E00076019,9,63,28
E00076020,8,47.8,44.2
E00076021,19.5,46.9,33.6
E00076022,5.7,65.9,28.5
E00076023,20,62.4,17.6
E00076024,16.3,54.3,29.5
E00076025,12.5,58.3,29.2
E00076026,16.7,50,33.3
E00076027,39.7,43.1,17.2
E00076028,44.3,37.3,18.4
E00076029,25.5,46.2,28.3
E00076030,25.8,58.3,16
E00076031,31,56.7,12.3
E00076032,12.6,69,18.4
E00076033,27.4,41.8,30.8
E00076034,48.9,32,19.1
E00076035,42.2,42.9,14.9
E00076036,37.2,38.9,23.8
E00076037,38.9,41.6,19.5
E00076038,38.6,46.6,14.8
E00076039,37.7,40.7,21.6
E00076040,38.6,45,16.4
E00076041,42.5,46.7,10.8
E00076042,32.9,49.7,17.4
E00076043,5.4,66.1,28.6
E00076045,37.4,42.9,19.7
E00076047,37,46.8,16.2
E00076048,33.3,47.1,19.5
E00076050,26.9,54.5,18.6
E00076051,37.4,44.4,18.2
E00076052,36,49.1,14.9
E00076053,11,75,14
E00076054,4.5,57.6,37.9
E00076055,8.9,64.4,26.7
E00076056,7.8,63.5,28.7
E00076057,2.7,65.9,31.4
E00076058,5.2,72.2,22.7
E00076059,11.2,72.4,16.3
E00076060,13.4,48.2,38.4
E00076061,9.4,62.4,28.2
E00076062,10.9,59.7,29.4
E00076063,5.9,77.9,16.2
E00076064,20,57.6,22.4
E00076065,18.8,47.5,33.7
E00076066,9.7,71,19.4
E00076067,17.9,59.7,22.4
E00076068,15.1,50,34.9
E00076069,14.5,59.4,26.1
E00076070,9.5,57.1,33.3
E00076071,16.5,64.6,19
E00076072,12.5,69.2,18.3
E00076073,25.9,58,16
E00076074,7.4,64.9,27.7
E00076075,43.4,32.1,24.5
E00076076,38.6,37.3,24.1
E00076077,47.2,34,18.9
E00076078,22.3,54.5,23.2
E00076079,11.5,60.7,27.9
E00076080,15.1,57.5,27.4
E00076081,32,48.6,19.3
E00076082,27.4,59,13.7
E00076083,33.3,50.4,16.3
E00076084,10.3,63.6,26.2
E00076085,5.3,62.8,31.9
E00076086,10,67.5,22.5
E00076087,10.8,58.1,31.2
E00076088,17.1,53.3,29.5
E00076089,17.7,57,25.3
E00076090,12.8,66.3,20.9
E00076091,13.7,38.9,47.3
E00076092,8.3,59.3,32.4
E00076093,11.5,62.5,26
E00076094,12.2,53.7,34.1
E00076095,6.2,53.1,40.7
E00076096,10.7,62.6,26.7
E00076097,6.7,59.7,33.6
E00076099,8.8,64.8,26.4
E00076100,14.5,57.9,27.6
E00076102,7.7,84.6,7.7
E00076104,3.9,71.1,25
E00076106,7.3,78.2,14.5
E00076107,5,76.1,18.9
E00076108,4.6,73,22.4
E00076109,12.3,64.4,23.3
E00076110,2.9,89.3,7.8
E00076111,4.2,90.8,5
E00076112,10.5,65.1,24.4
E00076113,10.5,58.1,31.4
E00076114,5.1,75.9,19
E00076115,10,70,20
E00076116,2.8,73.6,23.6
E00076117,5.1,74.6,20.3
E00076140,5.7,67.9,26.4
E00076141,8.2,73.9,17.9
E00076142,9.2,57.5,33.3
E00076143,8.5,56.8,34.7
E00076144,11.5,64.6,24
E00076145,13.5,55,31.5
E00076146,9.8,65.2,25
E00076147,10.6,69.9,19.5
E00076148,12,78.7,9.3
E00076149,9.6,69.1,21.3
E00076151,12.1,52.3,35.6
E00076153,9.9,73,17.1
E00076154,10.8,55.9,33.3
E00076155,12.8,64.5,22.7
E00076156,12.5,49,38.5
E00076157,13.7,66.2,20.1
E00076158,7.1,42.4,50.5
E00076159,13,56.5,30.4
E00076160,6.5,74,19.5
E00076161,6.3,58.5,35.2
E00076162,11.1,67.7,21.2
E00076163,12.4,44.1,43.5
E00076164,7.8,78.3,14
E00076165,9.5,76.2,14.3
E00076167,6.6,65.4,27.9
E00076168,8.2,71.4,20.4
E00076169,11.9,56.2,31.9
E00076170,8.3,63.3,28.4
E00076171,12.1,75.8,12.1
E00076172,6.7,55.8,37.5
E00076173,7.6,60.5,31.9
E00076174,12.7,72.9,14.4
E00076175,19.4,48.6,31.9
E00076176,3.9,56.7,39.4
E00076177,8.7,58.7,32.7
E00076178,6.3,77.8,15.9
E00076179,20.3,48.1,31.6
E00076180,8.5,56.4,35.1
E00076181,11,50.7,38.2
E00076182,19.4,62.5,18.1
E00076183,6.1,52.5,41.4
E00076241,9.5,61.9,28.6
E00076267,6.9,72.5,20.6
E00076270,21.2,68.2,10.6
E00076271,19.3,68.4,12.3
E00076272,6.5,86,7.5
E00076273,9.8,78,12.1
E00076274,17.5,64.9,17.5
E00076275,8.3,61.5,30.2
E00076276,11.3,70,18.8
E00076277,18.2,70.1,11.7
E00076278,4.5,72.7,22.7
E00076279,9,77.6,13.4
E00076280,3.2,57.1,39.7
E00076281,15.4,70.8,13.8
E00076282,9.4,72.9,17.7
E00076283,8.6,71,20.4
E00076284,6.1,84.7,9.2
E00076285,9.2,80.8,10
E00076286,13.3,71.4,15.3
E00076287,18.7,57.3,24
E00076288,7.6,82.6,9.8
E00076289,13.6,78,8.5
E00076290,8.2,77.6,14.3
E00076291,16,66.7,17.3
E00076292,11.7,71.2,17.1
E00076293,14,68.6,17.4
E00076294,8,71.6,20.5
E00076295,24.1,58,17.9
E00076296,8.9,62.4,28.7
E00076297,12.9,71,16.1
E00076298,12.5,62.5,25
E00076299,11.5,60.7,27.9
E00076300,40.4,50,9.6
E00076301,14.9,65.7,19.4
E00076302,10.1,72.5,17.4
E00076303,21.6,61.4,17
E00076304,11.3,77.4,11.3
E00076305,15.9,62.5,21.6
E00076306,15.1,64,20.9
E00076307,7.8,75.6,16.7
E00076308,20.3,69.6,10.1
E00076309,14.4,62.1,23.5
E00076310,16,64,20
E00076311,10.5,67.5,21.9
E00076312,13.2,60.4,26.4
E00076313,13.5,63.5,23
E00076344,17.6,63.9,18.5
E00076345,9.5,76.2,14.3
E00076346,10.7,68,21.4
E00076347,10.7,74.1,15.2
E00076348,10.7,67.9,21.4
E00076349,8.3,72.5,19.2
E00076350,9.5,77.1,13.3
E00076351,18.3,70.7,11
E00076352,13.7,73.7,12.6
E00076353,6.6,70.3,23.1
E00076354,12.5,69.8,17.7
E00076355,1.5,81.6,17
E00076356,6.8,77.7,15.5
E00076357,4.2,62.2,33.6
E00076359,8.2,80.8,11
E00076364,4.1,73.2,22.7
E00076369,5.4,80.4,14.2
E00076370,7,80.2,12.8
E00076371,7.3,81.9,10.9
E00076372,5.3,81.7,13
E00076373,12.7,59.1,28.2
E00076374,13.1,59.1,27.7
E00076375,14.1,68.2,17.6
E00076376,6.9,69.6,23.5
E00076379,11.7,67.2,21.2
E00076381,3.8,78,18.2
E00076382,8.4,75.9,15.7
E00076383,2.4,83.3,14.3
E00076384,4.5,82.6,12.9
E00076385,7.6,66.7,25.7
E00076386,7.7,74.8,17.6
E00076387,9.2,73.7,17.1
E00076388,4.4,84.6,11
E00076389,6.8,66.2,27
E00076390,12.6,74.1,13.3
E00076391,7.6,78,14.4
E00076392,10.2,72.7,17
E00076393,9.5,81,9.5
E00076394,6.1,62.8,31.1
E00076395,8.5,74.4,17.1
E00076396,12,75,13
E00076397,8.7,76.1,15.2
E00076400,10.9,77.3,11.8
E00076401,11.2,74.5,14.3
E00076402,6,77.6,16.4
E00076403,10.7,74.8,14.5
E00076404,10.5,75.8,13.7
E00076405,7.6,70.5,21.9
E00076406,8.5,77.5,14
E00076407,9.3,81.4,9.3
E00076408,8.7,75,16.3
E00076409,14.5,52.2,33.3
E00076410,12.6,57.5,29.9
E00076411,7.1,68.1,24.8
E00076412,6.9,85.5,7.6
E00076413,3.7,81.4,14.9
E00076414,4.7,90.6,4.7
E00076415,9,75.3,15.7
E00076416,8,75.9,16.1
E00076418,5.3,87.6,7.1
E00076420,6.2,81.4,12.4
E00076421,3.7,48.2,48.2
E00076422,5.7,77.2,17.1
E00076423,13.2,73.7,13.2
E00076424,6.8,81,12.2
E00076425,10.3,82.6,7.1
E00076426,4.9,84.6,10.6
E00076427,7.7,79.8,12.5
E00076428,7.1,83.6,9.3
E00076429,15.7,64.7,19.6
E00076430,7.8,75.9,16.4
E00076431,4.4,85.1,10.5
E00076432,5.3,82,12.6
E00076433,13.3,66.7,20
E00076434,8.5,72.3,19.1
E00076435,4.2,84.9,10.8
E00076436,7.1,81.4,11.5
E00076437,7.8,81.4,10.8
E00076438,17.5,57.5,25
E00076439,6.3,78.5,15.2
E00076440,12.3,74,13.7
E00076441,11.3,68,20.6
E00076442,13.8,67.9,18.3
E00076443,11.9,73,15.1
E00076444,12,60,28
E00076445,15.4,66.7,17.9
E00076446,11.4,67,21.6
E00076447,7.6,76.2,16.2
E00076448,6.4,79.4,14.2
E00076449,13.1,62,24.8
E00076451,23.4,53.2,23.4
E00076452,7,81.7,11.3
E00076453,8.8,70.8,20.4
E00076454,12.1,67.3,20.6
E00076455,13.2,55.7,31.1
E00076456,9.3,78.8,11.9
E00076459,13.7,72.6,13.7
E00076460,15,69.2,15.9
E00076461,15.6,58.9,25.6
E00076462,24.3,60.8,14.9
E00076463,6.2,67,26.8
E00076464,6.4,72.1,21.4
E00076465,14.6,74,11.4
E00076466,9.9,77,13.2
E00076467,6.7,79.8,13.4
E00076468,16.8,68.9,14.3
E00076469,17.3,62.5,20.2
E00076470,16.2,65.7,18.1
E00076471,7.9,66.9,25.2
E00076472,13.4,70.1,16.6
E00076473,11.7,71.4,16.9
E00076474,12.1,63.7,24.2
E00076475,8,85.2,6.8
E00076476,10.1,76.1,13.8
E00076477,3.2,92.7,4
E00076478,5.6,81.5,13
E00076479,4.6,76.1,19.3
E00076480,8.7,79,12.3
E00076481,14.8,70.5,14.8
E00076482,4.4,83.1,12.5
E00076483,7.5,73.8,18.7
E00076484,6.3,64.6,29.1
E00076485,3.4,90.5,6.1
E00076486,16.8,67.3,15.9
E00076487,7.6,79.4,13
E00076488,9.1,59.6,31.3
E00076514,18.5,63,18.5
E00076516,20.6,37.4,42
E00076518,9,58.1,32.9
E00076519,10.3,59.8,29.9
E00076520,11,46.8,42.2
E00076521,22.1,54.8,23.1
E00076522,10.6,56.6,32.7
E00076526,12.8,51.8,35.5
E00076532,17.7,76.6,5.6
E00076534,12.2,76.8,11
E00076535,16.1,57.1,26.8
E00076536,8.6,58.6,32.8
E00076537,12.4,50.4,37.2
E00076538,7.5,70.8,21.7
E00076539,17.9,64.3,17.9
E00076540,23.3,59.6,17.1
E00076541,18.2,50.4,31.4
E00076542,28,47.7,24.3
E00076543,28.8,44.5,26.7
E00076544,29.2,44.9,25.8
E00076545,13.6,49.5,37
E00076546,26.4,45.1,28.6
E00076547,8.7,60.9,30.4
E00076548,17.1,57.9,25
E00076549,8.5,54.7,36.8
E00076550,17.4,52.1,30.6
E00076551,16.5,50.5,33
E00076552,11.8,54.6,33.6
E00076553,21.2,54.1,24.7
E00076554,8.3,54.5,37.2
E00076556,12.5,55.2,32.3
E00076557,10.9,58.7,30.4
E00076558,3.7,62.4,33.9
E00076559,45.9,25.9,28.2
E00076560,10.3,56.1,33.6
E00076561,11.9,40.9,47.2
E00076563,6.7,56.7,36.5
E00076564,8.8,72.9,18.2
E00076565,10.5,50.8,38.7
E00076566,11.8,52.9,35.3
E00076567,12.2,48,39.8
E00076568,10.4,60.9,28.7
E00076569,29.3,38.8,32
E00076571,9.9,58.2,31.9
E00076572,10.6,67.4,22
E00076573,20.1,50.9,28.9
E00076574,20.9,55.2,23.9
E00076577,5.6,71.1,23.3
E00076579,20.7,62.9,16.4
E00076580,14.6,67.7,17.7
E00076581,20,64,16
E00076582,15.7,66.1,18.3
E00076583,14.4,60.6,25
E00076584,19.1,64,16.9
E00076585,16.4,69.1,14.5
E00076627,11.2,66.3,22.4
E00076628,9.7,67.7,22.6
E00076629,7.9,70.3,21.8
E00076630,3.9,59.8,36.2
E00076631,14.8,67.9,17.3
E00076632,16.1,60.9,23
E00076633,11.4,67.9,20.7
E00076634,9.6,59.6,30.7
E00076635,7.7,60.4,31.9
E00076636,12.9,65.5,21.6
E00076637,8.9,73.3,17.8
E00076638,15.6,56.3,28.1
E00076639,11.4,67,21.6
E00076640,17.2,57.5,25.3
E00076641,10.8,67.6,21.6
E00076642,20,66.3,13.8
E00076643,13,64.1,22.8
E00076644,17.9,61.9,20.2
E00076645,9,58.4,32.5
E00076646,10.1,70.9,19
E00076647,11.9,56,32.1
E00076648,12.1,66.4,21.5
E00076649,9.5,61.9,28.6
E00076650,9.8,70.6,19.6
E00076651,11.4,58.2,30.4
E00076652,17,53,30
E00076653,14.9,48.8,36.4
E00076654,15.2,54.3,30.5
E00076655,16.9,61.8,21.3
E00076656,13.2,59.3,27.5
E00076657,10.5,77.9,11.6
E00076658,14.1,51.8,34.1
E00076659,5.1,72.7,22.2
E00076660,6.3,66.7,27
E00076661,15.3,66.3,18.4
E00076663,16.4,61.7,21.9
E00076664,18.5,62.1,19.4
E00076665,9,47.4,43.6
E00076666,14.8,67.9,17.3
E00076667,9,75.2,15.8
E00076668,9.9,70.3,19.8
E00076669,18.2,58.6,23.2
E00076670,16.5,57.3,26.2
E00076671,25.8,49.4,24.7
E00076672,12.4,56.2,31.4
E00076673,16.3,50,33.8
E00076674,14.4,51.4,34.2
E00076675,34.3,42.1,23.6
E00076676,21.4,52.9,25.7
E00076677,17.6,53.8,28.6
E00076678,22.5,57.7,19.7
E00076679,9.1,50.5,40.4
E00076680,20.3,58.1,21.6
E00076681,11.5,57.7,30.8
E00076682,12.4,67.4,20.2
E00076683,10,68.6,21.4
E00076684,17.3,63,19.8
E00076685,22,49.2,28.8
E00076686,14.7,66.1,19.3
E00076687,14.8,64.2,21
E00076688,17.1,44.3,38.6
E00076689,31,46.5,22.5
E00076690,30.9,50.4,18.7
E00076691,37.4,44.5,18.1
E00076692,19.1,58.8,22.1
E00076693,26,50,24
E00076694,12.4,67.4,20.2
E00076695,27.6,45.7,26.7
E00076696,12,60.9,27.1
E00076697,20,50,30
E00076698,17.3,56,26.7
E00076699,19.8,60.4,19.8
E00076700,16.5,47.6,35.9
E00076701,3.7,66.1,30.3
E00076702,16.4,49.1,34.5
E00076703,28.3,52.2,19.6
E00076704,18.1,55.2,26.7
E00076705,10.3,63.6,26.2
E00076706,12.9,66.3,20.8
E00076707,11.4,57.7,30.9
E00076708,13.4,51.3,35.3
E00076709,8.3,61.1,30.6
E00076710,13.1,56,31
E00076711,16.7,58.3,25
E00076712,3.6,63.6,32.7
E00076713,8.6,69.9,21.5
E00076714,23.7,59.6,16.7
E00076715,13.2,57.9,28.9
E00076716,15.6,53.2,31.2
E00094804,12.3,79.5,8.2
E00094805,8.6,80.8,10.6
E00094807,6.9,85.6,7.4
E00094808,11.8,64.6,23.6
E00094809,10,79.2,10.8
E00094812,2.9,82.9,14.3
E00094813,5.1,85.5,9.4
E00094814,9.2,80.9,9.9
E00094815,11.2,78.6,10.2
E00094816,6.7,88,5.3
E00094890,13.4,72.5,14.1
E00094891,12.5,64.4,23.1
E00094892,7.1,58.9,34
E00094893,6.1,79.8,14.1
E00094894,12.6,66.3,21.1
E00094895,9.2,79,11.8
E00094896,9.6,75.4,14.9
E00094897,1.3,85.3,13.5
E00094898,8.9,70.5,20.5
E00094899,5.2,76.5,18.3
E00094900,8.3,63.6,28.1
E00094901,9,75.9,15
E00094902,9.8,67.6,22.5
E00094903,13.6,67.3,19.1
E00094904,21.5,64.6,13.8
E00094906,10.5,81.6,7.9
E00094907,9.5,75.8,14.7
E00094908,12.8,77.8,9.4
E00094909,14.2,73.5,12.4
E00094911,10.3,77,12.6
E00094912,6.6,75.2,18.2
E00094913,15.4,71.8,12.8
E00094914,8.5,74.5,17
E00094915,13.1,70.2,16.7
E00102247,7.3,84.7,8
E00102248,5.8,81.3,12.9
E00102249,6.1,83.7,10.2
E00102250,10,73.8,16.2
E00102251,8.5,85.1,6.4
E00102252,4.4,85.4,10.2
E00102253,9.7,78.4,11.9
E00102254,6.3,85.8,7.9
E00102255,6.3,86.5,7.1
E00102256,11.8,81.3,6.9
E00165892,17.4,56.5,26.1
E00165893,22.4,56.7,20.9
E00172039,5.7,78.3,16
E00172050,53.8,21.7,24.5
E00172052,17.2,66.7,16.1
