areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00075937,64.9,2,33
E00075938,61.9,1.5,36.5
E00075939,61,0.4,38.6
E00075940,44.3,2.4,53.3
E00075941,63.9,5.6,30.5
E00075942,58,3.1,38.9
E00075943,50.8,0.6,48.6
E00075944,62.6,2,35.4
E00075945,57.9,1.6,40.6
E00075946,49.2,0.3,50.5
E00075947,50.2,2.2,47.6
E00075948,65.3,7.1,27.6
E00075949,55.9,8.7,35.5
E00075950,70.7,3.9,25.3
E00075951,69.8,4.7,25.4
E00075952,71.8,3.9,24.3
E00075953,58.4,5.8,35.7
E00075954,52.1,9.7,38.3
E00075955,42.6,6.6,50.8
E00075956,63.2,1.2,35.6
E00075957,56.4,0.8,42.8
E00075958,65.8,3.4,30.8
E00075959,55.7,2.6,41.6
E00075960,53.8,3.6,42.6
E00075961,47.9,1.5,50.6
E00075962,67.7,2.8,29.5
E00075963,67.7,3.2,29
E00075964,64,3.2,32.8
E00075965,66.4,0,33.6
E00075966,68.4,1.6,30
E00075967,63.9,1,35
E00075968,57.4,2,40.6
E00075969,64.3,0.4,35.3
E00075970,59.4,2.4,38.2
E00075971,58.8,2.6,38.7
E00075972,64.5,2,33.5
E00075973,41.8,4.9,53.3
E00075974,48.8,3,48.3
E00075975,65.5,3.1,31.4
E00075976,51,4.4,44.7
E00075977,54.5,5.7,39.7
E00075978,42.9,3.9,53.2
E00075979,75.8,5.2,19
E00075980,37.5,7.5,55
E00075982,51.5,2.7,45.8
E00075983,23.2,6.8,70.1
E00075984,71.4,4.5,24.1
E00075985,50.9,4.4,44.7
E00075987,60.3,7.5,32.2
E00075988,50.5,6.4,43.1
E00075989,47.6,5.5,47
E00075991,49.6,6.9,43.5
E00075994,49.8,3.9,46.4
E00075995,58.3,2.9,38.8
E00075996,63.6,1.8,34.6
E00075997,57.3,2.8,39.9
E00075998,50.8,4.3,44.9
E00075999,54,3,43
E00076000,61.8,2.9,35.3
E00076001,50.9,3.7,45.4
E00076002,64.8,1.9,33.3
E00076003,54.4,5.5,40.1
E00076004,54.1,0.4,45.5
E00076005,64.8,2.8,32.4
E00076006,66.7,1.9,31.5
E00076007,71.3,1.4,27.3
E00076008,62.8,2.6,34.6
E00076009,65.7,2.4,31.8
E00076010,56.1,4.1,39.8
E00076011,64,3.4,32.6
E00076012,57.4,6.2,36.4
E00076013,71.4,3.1,25.6
E00076014,54.7,2.2,43
E00076015,53.4,6,40.6
E00076016,40.7,9.5,49.8
E00076017,62.4,4.7,32.9
E00076018,42.3,4.7,53
E00076019,57.3,4.2,38.5
E00076020,47,4.7,48.4
E00076021,58.9,6.9,34.2
E00076022,46.3,9.3,44.5
E00076023,53.6,8.3,38.1
E00076024,61.1,7.2,31.7
E00076025,61.8,6.5,31.7
E00076026,50.6,6.3,43.2
E00076027,41.1,6.4,52.5
E00076028,43.4,7,49.6
E00076029,59.3,7.6,33.1
E00076030,56.1,5.4,38.5
E00076031,48.8,8.4,42.8
E00076032,57.4,2,40.7
E00076033,39.5,7.7,52.8
E00076034,40,7.6,52.4
E00076035,48.4,5.4,46.2
E00076036,35.6,8.1,56.3
E00076037,38,7.4,54.5
E00076038,47.8,7.1,45.1
E00076039,44.1,9.4,46.5
E00076040,44.7,7.4,47.9
E00076041,44.5,8,47.5
E00076042,52,6.9,41.1
E00076043,34.1,4.7,61.2
E00076045,48,2.9,49.1
E00076047,42.1,8.6,49.2
E00076048,37.4,9.3,53.3
E00076050,49.8,7.2,43
E00076051,46.9,5.6,47.5
E00076052,45.7,4.9,49.4
E00076053,54.1,2.4,43.5
E00076054,57.4,1.9,40.7
E00076055,57.2,2.7,40.1
E00076056,52.1,4.1,43.8
E00076057,19.9,2.5,77.6
E00076058,59.3,1.7,39
E00076059,60,1.2,38.8
E00076060,59.3,2.2,38.5
E00076061,51.5,0,48.5
E00076062,56,2.5,41.5
E00076063,43.1,1.3,55.6
E00076064,65.7,6,28.2
E00076065,48.5,5.1,46.4
E00076066,54.8,2.4,42.8
E00076067,71.7,3.9,24.5
E00076068,68.4,2.9,28.7
E00076069,63.4,1.6,35.1
E00076070,61.2,2.2,36.6
E00076071,65.8,2.6,31.6
E00076072,51.6,4,44.4
E00076073,65.8,5.3,28.8
E00076074,63.3,2,34.8
E00076075,38,7.7,54.2
E00076076,47.8,5.6,46.6
E00076077,48,6.6,45.4
E00076078,59.4,3.3,37.3
E00076079,66.5,2.8,30.7
E00076080,59.7,4,36.4
E00076081,48.6,7.7,43.7
E00076082,58.5,6.7,34.8
E00076083,52.2,5.8,41.9
E00076084,53.7,4.3,42
E00076085,55.9,3.3,40.8
E00076086,58.4,2,39.6
E00076087,55.6,2.4,42
E00076088,56.2,4.4,39.4
E00076089,73,2.4,24.6
E00076090,55.4,2.1,42.6
E00076091,48.2,2.8,49
E00076092,46.7,2.5,50.8
E00076093,59.9,4.6,35.5
E00076094,52.9,4.9,42.2
E00076095,51.9,4.8,43.3
E00076096,51.7,3,45.3
E00076097,55.8,4.9,39.3
E00076099,58,1,41
E00076100,67.8,1.7,30.5
E00076102,39.4,0,60.6
