areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00075937,84,5.3,10.8
E00075938,87.6,5.6,6.8
E00075939,90,4.7,5.3
E00075940,82.4,1.7,16
E00075941,86.1,3.3,10.6
E00075942,92.5,2.1,5.4
E00075943,82.3,5.4,12.2
E00075944,81.2,5,13.9
E00075945,74.2,5,20.7
E00075946,83.5,2.3,14.2
E00075947,70.7,8.8,20.5
E00075948,74.2,11.1,14.6
E00075949,70.3,19,10.8
E00075950,67.2,13.4,19.4
E00075951,76.6,7.2,16.2
E00075952,77.5,8.5,14
E00075953,72.5,16,11.4
E00075954,76.4,9.5,14.1
E00075955,73.7,17.4,8.9
E00075956,89,0.7,10.3
E00075957,91.7,2.7,5.7
E00075958,82.6,2.2,15.3
E00075959,80.9,5.5,13.6
E00075960,81.4,4.5,14.2
E00075961,81,2.4,16.6
E00075962,90.3,1.6,8.1
E00075963,88.8,1.6,9.6
E00075964,84.6,2.9,12.4
E00075965,86.8,2,11.2
E00075966,82.3,1.2,16.5
E00075967,90.2,5.5,4.3
E00075968,90.3,2.2,7.6
E00075969,86.4,2.8,10.7
E00075970,87.8,4.6,7.6
E00075971,83.7,7.2,9.1
E00075972,83.3,2,14.6
E00075973,70.6,3.7,25.7
E00075974,73.4,4.8,21.8
E00075975,80.1,6.6,13.2
E00075976,53.3,8.3,38.4
E00075977,59.6,10.3,30.1
E00075978,57.3,9.8,32.9
E00075979,54.7,23.4,22
E00075980,51.3,4.1,44.6
E00075982,66.1,9.9,24
E00075983,55,4.7,40.3
E00075984,66.1,10.2,23.7
E00075985,60.4,10.6,29
E00075987,60.7,21.1,18.2
E00075988,64.8,9.6,25.7
E00075989,62.7,9.3,28
E00075991,52.5,11.6,35.8
E00075994,60.8,8.6,30.6
E00075995,74.4,4,21.5
E00075996,72,8,20
E00075997,66.9,9.1,24
E00075998,64.8,5.3,30
E00075999,60.3,4.7,35
E00076000,73.3,8.5,18.1
E00076001,49.4,6.7,43.9
E00076002,75.9,2.3,21.8
E00076003,63.5,4.7,31.8
E00076004,75.6,3.8,20.6
E00076005,73.8,3.3,22.9
E00076006,75.6,3.9,20.5
E00076007,79.6,1.1,19.3
E00076008,71.1,7.1,21.8
E00076009,76.6,1.8,21.6
E00076010,64.7,2.8,32.5
E00076011,77.9,4.5,17.6
E00076012,63,12.8,24.2
E00076013,74.8,10.4,14.9
E00076014,69.6,6.7,23.7
E00076015,63.9,6.3,29.8
E00076016,55.6,6.1,38.3
E00076017,76.7,2.5,20.8
