areacd,in_full_time_education-001,in_full_time_education-002
E00075937,17.6,82.4
E00075938,22.3,77.7
E00075939,22.9,77.1
E00075940,11.4,88.6
E00075941,14.3,85.7
E00075942,26.1,73.9
E00075943,18.5,81.5
E00075944,18.2,81.8
E00075945,18.4,81.6
E00075946,18.7,81.3
E00075947,15.4,84.6
E00075948,23.9,76.1
E00075949,36,64
E00075950,21.9,78.1
E00075951,21.1,78.9
E00075952,25,75
E00075953,26.2,73.8
E00075954,35.8,64.2
E00075955,49.6,50.4
E00075956,19.8,80.2
E00075957,14.3,85.7
E00075958,17.9,82.1
E00075959,16,84
E00075960,11.4,88.6
E00075961,13.1,86.9
E00075962,25.2,74.8
E00075963,12.1,87.9
E00075964,17.5,82.5
E00075965,17.6,82.4
E00075966,24.8,75.2
E00075967,15.8,84.2
E00075968,11.7,88.3
E00075969,20.7,79.3
E00075970,19,81
E00075971,18.8,81.2
E00075972,16.9,83.1
E00075973,16.1,83.9
E00075974,11.7,88.3
E00075975,23.7,76.3
E00075976,30.3,69.7
E00075977,25.8,74.2
E00075978,19.7,80.3
E00075979,23.7,76.3
E00075980,31.1,68.9
E00075982,15.4,84.6
E00075983,8.2,91.8
E00075984,26.4,73.6
E00075985,23.1,76.9
E00075987,10.4,89.6
E00075988,10.5,89.5
E00075989,14.8,85.2
E00075991,23.1,76.9
E00075994,22.2,77.8
E00075995,20.4,79.6
E00075996,16.3,83.7
E00075997,19,81
E00075998,15.2,84.8
E00075999,21,79
E00076000,13,87
E00076001,29.6,70.4
E00076002,17.8,82.2
E00076003,20.8,79.2
E00076004,16.2,83.8
E00076005,21.3,78.7
E00076006,16.7,83.3
E00076007,20.8,79.2
E00076008,25,75
E00076009,28.2,71.8
E00076010,21,79
E00076011,18.9,81.1
E00076012,12.5,87.5
E00076013,12.1,87.9
E00076014,16.2,83.8
E00076015,20.4,79.6
E00076016,18.9,81.1
E00076017,17,83
E00076018,22.1,77.9
E00076019,14.9,85.1
E00076020,12.6,87.4
E00076021,16.9,83.1
E00076022,20.2,79.8
E00076023,12.5,87.5
E00076024,16.7,83.3
E00076025,12.6,87.4
E00076026,28,72
E00076027,54.5,45.5
E00076028,53.8,46.2
E00076029,35,65
E00076030,29,71
E00076031,41.2,58.8
E00076032,14,86
E00076033,45.1,54.9
E00076034,62.9,37.1
E00076035,52.2,47.8
E00076036,60.7,39.3
E00076037,49.6,50.4
E00076038,51.9,48.1
E00076039,46.1,53.9
E00076040,49.1,50.9
E00076041,60.7,39.3
E00076042,40,60
E00076043,25.6,74.4
E00076045,38.5,61.5
E00076047,52.5,47.5
E00076048,40.6,59.4
E00076050,34.2,65.8
E00076051,51.2,48.8
E00076052,46.5,53.5
E00076053,10.6,89.4
E00076054,21.8,78.2
E00076055,24.8,75.2
E00076056,23.9,76.1
E00076057,21.1,78.9
E00076058,13.6,86.4
E00076059,14.2,85.8
E00076060,22.8,77.2
E00076061,17.9,82.1
E00076062,23.5,76.5
E00076063,11.7,88.3
E00076064,22,78
E00076065,39.3,60.7
E00076066,14.3,85.7
E00076067,12.8,87.2
E00076068,21.8,78.2
E00076069,8.9,91.1
E00076070,14.1,85.9
E00076071,19,81
E00076072,16.5,83.5
E00076073,21.5,78.5
E00076074,18,82
E00076075,61.4,38.6
E00076076,46.4,53.6
E00076077,48.3,51.7
E00076078,31.6,68.4
E00076079,21.6,78.4
E00076080,27,73
E00076081,47.6,52.4
E00076082,26.2,73.8
E00076083,30.8,69.2
E00076084,14,86
E00076085,13.5,86.5
E00076086,15.9,84.1
E00076087,24.1,75.9
E00076088,24.7,75.3
E00076089,20.3,79.7
E00076090,19.7,80.3
E00076091,24.3,75.7
E00076092,18.3,81.7
E00076093,19.7,80.3
E00076094,27.6,72.4
E00076095,34.5,65.5
E00076096,23,77
E00076097,20.4,79.6
E00076099,15.7,84.3
E00076100,19.6,80.4
E00076102,9.3,90.7
E00076104,12.9,87.1
E00076106,10.6,89.4
E00076107,8.5,91.5
E00076108,13.5,86.5
E00076109,22.8,77.2
E00076110,19.2,80.8
E00076111,8.2,91.8
E00076112,20,80
E00076113,24.4,75.6
E00076114,13.9,86.1
E00076115,19.1,80.9
E00076116,16.5,83.5
E00076117,17.4,82.6
E00076140,21.1,78.9
E00076141,16.7,83.3
E00076142,19.2,80.8
E00076143,26.3,73.7
E00076144,21,79
E00076145,24.3,75.7
E00076146,12.5,87.5
E00076147,18,82
E00076148,16,84
E00076149,17.2,82.8
E00076151,23.9,76.1
E00076153,18.6,81.4
E00076154,17.7,82.3
E00076155,16.3,83.7
E00076156,21.9,78.1
E00076157,23.2,76.8
E00076158,20.6,79.4
E00076159,14.9,85.1
E00076160,14.3,85.7
E00076161,18.4,81.6
E00076162,13.3,86.7
E00076163,30.8,69.2
E00076164,15.5,84.5
E00076165,13.9,86.1
E00076167,22.4,77.6
E00076168,21.2,78.8
E00076169,26.3,73.7
E00076170,25.5,74.5
E00076171,17.8,82.2
E00076172,19.2,80.8
E00076173,14.9,85.1
E00076174,12.7,87.3
E00076175,27.2,72.8
E00076176,22.3,77.7
E00076177,18.5,81.5
E00076178,19.9,80.1
E00076179,26.7,73.3
E00076180,24,76
E00076181,20.8,79.2
E00076182,14.9,85.1
E00076183,11.8,88.2
E00076241,18.4,81.6
E00076267,12.8,87.2
E00076270,21.5,78.5
E00076271,21,79
E00076272,13.5,86.5
E00076273,16.4,83.6
