geography_code,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00031574,90.9,4.7,1.1,3.3
E00031575,91.4,3.5,1.6,3.5
E00031576,89.9,6.9,1.8,1.5
E00031577,87.1,7.7,0,5.2
E00031578,89.9,7.2,1.4,1.4
E00031579,93.9,4.1,0.7,1.4
E00031580,90.2,2.8,2.8,4.3
E00031581,90.1,6,1.1,2.8
E00031582,89.9,6.1,2.2,1.8
E00031583,85.7,8.3,3.2,2.8
E00031584,88.3,7.2,3,1.5
E00031602,88.5,7,2.9,1.6
E00031603,90,3.7,3.4,2.8
E00031604,90.8,6.3,1.8,1.2
E00031605,92.6,1.2,3.5,2.7
E00031607,89.5,3.8,1.9,4.8
E00031608,92,3.4,1.3,3.4
E00031609,88.7,7,1.6,2.7
E00031610,88.4,5.2,1.1,5.2
E00031611,90.6,4.4,1.3,3.7
E00031612,87.2,5.7,2.2,4.8
E00031613,88.9,6.5,2,2.5
E00031614,92.4,2.2,2.2,3.1
E00031615,86.6,8.2,1.7,3.5
E00031616,88.9,6.2,1,3.9
E00031617,87.3,7.5,2.6,2.6
E00031696,89,3.6,3.9,3.6
E00031697,89.5,3.3,2.5,4.7
E00031698,87.4,9.5,1.7,1.4
E00031699,85.2,4.4,4.4,5.9
E00031700,89.2,1.2,4.6,4.9
E00031701,86.7,3,5,5.3
E00031702,85.2,3,4.1,7.8
E00031703,85.1,7.5,2.8,4.6
E00031704,89.8,5.3,1.9,3
E00031705,91.3,5.2,1.6,1.9
E00031706,91,3.6,1.8,3.6
E00031707,88.4,2.6,4.7,4.3
E00031708,88.9,5.1,1,5.1
E00031709,87.1,3.9,3.9,5.1
E00031710,86.8,4.5,4.5,4.2
E00031711,88.3,2.3,5.3,4.2
E00031712,87.8,3.4,4.6,4.2
E00031713,88.5,6.8,1.4,3.4
E00031714,86.8,4.8,4.4,4
E00031715,87.1,3.2,5,4.6
E00031716,85.5,5.5,4.1,4.8
E00031717,90.8,3.1,2.1,4.1
E00031718,91.2,2,3.1,3.7
E00031719,89.8,5.2,2.2,2.7
E00031720,93.3,4,0.8,2
E00031721,89.5,5,0.9,4.7
E00031722,92.1,4,1.8,2.1
E00031723,88.7,4.6,2.5,4.3
E00031725,92.2,4.6,1.3,2
E00031726,87.2,7.7,2.2,2.9
E00031727,88.4,7.1,1.3,3.2
E00031728,89.4,4.2,1.5,4.9
E00031729,91,3.7,1.2,4.1
E00031730,95.1,2.5,0.7,1.8
E00031731,91.3,5.3,1.9,1.5
E00031732,89.3,3,3.3,4.3
E00031990,90.4,5.7,0.4,3.6
E00031991,88,7.3,1.7,3
E00031993,92.1,5.4,1.5,1
E00031994,87.3,5.8,1.4,5.5
E00031995,92.4,3.2,1.8,2.5
E00031996,94,2.9,1,2.1
E00031997,91.7,5.2,1.3,1.8
E00031998,90.8,5.1,1.6,2.4
E00031999,87.7,6.2,1.6,4.5
E00032000,88.5,6.6,2.3,2.6
E00032001,94.3,4.8,0.2,0.7
E00032002,92.2,3,3,1.7
E00032003,91.2,4.9,2.3,1.6
E00032004,88.3,7.5,2.6,1.6
E00032005,86.1,8.8,1.7,3.4
E00032006,88.2,7.4,0.9,3.5
E00032007,87.2,7,2.3,3.5
E00032008,88.6,4.7,3,3.8
E00032009,87.2,8.3,1.7,2.9
E00032010,89.7,5.6,1.3,3.4
E00032011,90.8,7.3,1.5,0.4
E00032012,87,6.9,1.4,4.7
E00032013,86.9,6.4,2.4,4.3
E00032014,88.9,8.2,1.3,1.6
E00032015,91.5,5.3,1.4,1.8
E00032016,87.5,5.9,2.3,4.3
E00032017,93.7,3.4,2,1
E00032018,88.8,7.8,0.5,2.9
E00032019,88.3,6.1,0.5,5.2
E00032020,81.3,11.3,3.9,3.5
E00032021,92.8,5.1,1.1,1.1
E00032022,90.8,4.4,1.5,3.3
