geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00015250,25.3,33.7,41
E00015251,19,30.2,50.9
E00015252,20.7,46.6,32.8
E00015253,23.5,20,56.5
E00015254,24.6,19.3,56.1
E00015255,25.2,14.8,60
E00015256,16.8,29.9,53.3
E00015258,9.6,16.8,73.6
E00015259,22.5,20.7,56.8
E00015260,16,16,68
E00015261,13.2,21.5,65.3
E00015262,37.8,28.8,33.3
E00015263,25.5,21.3,53.2
E00015265,15,31,54
E00015266,7.2,53.6,39.2
E00015267,32.8,20.5,46.7
E00015280,28.9,37.2,33.9
E00015281,18.2,39.6,42.2
E00015282,19.6,52.9,27.5
E00015284,17.2,35.6,47.1
E00015286,19.8,35.5,44.6
E00015287,18.4,22.4,59.2
E00015289,17.8,32.5,49.7
E00015290,25.2,17.3,57.5
E00015292,15,12.5,72.5
E00015293,38.7,21.5,39.9
E00015294,22.6,30.6,46.8
E00015295,16.7,32.5,50.8
E00015296,23.2,22.4,54.4
E00015297,9.8,30.1,60.2
E00015298,17.5,28.5,54
E00015299,21.7,30.8,47.5
E00015300,26.4,25.5,48.1
E00015301,20.8,52.1,27.1
E00015302,9.7,50.5,39.8
E00015303,22.4,26.2,51.4
E00015304,12.3,38.5,49.2
E00015305,20.7,32.6,46.7
E00015306,15.2,45.6,39.2
E00015307,13.5,27,59.5
E00015308,20,36.5,43.5
E00015309,27.6,27.6,44.9
E00015311,28.1,31.3,40.6
E00015312,12.1,30.8,57
E00015313,26.9,26.9,46.2
E00015314,43.9,19.6,36.4
E00015315,21.1,29.8,49.1
E00015316,36.1,25.7,38.2
E00015317,10.3,34.5,55.2
E00015318,16.1,33.1,50.8
E00015319,20.7,28.1,51.1
E00015320,9.3,39.8,50.9
E00015321,32.8,25.4,41.8
E00015322,19.8,43.1,37.1
E00015323,22.3,31.1,46.6
E00015324,19,31.5,49.5
E00015325,9.5,47.6,42.9
E00015326,20.9,40.9,38.3
E00015327,20.5,43.3,36.2
E00015328,24.6,29.7,45.8
E00015329,14.3,34.9,50.8
E00015330,16.7,40,43.3
E00015331,20,28.6,51.4
E00015332,9,27.7,63.2
E00015333,17.9,37.7,44.3
E00015334,26.6,26.6,46.9
E00015335,23.9,26.6,49.5
E00015336,15.9,36.2,47.8
E00015337,21.2,33.6,45.1
E00015338,29.5,17.8,52.7
E00015339,23.7,29.8,46.5
E00015340,10.8,18,71.2
E00015396,23.1,23.1,53.7
E00015418,44.2,26.4,29.5
E00015584,26.2,20.6,53.2
E00015585,19.6,24.2,56.2
E00015586,21.5,20.4,58.1
E00015587,16.9,30.2,52.9
E00015588,26.5,15.8,57.7
E00015589,20.7,16.5,62.8
E00015591,26.2,26.2,47.6
E00015594,24.6,28,47.5
E00015595,32.8,31.8,35.4
E00015600,22.1,19.5,58.4
E00015601,20.7,27.4,51.9
E00015603,31.5,23.4,45
E00015604,16.2,25.4,58.5
E00015608,23,24.6,52.4
E00015793,24.2,30.3,45.5
E00022507,23.1,13.7,63.2
E00022508,17.5,14.3,68.2
E00022510,19.2,22.5,58.3
E00022679,24.7,24.7,50.7
E00022714,27.9,27.4,44.8
E00022718,9.1,31.5,59.4
E00022812,16.3,28.1,55.6
E00022813,21.1,31.7,47.2
E00022814,16.9,28.2,54.9
E00022815,16.8,31,52.3
E00022816,14.6,33.3,52.1
E00022817,13,32.3,54.7
E00022818,5.6,39.7,54.8
E00022819,35.5,22.7,41.8
E00022820,10.4,55.7,34
E00022821,24.6,26.7,48.7
E00022822,9.4,42.5,48
E00022823,4.8,36.3,58.9
E00022825,21.4,40.9,37.7
E00022826,11.3,25,63.7
E00022827,8.2,30.6,61.2
E00022828,17.2,31.8,51
E00022829,22.6,28.6,48.8
E00022830,11.5,37.6,50.9
E00022832,22.9,32.6,44.4
E00022834,13.4,38.7,47.9
E00022838,16.8,34.6,48.6
E00022844,13.5,30.8,55.8
E00022845,27.4,23.2,49.5
E00022846,18.2,19.3,62.5
E00022847,6.3,18.8,75
E00022848,12,24.8,63.2
E00022849,11,31.4,57.6
E00022850,15.7,33.1,51.2
E00022851,18.9,22,59.1
E00022852,25,25,50
E00022853,16.4,36.8,46.8
E00022854,11.8,39,49.3
E00022855,10.2,40.6,49.2
E00022856,7.3,53.7,39
E00022857,32.5,25.4,42
E00022858,17.7,33.5,48.7
E00022908,14.4,17.1,68.5
E00022910,28.1,30.9,41
E00022911,13.8,45.3,40.9
E00022912,18.5,27.7,53.8
E00022914,33.3,24.2,42.5
E00022915,24.1,38.4,37.5
E00022916,29.9,27.2,42.9
E00022917,12.2,26.8,61
E00022919,19,28.2,52.8
E00022920,13.8,17.4,68.8
E00022921,31.9,21.3,46.8
E00022922,30.6,30.6,38.9
E00022923,21.4,30.2,48.4
E00022924,31.3,30.7,38
E00022925,13.9,32.7,53.5
E00022926,21.5,31.1,47.4
E00022927,21.9,30.2,47.9
E00022928,18.6,17.3,64.1
E00022929,19,22.3,58.7
E00022930,18.2,20.9,60.9
E00022931,10.3,15.9,73.8
E00022932,19.1,16.3,64.5
E00022933,12.1,19.7,68.2
E00022934,6.7,10.1,83.2
E00022935,15.1,24.5,60.4
E00022936,11,16.2,72.8
E00022937,12.5,15.4,72.1
E00022938,10.8,23,66.2
E00022939,14.7,25,60.3
E00022940,9.5,24.3,66.2
E00022941,7.4,14.9,77.7
E00022942,8.7,21.3,70
E00022943,18.1,20.7,61.2
E00022944,14.8,12.2,73
E00022945,7.4,27.9,64.8
E00022946,15.6,26.5,57.8
E00022947,13.6,22,64.4
E00022949,18.5,15.4,66.2
E00022952,12.8,35.8,51.4
E00022953,34.1,16.7,49.2
E00022954,27.8,15.5,56.7
E00022956,26.2,24.4,49.4
