geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00015250,66.8,3.6,29.6
E00015251,77,4.4,18.7
E00015252,82,2.9,15.2
E00015253,75.4,6.9,17.7
E00015254,68.2,11.6,20.2
E00015255,75.6,4.2,20.3
E00015256,79.6,5.4,15
E00015258,80.4,5.4,14.2
E00015259,77.2,8.3,14.4
E00015260,73,9.3,17.7
E00015261,81.4,8.7,9.9
E00015262,78.5,4.3,17.2
E00015263,62.5,5.1,32.4
E00015265,71.5,6.6,21.9
E00015266,73.6,3.3,23.1
E00015267,78.6,5.7,15.7
E00015280,76.7,3.8,19.5
E00015281,69.9,3.9,26.2
E00015282,67.5,6,26.5
E00015284,70.2,6.4,23.4
E00015286,71.2,5.4,23.4
E00015287,71.8,2.7,25.5
E00015289,79.8,4.2,15.9
E00015290,80.2,2.6,17.2
E00015292,73.2,6.8,20
E00015293,62.4,2.9,34.8
E00015294,71.6,7.6,20.8
E00015295,81.9,3.4,14.7
E00015296,73.1,3.2,23.7
E00015297,77.3,4.9,17.8
E00015298,69.3,3.2,27.5
E00015299,81.2,2.7,16.2
E00015300,80.4,5.1,14.5
E00015301,82.3,1.2,16.5
E00015302,71.9,5.6,22.4
E00015303,82.1,2.2,15.6
E00015304,70.9,4.7,24.3
E00015305,81.1,5.6,13.3
E00015306,63.4,5.1,31.5
E00015307,72.7,8.6,18.8
E00015308,74.5,8.5,17
E00015309,78.3,3.5,18.2
E00015311,65.1,6.4,28.5
E00015312,70,4.3,25.8
E00015313,79.1,7.1,13.8
E00015314,67.8,4.7,27.5
E00015315,76.1,6.6,17.4
E00015316,70.9,7.7,21.4
E00015317,73.4,3.2,23.4
E00015318,79,1.8,19.2
E00015319,77.2,4.8,18
E00015320,72.7,16,11.3
E00015321,67.8,6.1,26.2
E00015322,72.4,3.3,24.3
E00015323,72.5,5.4,22.1
E00015324,66,4.3,29.7
E00015325,75.1,6.2,18.7
E00015326,64.6,4.9,30.5
E00015327,66.1,7.9,25.9
E00015328,74.3,3.6,22.1
E00015329,70.3,3.1,26.6
E00015330,75.8,3.5,20.7
E00015331,79.8,4,16.2
E00015332,68.1,1.8,30.1
E00015333,77,2.9,20.1
E00015334,77.4,5.1,17.6
E00015335,74,6.4,19.6
E00015336,78.1,3.5,18.4
E00015337,76.6,5.2,18.3
E00015338,79.2,4.5,16.2
E00015339,78.8,4.8,16.4
E00015340,77.4,4.8,17.8
E00015396,77.8,6.3,15.9
E00015418,76.8,6.2,17
E00015584,65.2,3.1,31.7
E00015585,64,3.5,32.5
E00015586,61.3,6.8,32
E00015587,60.9,5.6,33.5
E00015588,75.7,2.8,21.5
E00015589,72.2,4.3,23.5
E00015591,69.2,3.8,27
E00015594,70.8,4.1,25.1
E00015595,70.5,4.3,25.2
