geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00015250,87,10,3
E00015251,94.4,5.2,0.4
E00015252,68.4,19.7,11.9
E00015253,91.2,7.9,0.9
E00015254,89.5,5.6,4.9
E00015255,94.8,3.6,1.6
E00015256,94.1,3.4,2.5
E00015258,93.2,6.5,0.3
E00015259,89.9,5.7,4.4
E00015260,94.5,3.7,1.7
E00015261,92.8,5.5,1.7
E00015262,96.1,3.1,0.8
E00015263,85.3,9.6,5.1
E00015265,90.8,6.2,3.1
E00015266,87.3,8.8,3.9
E00015267,93.4,6,0.7
E00015280,95,3.4,1.7
E00015281,86,11.7,2.2
E00015282,76.3,12.7,11
E00015284,83.5,12.8,3.7
E00015286,77.8,14.3,7.9
E00015287,85.5,11,3.5
E00015289,94.2,4.5,1.3
E00015290,87.6,7.1,5.3
E00015292,93.5,6.5,0
E00015293,95.2,2.9,1.9
E00015294,94.4,5.6,0
E00015295,88.7,9,2.3
E00015296,93,5.6,1.4
E00015297,80.5,13.9,5.6
E00015298,89.7,7.1,3.2
E00015299,90.1,6.5,3.4
E00015300,93.8,5.1,1.2
E00015301,82.7,9.9,7.4
E00015302,67.5,17.5,14.9
E00015303,88.1,9.3,2.7
E00015304,88.8,9.1,2.1
E00015305,80.5,10.7,8.9
E00015306,75.4,14.6,10
E00015307,94.9,3.9,1.2
E00015308,90,6.9,3.1
E00015309,85.5,9.8,4.7
E00015311,88.6,8.6,2.8
E00015312,95.3,3.4,1.3
E00015313,94.9,4.5,0.5
E00015314,87.8,9.7,2.5
E00015315,92.2,7.8,0
E00015316,91.1,6.5,2.4
E00015317,90.5,6.9,2.5
E00015318,85.3,11.5,3.2
E00015319,92.8,4.8,2.4
E00015320,81.7,11.3,7
E00015321,94,4.9,1.2
E00015322,82.5,12.5,5
E00015323,85.5,12,2.5
E00015324,92,5.6,2.4
E00015325,86.4,9.1,4.5
E00015326,85.6,10.4,4.1
E00015327,88.6,6.8,4.6
E00015328,72,21.4,6.6
E00015329,96.1,3.1,0.8
E00015330,82.7,10.4,6.9
E00015331,82.7,12.2,5.1
E00015332,85.9,10.5,3.6
E00015333,85.3,11.3,3.4
E00015334,90.8,8,1.2
E00015335,91.8,7.1,1.2
E00015336,74.8,15.3,9.9
E00015337,86.7,8,5.2
E00015338,92.5,5.8,1.6
E00015339,68.2,17.9,13.9
E00015340,83.7,11.8,4.5
E00015396,83.8,10.8,5.4
E00015418,92.4,6.2,1.4
E00015584,84,12.6,3.4
E00015585,89.7,7.3,3
E00015586,85.2,10.6,4.2
E00015587,90.1,7,2.8
E00015588,87.7,9.2,3.1
E00015589,86.4,8.5,5.1
E00015591,84.9,10.1,5
E00015594,87.9,9.6,2.5
E00015595,92.3,6.3,1.4
E00015600,88.3,9.9,1.7
E00015601,90.2,8.3,1.5
E00015603,88.7,8.3,3
E00015604,94.4,4.2,1.4
E00015608,93.1,5.9,1
E00015793,94,5.6,0.4
E00022507,95.7,4.1,0.3
E00022508,96.1,3,0.9
E00022510,94.9,4.2,0.9
E00022679,94.4,3.6,2
E00022714,93.8,4.3,1.9
E00022718,90.1,6.8,3.1
E00022812,82.5,12.1,5.4
E00022813,91.1,7.2,1.7
E00022814,95.5,2.7,1.8
E00022815,81.5,13.6,4.9
E00022816,78.4,17.8,3.9
E00022817,81,14.2,4.8
E00022818,81,13.4,5.6
E00022819,94.2,2.9,2.9
E00022820,65.4,20.9,13.6
E00022821,87.2,8.4,4.4
E00022822,79.2,12.9,7.9
E00022823,83.9,12.3,3.8
E00022825,81.6,14,4.4
E00022826,80.4,14.2,5.4
E00022827,82.1,11.6,6.3
E00022828,84.1,12.5,3.4
E00022829,94.8,5.2,0
E00022830,81.5,13.9,4.6
E00022832,93.5,5,1.6
E00022834,80.9,11.5,7.6
E00022838,86.5,10.1,3.4
E00022844,87,9.8,3.3
E00022845,95.3,2.6,2.1
E00022846,81.2,11.4,7.3
E00022847,84,12.9,3.1
E00022848,86.4,9.7,4
E00022849,89.5,7.4,3.1
E00022850,93.6,4.8,1.6
E00022851,83.1,10.7,6.2
E00022852,82.6,10.9,6.6
E00022853,87.2,8.2,4.6
E00022854,84.2,7.9,7.9
E00022855,82,13.2,4.7
E00022856,76.3,13.5,10.1
E00022857,88.3,8.7,3
E00022858,90.9,6.3,2.8
E00022908,95.4,3.5,1.2
E00022910,93.3,6.7,0
E00022911,92.7,4.7,2.6
E00022912,96.5,2.8,0.7
E00022914,96.2,3.1,0.6
E00022915,94.4,5.6,0
E00022916,96,4,0
E00022917,94.8,4.2,1
E00022919,93.4,5,1.6
E00022920,94.9,4.1,1
E00022921,92.7,5.9,1.4
E00022922,91.7,6.7,1.5
E00022923,90.4,7.7,1.8
E00022924,93.8,3.9,2.3
E00022925,93.3,5.3,1.4
E00022926,87.4,8.7,3.9
E00022927,92.9,5.7,1.4
E00022928,93.7,5.1,1.2
E00022929,95.6,4.1,0.3
E00022930,94.4,5.3,0.3
E00022931,95.3,3.3,1.4
E00022932,96.3,2.7,1
E00022933,93.4,4.9,1.6
E00022934,95.3,2.3,2.3
E00022935,93.2,5.1,1.7
E00022936,93.8,4.3,2
E00022937,94.1,4.2,1.7
E00022938,92.7,4.8,2.5
E00022939,90.2,7.6,2.1
E00022940,93.1,4.8,2.1
E00022941,95.5,3.3,1.1
E00022942,93.9,4.2,2
E00022943,95.8,3,1.2
E00022944,94.5,4.1,1.4
E00022945,91.9,4.6,3.5
E00022946,89.3,7.5,3.3
E00022947,91.6,7.1,1.4
E00022949,96.7,3.3,0
E00022952,87.1,10,2.9
E00022953,87.1,9.8,3.2
E00022954,87.7,9.5,2.8
E00022956,90.9,5.6,3.5
E00022958,88.9,8.5,2.6
E00022959,82.5,12.7,4.8
E00022960,91,6.6,2.4
E00022961,78.2,15.6,6.1
E00022962,82,10.2,7.7
E00022963,88.7,8.2,3.1
E00022964,83.8,11,5.2
E00022965,88.4,8.6,3.1
E00022966,91.3,5.4,3.3
E00022967,89.4,6,4.5
E00022968,91.4,6.1,2.5
E00022969,94.6,4.2,1.2
E00022970,88.5,8.6,3
E00022976,84.9,10.8,4.2
E00022977,91.7,7.2,1.1
E00022978,90.4,6.4,3.2
E00022979,81.1,14.2,4.7
E00022980,81.6,13.1,5.2
E00022981,81,11.4,7.7
E00022982,85.3,11.6,3.2
E00022983,95.9,4.1,0
E00022984,90.9,8.3,0.8
E00022985,82,10,8
E00022987,94.8,2.4,2.8
E00022988,83.3,10.5,6.1
E00022989,65.9,19.3,14.8
E00022990,81.3,12.3,6.4
E00022991,78.2,15.6,6.2
E00022992,94.3,5.7,0
E00022993,80.6,11,8.4
E00022994,89.1,7.8,3.1
E00022995,94.4,3.4,2.2
E00022996,76.1,17.6,6.3
E00022997,82.9,13.4,3.7
E00022998,95.6,3.5,0.9
E00022999,94.1,4.5,1.4
E00023000,85.6,9.7,4.6
E00023044,85.5,10.7,3.7
E00023045,90.8,6.8,2.4
E00023046,78.4,12.7,8.9
