geography_code,in_full_time_education-001,in_full_time_education-002
E00015250,13.4,86.6
E00015251,11.6,88.4
E00015252,10.9,89.1
E00015253,19.2,80.8
E00015254,13.7,86.3
E00015255,19.2,80.8
E00015256,12.8,87.2
E00015258,22.6,77.4
E00015259,15.3,84.7
E00015260,19.1,80.9
E00015261,24.6,75.4
E00015262,8.4,91.6
E00015263,15,85
E00015265,19.6,80.4
E00015266,26.9,73.1
E00015267,10.4,89.6
E00015280,7.9,92.1
E00015281,8.8,91.2
E00015282,16.7,83.3
E00015284,13.3,86.7
E00015286,28.1,71.9
E00015287,23.6,76.4
E00015289,7.8,92.2
E00015290,22.2,77.8
E00015292,19.7,80.3
E00015293,7.4,92.6
E00015294,7.9,92.1
E00015295,14,86
E00015296,8.5,91.5
E00015297,15.5,84.5
E00015298,16.4,83.6
E00015299,6.7,93.3
E00015300,10,90
E00015301,10.9,89.1
E00015302,12.5,87.5
E00015303,12.8,87.2
E00015304,13.4,86.6
E00015305,10.1,89.9
E00015306,21.1,78.9
E00015307,17.3,82.7
E00015308,17,83
E00015309,16.8,83.2
E00015311,16.1,83.9
E00015312,14,86
E00015313,10.4,89.6
E00015314,16.7,83.3
E00015315,14.4,85.6
E00015316,8.2,91.8
E00015317,16,84
E00015318,21.1,78.9
E00015319,13.6,86.4
E00015320,22.6,77.4
E00015321,6.6,93.4
E00015322,18.7,81.3
E00015323,13.9,86.1
E00015324,6.8,93.2
E00015325,14.5,85.5
E00015326,15.9,84.1
E00015327,12.3,87.7
E00015328,15.1,84.9
E00015329,13.1,86.9
E00015330,16.2,83.8
E00015331,25,75
E00015332,31.5,68.5
E00015333,22.6,77.4
E00015334,14.2,85.8
E00015335,10.7,89.3
E00015336,17.3,82.7
E00015337,12.9,87.1
E00015338,7.1,92.9
E00015339,14.3,85.7
E00015340,26.6,73.4
E00015396,28.3,71.7
E00015418,7.7,92.3
E00015584,22.8,77.2
E00015585,13.5,86.5
E00015586,30.6,69.4
E00015587,18.1,81.9
E00015588,28.9,71.1
E00015589,37.2,62.8
E00015591,21.8,78.2
E00015594,23.8,76.2
E00015595,8.8,91.2
E00015600,29.8,70.2
E00015601,22,78
E00015603,20.2,79.8
E00015604,12,88
E00015608,10.4,89.6
E00015793,15,85
E00022507,18.5,81.5
E00022508,19.8,80.2
E00022510,26,74
E00022679,5.4,94.6
E00022714,7.7,92.3
E00022718,14.7,85.3
E00022812,29.2,70.8
E00022813,13.9,86.1
E00022814,14.4,85.6
E00022815,20.1,79.9
E00022816,25.1,74.9
E00022817,16.5,83.5
E00022818,27.4,72.6
E00022819,11.9,88.1
E00022820,16.3,83.7
E00022821,18.7,81.3
E00022822,14.7,85.3
E00022823,33.8,66.2
E00022825,12.9,87.1
E00022826,30.7,69.3
E00022827,35.1,64.9
