geography_code,disability_3a-001,disability_3a-002
E00015250,11.9,88.1
E00015251,6.8,93.2
E00015252,26.3,73.7
E00015253,9.1,90.9
E00015254,11.7,88.3
E00015255,8.1,91.9
E00015256,9.2,90.8
E00015258,10.1,89.9
E00015259,8.5,91.5
E00015260,5.8,94.2
E00015261,7.6,92.4
E00015262,7.1,92.9
E00015263,14.8,85.2
E00015265,9.2,90.8
E00015266,12.7,87.3
E00015267,8.3,91.7
E00015280,6.8,93.2
E00015281,13.3,86.7
E00015282,21.7,78.3
E00015284,11.2,88.8
E00015286,14.4,85.6
E00015287,11,89
E00015289,7.4,92.6
E00015290,12.9,87.1
E00015292,6.5,93.5
E00015293,6.5,93.5
E00015294,6.8,93.2
E00015295,10.8,89.2
E00015296,10.2,89.8
E00015297,15.7,84.3
E00015298,13.3,86.7
E00015299,9.9,90.1
E00015300,8.2,91.8
E00015301,15.2,84.8
E00015302,26.3,73.7
E00015303,11.5,88.5
E00015304,9.7,90.3
E00015305,17.5,82.5
E00015306,22.7,77.3
E00015307,6.3,93.7
E00015308,10.8,89.2
E00015309,18.3,81.7
E00015311,9.4,90.6
E00015312,4.8,95.2
E00015313,4.5,95.5
E00015314,11.3,88.7
E00015315,8,92
E00015316,11.7,88.3
E00015317,9.8,90.2
E00015318,14.2,85.8
E00015319,9.4,90.6
E00015320,16.4,83.6
E00015321,6.5,93.5
E00015322,18.2,81.8
E00015323,16.6,83.4
E00015324,8.1,91.9
E00015325,13.2,86.8
E00015326,14.7,85.3
E00015327,12.7,87.3
E00015328,25.8,74.2
E00015329,5.5,94.5
E00015330,14.5,85.5
E00015331,15.4,84.6
E00015332,11.2,88.8
E00015333,16.7,83.3
E00015334,10.7,89.3
E00015335,8.5,91.5
E00015336,25.7,74.3
E00015337,17.4,82.6
E00015338,8.2,91.8
E00015339,32.4,67.6
E00015340,15.5,84.5
E00015396,15,85
E00015418,9,91
E00015584,12,88
E00015585,10.5,89.5
E00015586,12.5,87.5
E00015587,8.8,91.2
E00015588,11.3,88.7
E00015589,13.9,86.1
E00015591,14.1,85.9
E00015594,10.8,89.2
