geography_code,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00015250,92.6,3.7,0.9,2.8
E00015251,95.5,3.3,1.2,0
E00015252,95,2.3,0.5,2.3
E00015253,95.3,1.7,1,2
E00015254,93.3,1.3,4,1.3
E00015255,94.8,3.1,0.7,1.4
E00015256,95.6,3.1,0.9,0.4
E00015258,92.7,4.4,1.2,1.8
E00015259,96,3,0.7,0.3
E00015260,94.2,4.5,1,0.3
E00015261,94.8,3.7,0.6,0.9
E00015262,98.8,0.4,0.4,0.4
E00015263,93.9,2.3,0,3.8
E00015265,96.1,3.2,0.4,0.4
E00015266,95.9,2.3,1.2,0.6
E00015267,96.1,2.8,0.7,0.4
E00015280,96.1,2.2,1.3,0.4
E00015281,94.3,4.3,0.6,0.9
E00015282,90.5,3.3,4,2.2
E00015284,90.1,6.1,2.2,1.7
E00015286,93.2,3.4,1.9,1.5
E00015287,93.1,3.6,1.9,1.4
E00015289,95.8,2.2,1.1,0.8
E00015290,93.6,4.7,1.1,0.6
E00015292,97.6,2.1,0.3,0
E00015293,96.8,2.5,0.5,0.2
E00015294,97,2.5,0,0.4
E00015295,96.1,3.1,0,0.8
E00015296,95.6,3.3,1.1,0
E00015297,94.3,1.1,1.9,2.7
E00015298,93.3,5,1.3,0.3
E00015299,95.3,4.3,0,0.4
E00015300,98.8,0.4,0.4,0.4
E00015301,94.1,2.5,2.5,0.8
E00015302,95.3,2.1,0.5,2.1
E00015303,94.1,4.1,1.4,0.5
E00015304,96.6,2.5,0.3,0.6
E00015305,89.3,7,1.5,2.1
E00015306,93.9,3.5,1.7,0.9
E00015307,96.8,2.8,0,0.4
E00015308,94.5,3.2,1.2,1.2
E00015309,94.7,2.6,1.6,1
E00015311,92.2,3.5,1.7,2.6
E00015312,96.4,1.8,0.9,0.9
E00015313,97.4,2.1,0.5,0
E00015314,94.4,1.5,1.9,2.2
E00015315,94.4,4,0,1.6
E00015316,96,3.3,0,0.6
E00015317,97,1.7,1,0.3
E00015318,93.8,4.4,0.7,1.1
E00015319,95,3.2,0.7,1.1
E00015320,92.7,3.7,1.6,2
E00015321,94.7,3.2,1,1.2
E00015322,96.1,2.6,0.9,0.4
E00015323,94.8,3,0.9,1.3
E00015324,96.9,1.1,1.1,0.8
E00015325,93,3.3,0.9,2.8
E00015326,93.6,3.6,1.8,0.9
E00015327,94,2.6,0.9,2.6
E00015328,95.3,1.9,1.9,0.9
E00015329,97.5,1.7,0,0.8
E00015330,93.2,2.4,2.4,2.1
E00015331,92.2,3.3,1.8,2.7
E00015332,95.2,1.9,1.6,1.3
E00015333,92.5,4,0.9,2.7
E00015334,96.9,0.9,1.5,0.6
E00015335,94.3,3.5,0.7,1.5
E00015336,90,4.7,2,3.3
E00015337,95,2.5,0.8,1.7
E00015338,95.9,1.7,2,0.3
E00015339,94.5,3.1,1.5,0.9
E00015340,90.1,5.1,1.5,3.3
E00015396,91.2,4.6,1.6,2.6
E00015418,96.5,2.1,1.1,0.4
E00015584,91.4,4.7,2.1,1.8
E00015585,94.3,3.1,1.7,0.9
E00015586,91.8,3.5,2.7,2
E00015587,95.5,1.8,1.3,1.4
E00015588,95.7,0.5,2.1,1.7
E00015589,91.1,2.5,3.3,3.1
E00015591,91.2,4.2,2.4,2.2
E00015594,95.1,3,2,0
E00015595,95.3,3.9,0,0.7
E00015600,96.6,2.8,0,0.6
E00015601,96.8,3.2,0,0
E00015603,93.3,3.2,2.5,1.1
E00015604,95.7,2.5,1.1,0.7
E00015608,93.9,5,1.1,0
E00015793,94.5,3.7,1.4,0.5
E00022507,95.5,2.6,0.6,1.3
E00022508,96.3,2,1,0.7
E00022510,97,2.5,0,0.5
E00022679,95.9,1.7,1.4,1
E00022714,97.6,0.7,1.2,0.5
E00022718,93,5.2,0.3,1.4
E00022812,93,2.1,1.3,3.7
E00022813,96.3,2.6,0.8,0.3
E00022814,96.2,2.6,0.6,0.6
E00022815,90.5,3.9,2,3.6
E00022816,92.2,1.6,0.4,5.8
E00022817,93.3,1.7,2,2.9
E00022818,93.2,1.9,1.1,3.8
E00022819,97.2,1.9,0.6,0.3
E00022820,94,2.7,0.5,2.7
E00022821,95.2,2.4,1.1,1.3
E00022822,90.5,4.5,2.7,2.3
E00022823,95,2.7,1.5,0.9
E00022825,94.2,1.9,2.6,1.3
E00022826,91,2.6,5.1,1.3
E00022827,91,3.9,2.4,2.7
E00022828,92.9,2.9,1.3,2.9
E00022829,98.7,0.9,0.4,0
E00022830,95.5,2.5,1.1,0.8
E00022832,92.4,5,1,1.7
E00022834,89.7,4.4,2.2,3.7
E00022838,94.2,3.6,1.8,0.4
E00022844,94.5,1.6,0.4,3.6
E00022845,96.4,1.8,1.8,0
E00022846,88.3,5.2,3,3.5
E00022847,95.7,1.3,2.2,0.9
