geography_code,disability_3a-001,disability_3a-002
E00092798,11.7,88.3
E00092799,17.1,82.9
E00092800,15.2,84.8
E00092801,17.9,82.1
E00092802,10.5,89.5
E00092803,14.7,85.3
E00092804,10.2,89.8
E00092806,17.1,82.9
E00092807,13,87
E00092808,13.7,86.3
E00092809,13.4,86.6
E00092811,23.7,76.3
E00092813,29.8,70.2
E00092815,24.4,75.6
E00092816,18.8,81.2
E00092817,21.4,78.6
E00092818,18.4,81.6
E00092820,17.2,82.8
E00092821,24.1,75.9
E00092822,18.4,81.6
E00092823,19.7,80.3
E00092825,25.1,74.9
E00092826,28.1,71.9
E00092827,19,81
E00092828,19.4,80.6
E00092829,21.3,78.7
E00092830,21.4,78.6
E00092831,15.9,84.1
E00092832,34.5,65.5
E00092833,20.5,79.5
E00092835,21.2,78.8
E00092836,22.6,77.4
E00092837,12.3,87.7
E00092838,19.7,80.3
E00092839,15.5,84.5
E00092841,24.5,75.5
E00092842,28.8,71.2
E00092843,26.3,73.7
E00092845,22,78
E00092846,12.4,87.6
E00092847,21.6,78.4
E00092848,30.4,69.6
E00092849,22.4,77.6
E00092850,11.5,88.5
E00092851,20.1,79.9
E00092852,20.6,79.4
E00092853,17.5,82.5
E00092854,17.7,82.3
E00092855,22.5,77.5
E00092856,24.4,75.6
E00092857,26.3,73.7
E00092858,20.2,79.8
E00092860,16.6,83.4
E00092861,14.2,85.8
E00092862,21.8,78.2
E00092863,14.6,85.4
E00092864,29.4,70.6
E00092865,12.7,87.3
E00092866,13,87
E00092867,11.9,88.1
E00092868,9.8,90.2
E00092869,16,84
E00092870,11.9,88.1
E00092871,10.9,89.1
E00092872,12.9,87.1
E00092873,20.6,79.4
E00092874,25.9,74.1
E00092875,9.6,90.4
E00092876,22.5,77.5
E00092877,12.5,87.5
E00092878,15,85
E00092879,11.9,88.1
E00092880,13.7,86.3
E00092881,15.2,84.8
E00092882,10.4,89.6
E00092883,18.9,81.1
E00092884,26.9,73.1
E00092885,13.8,86.2
E00092886,16.8,83.2
E00092887,13.8,86.2
E00092888,18.4,81.6
E00092889,20.3,79.7
E00092890,18.5,81.5
E00092891,17.2,82.8
E00092892,15.8,84.2
E00092894,25.1,74.9
E00092895,11.2,88.8
E00092896,24.9,75.1
E00092897,14.6,85.4
E00092898,19.6,80.4
E00092899,38.7,61.3
E00092900,15,85
E00092901,13.6,86.4
E00092902,10.2,89.8
E00092903,10.9,89.1
E00092904,12.6,87.4
E00092905,13.2,86.8
E00092906,19.7,80.3
E00092907,27.6,72.4
E00092908,11,89
E00092909,17.2,82.8
E00092910,17.8,82.2
E00092911,12.6,87.4
E00092912,19.5,80.5
E00092913,17.9,82.1
E00092914,13.2,86.8
E00092915,11.9,88.1
E00092916,17,83
E00092918,13.9,86.1
E00092919,19.7,80.3
E00092920,23.5,76.5
E00092921,12,88
E00092922,21.9,78.1
E00092923,18.7,81.3
E00092924,14.8,85.2
E00092925,18.7,81.3
E00092926,22.1,77.9
E00092927,15.1,84.9
E00092928,15.5,84.5
E00092929,21.2,78.8
E00092930,26.5,73.5
E00092931,12.8,87.2
E00092933,21.2,78.8
E00092934,20.7,79.3
E00092944,16.5,83.5
E00092945,10.4,89.6
E00092946,16,84
E00092947,21.2,78.8
E00092948,14.9,85.1
E00092950,14.8,85.2
E00092952,20.7,79.3
E00092953,26.8,73.2
E00092954,12.7,87.3
E00092955,8.4,91.6
E00092956,14.5,85.5
E00092957,12.4,87.6
E00092958,14.7,85.3
E00092960,14.2,85.8
E00092962,20.8,79.2
E00092963,22.6,77.4
E00092964,19.6,80.4
E00092965,37.4,62.6
E00092966,13.9,86.1
E00092967,12.7,87.3
E00092968,16.4,83.6
E00092969,14.1,85.9
E00092970,11.3,88.7
E00092971,15.3,84.7
E00092972,20.8,79.2
E00092973,12.5,87.5
E00092974,27.9,72.1
E00092975,35.3,64.7
E00092976,34.7,65.3
E00092977,12.9,87.1
E00092978,22.3,77.7
E00092979,18.2,81.8
E00092980,24.9,75.1
E00092981,22.9,77.1
E00092982,23.1,76.9
E00092983,20.2,79.8
E00092984,14.6,85.4
E00092985,18.6,81.4
E00093004,23.1,76.9
E00093005,15.9,84.1
E00093006,21.1,78.9
E00093007,15.6,84.4
E00093008,28.8,71.2
E00093009,15.1,84.9
E00093010,16.6,83.4
E00093011,15.4,84.6
E00093012,23.1,76.9
E00093013,18.5,81.5
E00093014,20.6,79.4
E00093016,21.2,78.8
E00093017,17.8,82.2
E00093018,24.8,75.2
E00093019,14.9,85.1
E00093020,22.4,77.6
E00093021,16,84
E00093023,20.5,79.5
E00093024,22.6,77.4
E00093025,20.8,79.2
E00093026,18.8,81.2
E00093029,18.3,81.7
E00093030,17.6,82.4
E00093031,17.9,82.1
E00093033,25.9,74.1
E00093035,21.4,78.6
E00093036,19.1,80.9
E00093037,32.9,67.1
E00093038,19.4,80.6
E00093039,15,85
E00093041,21.7,78.3
E00093042,13.5,86.5
E00093043,11.7,88.3
E00093044,13.8,86.2
E00093046,13.4,86.6
E00093048,11.6,88.4
E00093049,18.5,81.5
E00093050,11.5,88.5
E00093051,16.9,83.1
E00093052,12.9,87.1
E00093053,21.1,78.9
E00093055,13.8,86.2
E00093056,16.7,83.3
E00093058,13,87
E00093059,28.8,71.3
E00093060,18.2,81.8
E00093062,11.7,88.3
E00093227,13.1,86.9
E00093228,10.8,89.2
E00093259,7.3,92.7
E00093712,9.6,90.4
E00093713,13.4,86.6
E00093714,9.5,90.5
E00093715,8.6,91.4
E00093716,22.7,77.3
E00093717,16.7,83.3
E00093718,44.6,55.4
E00093719,16.5,83.5
E00093720,21.2,78.8
E00093721,11.4,88.6
E00093722,8.8,91.2
E00093723,16.2,83.8
E00093724,6.6,93.4
E00093725,6.4,93.6
E00093726,27.3,72.7
E00093727,13.2,86.8
E00093728,10.4,89.6
E00093732,9.3,90.7
E00093737,15.3,84.7
E00093747,11.4,88.6
E00093748,21.6,78.4
E00093749,20.3,79.7
E00093750,32.1,67.9
E00093751,12.3,87.7
E00093752,27.9,72.1
E00093753,19.3,80.7
E00093754,16.9,83.1
E00093755,12.4,87.6
E00093756,23.1,76.9
E00093757,12.3,87.7
E00093758,18.8,81.2
E00093759,18.5,81.5
E00093760,13,87
E00093761,30.5,69.5
E00093763,8.4,91.6
E00093764,13.2,86.8
E00093779,11,89
E00093780,12,88
E00093799,13.5,86.5
E00093800,8.9,91.1
E00093801,6.9,93.1
E00093802,12.2,87.8
E00093803,13.4,86.6
E00093804,10.7,89.3
E00093805,10.9,89.1
E00093806,11.4,88.6
E00093807,9.4,90.6
E00093808,12.7,87.3
E00093809,10.9,89.1
E00093810,11.7,88.3
E00093811,11.3,88.7
E00093812,6.5,93.5
E00093813,10.9,89.1
E00093814,12.1,87.9
E00093815,16.9,83.1
E00093816,14.2,85.8
E00093817,15.3,84.7
E00093818,14.8,85.2
E00093819,25.2,74.8
E00093820,15.6,84.4
E00093821,18,82
E00093822,8.3,91.7
E00093854,12.1,87.9
E00093855,18.6,81.4
E00093856,17.9,82.1
E00093857,12.4,87.6
E00093858,17.2,82.8
E00093859,14.4,85.6
E00093860,11.2,88.8
E00093861,18.8,81.2
E00093870,7.9,92.1
E00093871,14.1,85.9
E00093872,21.2,78.8
E00093873,16.6,83.4
E00093874,8.4,91.6
E00093875,15.4,84.6
E00093876,12.5,87.5
E00093877,6.3,93.8
E00093878,27,73
E00093879,25.4,74.6
E00093880,19.9,80.1
E00093881,12,88
E00093882,8.5,91.5
E00093883,12.1,87.9
E00093884,15.8,84.2
E00093887,7,93
E00093888,14.8,85.2
E00093889,11.5,88.5
E00093890,9.6,90.4
E00093891,10.3,89.7
E00093892,9.8,90.2
E00093893,29.7,70.3
E00093894,10.3,89.7
E00093895,14.7,85.3
E00093896,11.8,88.2
E00093897,14.3,85.7
E00093898,20.5,79.5
E00093899,22.4,77.6
E00093900,15,85
E00093901,22.6,77.4
E00093902,12.3,87.7
E00093903,33.1,66.9
E00093904,13.8,86.2
E00093905,8.6,91.4
E00093906,15.1,84.9
E00093907,10.5,89.5
E00093908,9.9,90.1
E00093909,10.7,89.3
E00093910,11.3,88.7
E00093911,14.1,85.9
E00093912,7,93
E00093913,9.1,90.9
E00093914,29.6,70.4
E00093915,18.7,81.3
E00093916,17.6,82.4
E00093917,20.1,79.9
E00093918,27.4,72.6
E00093919,28.5,71.5
E00093920,16.4,83.6
E00093921,23.5,76.5
E00093922,14.5,85.5
E00093923,23.2,76.8
E00093924,23.7,76.3
E00093925,20.8,79.2
E00093926,11.3,88.7
E00093927,19.3,80.7
E00093928,19.5,80.5
E00093929,26.6,73.4
E00093930,12.3,87.7
E00093931,18.1,81.9
E00093932,16,84
E00093943,15.1,84.9
E00093944,15.3,84.7
E00093945,9.7,90.3
E00093946,9.8,90.2
E00093949,25.5,74.5
E00093950,16.5,83.5
E00093951,10.6,89.4
E00093952,22.4,77.6
E00093953,10.7,89.3
E00093954,17.8,82.2
E00093955,19.9,80.1
E00093956,15.8,84.2
E00093957,12.5,87.5
E00093958,24.8,75.2
E00093959,31.5,68.5
E00093960,24.5,75.5
E00093961,16.1,83.9
E00093962,12,88
E00093963,49,51
E00093964,23.1,76.9
E00093965,13.7,86.3
E00093966,9.8,90.2
E00093967,26.8,73.2
E00093968,13,87
E00093969,27,73
E00093970,14.1,85.9
E00093971,26.4,73.6
E00093972,20.5,79.5
E00093973,16.3,83.7
E00093974,8.3,91.7
E00093975,22.7,77.3
E00093976,14.9,85.1
E00093977,16.3,83.7
E00093978,11.3,88.7
E00093979,20.6,79.4
E00093980,19.8,80.2
E00093981,15.5,84.5
E00093982,19.6,80.4
E00093983,18.2,81.8
E00093985,17.3,82.7
E00093986,19.1,80.9
E00093987,17.1,82.9
E00093988,14.7,85.3
E00093989,17.6,82.4
E00093990,10.2,89.8
E00093991,15.7,84.3
E00093992,16.7,83.3
E00093993,13.8,86.2
E00093994,11.6,88.4
E00093995,21.5,78.5
E00093996,14.2,85.8
E00093997,13.3,86.7
E00093998,16.5,83.5
E00093999,19.4,80.6
E00094000,35.9,64.1
E00094003,21,79
E00094005,18.1,81.9
E00094006,25.1,74.9
E00094007,22.5,77.5
E00094008,19.3,80.7
E00094009,19.1,80.9
E00094011,17.1,82.9
E00094012,13.4,86.6
E00094013,17.2,82.8
E00094014,20.4,79.6
E00094015,20.8,79.2
E00094016,24,76
E00094017,21.8,78.2
E00094018,30.2,69.8
E00094019,21.6,78.4
E00094020,20.3,79.7
E00094021,24.7,75.3
E00094022,23.3,76.7
E00094023,30.6,69.4
E00094027,19,81
E00094028,19.9,80.1
E00094029,16.5,83.5
E00094030,20.2,79.8
E00094031,30.1,69.9
E00094033,20.9,79.1
E00094035,20.7,79.3
E00094036,16.7,83.3
E00094037,19.8,80.2
E00094038,11,89
E00094039,26.6,73.4
E00094040,12.9,87.1
E00094041,15.1,84.9
E00094042,11.4,88.6
E00094043,14.3,85.7
E00094044,18,82
E00094045,15.5,84.5
E00094046,15.8,84.2
E00094047,14.4,85.6
E00094048,10.3,89.7
E00094049,16.5,83.5
E00094050,21,79
E00094051,17.1,82.9
E00094052,17.3,82.7
E00094053,16.1,83.9
E00094054,13.5,86.5
E00094055,15.6,84.4
E00094056,15.1,84.9
E00094057,25.9,74.1
E00094058,16.5,83.5
E00094059,14,86
E00094060,17.3,82.7
E00094062,21.5,78.5
E00094063,33,67
E00094064,23.3,76.7
E00094065,19.3,80.7
E00094066,23,77
E00094067,16.1,83.9
E00094068,11.7,88.3
E00094069,38.4,61.6
E00094070,13.6,86.4
E00094071,10.7,89.3
E00094072,25.4,74.6
E00094073,30.8,69.2
E00094074,27.3,72.7
E00094075,25.5,74.5
E00094076,29,71
E00094077,23.8,76.2
E00094078,34.7,65.3
E00094079,15.6,84.4
E00094080,14.6,85.4
E00094081,13.1,86.9
E00094082,11.5,88.5
E00094083,14.8,85.2
E00094084,18.6,81.4
E00094085,15.4,84.6
E00094086,14.2,85.8
E00094088,17.9,82.1
E00094089,7.5,92.5
E00094090,8.9,91.1
E00094091,17.1,82.9
E00094092,19.7,80.3
E00094093,12.3,87.7
E00094094,12.7,87.3
E00094095,12.5,87.5
E00094096,8.8,91.2
E00094097,11.5,88.5
E00094098,16.9,83.1
E00094099,17.3,82.7
E00094100,28.1,71.9
E00094101,32.3,67.7
E00094102,18.6,81.4
E00094103,26,74
E00094104,16.7,83.3
E00094105,44.8,55.2
E00094106,19.9,80.1
E00094107,31.6,68.4
E00094108,23.8,76.2
E00094109,36.8,63.2
E00094110,23.7,76.3
E00094111,23.6,76.4
E00094112,20.7,79.3
E00094113,20.8,79.2
E00094114,27.4,72.6
E00094115,21.7,78.3
E00094123,38.2,61.8
E00094124,15.2,84.8
E00094125,16.5,83.5
E00094126,14.5,85.5
E00094127,7.6,92.4
E00094128,33.4,66.6
E00094129,10.9,89.1
E00094130,16.3,83.7
E00094131,13.1,86.9
E00094132,9,91
E00094133,24.5,75.5
E00094134,13.8,86.2
E00094135,11.1,88.9
E00094136,7.5,92.5
E00094137,12.8,87.2
E00094138,11.7,88.3
E00094144,7.3,92.7
E00094145,18.5,81.5
E00094146,7.3,92.7
E00094147,11.5,88.5
E00094148,17.3,82.7
E00094149,14.5,85.5
E00094151,43.1,56.9
E00094152,16.1,83.9
E00094153,8.2,91.8
E00094154,9.8,90.2
E00094155,15.2,84.8
E00094156,14.6,85.4
E00094157,13.5,86.5
E00094206,11.4,88.6
E00094208,8.4,91.6
E00094210,11.7,88.3
E00094211,14.4,85.6
E00094212,14.7,85.3
E00094213,7.6,92.4
E00094214,15.2,84.8
E00094215,17.1,82.9
E00094216,14.2,85.8
E00094218,18.2,81.8
E00094219,9.2,90.8
E00094220,12.6,87.4
E00094221,10.1,89.9
E00094222,14.2,85.8
E00094238,23,77
E00094409,10.8,89.2
E00094411,24,76
E00094507,20,80
E00094508,35.4,64.6
E00094509,35,65
E00094510,17.2,82.8
E00094511,17.7,82.3
E00094512,12.6,87.4
E00094513,12.8,87.2
E00094514,19.8,80.2
E00151675,22.1,77.9
E00151676,25.1,74.9
E00151677,16.8,83.2
E00151680,16.6,83.4
E00151681,13.7,86.3
E00151684,12.7,87.3
E00151685,11.6,88.4
E00151686,16.1,83.9
E00151687,25.3,74.7
E00151688,18.6,81.4
E00151689,22.2,77.8
E00151690,28.3,71.7
E00151691,12.9,87.1
E00151692,17.1,82.9
E00151693,17.3,82.7
E00151703,21.8,78.2
E00151704,22.9,77.1
E00151705,15.3,84.7
E00174340,16.4,83.6
E00174345,8.2,91.8
E00174346,26.9,73.1
E00174347,13.1,86.9
E00174348,24.9,75.1
E00174350,19,81
E00174352,13.9,86.1
E00174354,17,83
E00174355,12.2,87.8
E00174357,15.8,84.2
E00174368,10.4,89.6
E00174369,28.9,71.1
E00174397,14.4,85.6
E00174399,11.3,88.7
E00174400,13.7,86.3
E00174414,7.8,92.2
E00174417,21.4,78.6
E00184541,43.5,56.5
E00184542,21.8,78.2
E00184543,6.5,93.5
E00184544,31.2,68.8
E00184546,16.3,83.7
E00184547,21.8,78.2
E00184549,14.3,85.7
E00184552,11.6,88.4
E00184553,11.9,88.1
E00184554,19.8,80.2
E00184557,10.6,89.4
E00184558,8.5,91.5
E00184559,12.7,87.3
E00184560,7.9,92.1
E00184561,14.5,85.5
E00184562,14.7,85.3
E00184563,9.7,90.3
E00184564,19,81
E00184565,10.8,89.2
E00184567,11.1,88.9
E00184570,14.5,85.5
E00184571,12.6,87.4
E00184572,11.6,88.4
E00184573,52.2,47.8
E00184575,10.4,89.6
E00184576,15.6,84.4
E00184578,10.3,89.7
E00184579,12,88
E00184581,15.3,84.7
E00184582,10.5,89.5
E00184585,9.8,90.2
E00184587,8.7,91.3
E00184588,13.6,86.4
E00184589,12.4,87.6
E00184590,15.3,84.7
E00184591,12.4,87.6
E00184592,14.6,85.4
E00184595,14.4,85.6
E00184596,12.1,87.9
E00184597,19.3,80.7
E00184598,9.7,90.3
E00184601,10.1,89.9
E00184603,16.5,83.5
E00184604,25,75
E00184605,7.4,92.6
E00184606,12,88
E00184608,23.1,76.9
E00184610,11.2,88.8
E00184613,15.6,84.4
E00184615,7.7,92.3
E00184616,9.2,90.8
E00184618,10.6,89.4
E00184620,10.6,89.4
E00184621,11,89
E00184627,10.6,89.4
E00184629,9.8,90.2
E00184635,10.3,89.7
E00184636,16,84
E00184638,10.4,89.6
E00184640,10.7,89.3
E00184643,8.2,91.8
E00188882,13.8,86.2
