geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00041562,12.2,46.3,36.1,5.4
E00042615,23.6,37.8,29.1,9.4
E00042619,26.3,38.3,24.8,10.5
E00042622,10.6,50,32.4,7.1
E00042624,13.3,47.4,28.9,10.4
E00042630,57.5,29.1,11.2,2.2
E00042631,48.3,41.5,8.5,1.7
E00042635,17.3,39.3,40.3,3.1
E00139689,2.7,28.3,41.3,27.8
E00139690,5.6,40.8,29.6,23.9
E00139691,8.4,24.2,49.5,17.9
E00139692,2.6,22.6,45.2,29.6
E00139694,3.7,47.2,33.5,15.5
E00139701,23.5,47.7,19.7,9.1
E00139702,6.7,40.7,39.3,13.3
E00139703,10.1,35.5,42.6,11.8
E00139704,0,29.8,38.1,32.1
E00139705,9.2,45.8,34.6,10.5
E00139789,0,33.6,48.5,17.9
E00139796,8,30.4,39.1,22.5
E00139797,5,28.6,46.2,20.2
E00139800,6.1,31.6,43,19.3
E00139801,5.5,27.4,50,17.1
E00139802,0.8,31.5,48.5,19.2
E00139803,3.7,38.8,41.8,15.7
E00139804,13.1,32.8,36.9,17.2
E00139806,0,33.3,39.3,27.4
E00139808,4.9,27,45.1,23
E00139811,3.2,25.4,44.4,27
E00139812,7.8,30,45.6,16.7
E00139813,2.2,28.9,48.9,20
E00139814,8.8,37.3,45.1,8.8
E00139815,3.5,28.9,45.8,21.8
E00139816,11.5,45.9,30.4,12.2
E00139817,4.7,31.8,46.4,17.2
E00139818,0,58.7,37,4.3
E00139823,4.6,25.5,45.4,24.5
E00139836,1.7,23.7,50.8,23.7
E00139838,9.6,39.1,33.9,17.4
E00139856,6.3,33.9,42.9,17
E00139858,3.7,29.6,48.1,18.5
E00139862,17.3,48.9,28.8,5
E00139863,0,34.5,46.8,18.7
E00139864,9.6,52.6,26.7,11.1
E00139865,10.9,44.6,29.7,14.9
E00139867,11.1,38.6,37.4,12.9
E00139870,3.8,37.1,40.9,18.2
E00139871,6.4,46,34.2,13.4
E00139984,10.6,28.8,46.2,14.4
E00139985,2.6,42.3,39.7,15.4
E00140013,4.5,29.5,46.4,19.6
E00140014,4.4,40,41.1,14.4
E00140031,6.5,43.5,41.9,8.1
E00140032,8.2,43.4,36.1,12.3
E00140033,22.4,56.6,19.7,1.3
E00140034,10.7,46.7,35.2,7.4
E00176361,12.2,37.2,40.5,10.1
E00190017,0.8,20,51.2,28
E00190091,3.4,27.7,50,18.9
E00190117,0,21.4,57.9,20.6
