geography_code,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E02000024,71.8,18.9,4.3,2.9,2.2
E02000025,71.1,19.1,4.8,3,1.9
E02000026,71.9,21.2,3.5,1.9,1.4
E02000027,66.2,25.1,4.6,2.3,1.7
E02000028,66.6,22.8,4.4,3.5,2.8
E02000029,66.3,20.2,5.7,4.7,3.2
E02000030,70.3,23.2,2.9,2,1.6
E02000031,63.9,24.1,5.4,4,2.6
E02000032,64.5,28.4,3.1,2.1,1.8
E02000033,65.2,25.2,4.7,3,1.9
E02000034,61.3,25.6,5.7,4.7,2.7
E02000035,53.3,25.4,8.5,7,5.8
E02000036,59.3,28.2,6.5,3.7,2.3
E02000037,63,25.5,6.1,3.5,1.9
E02000277,64.8,26.4,4.4,2.5,1.9
E02000278,61.7,28.1,5.6,2.6,2
E02000279,58.9,28.5,5.8,4.7,2
E02000280,79.3,15.8,2.7,1.1,1
E02000281,69.9,22.9,3.6,2.2,1.4
E02000282,60.1,29.3,5.6,2.6,2.4
E02000283,61,29.7,4.6,2.9,1.9
E02000284,74.3,17.2,3.9,2.7,1.9
E02000285,78,17.1,2.2,1.7,1
E02000286,73.3,18.1,3.9,2.9,1.8
E02000287,67.4,23.9,3.4,3.1,2.1
E02000288,53.1,34,6.9,3.7,2.4
E02000289,74,21.7,2.1,1.4,0.8
E02000290,55.7,32.3,5.5,3.6,2.8
E02000291,63.1,23,6.1,4.9,2.8
E02000292,65,24.7,5.5,2.9,1.9
E02000293,75.1,19.5,2.5,1.7,1.3
E02000294,53.2,34.3,6.7,3.7,2
E02000295,63.4,25,4.9,4,2.8
E02000296,53.7,26.7,8.6,7.3,3.8
E02000297,68.7,23.1,3.9,3.1,1.2
E02000298,74,19.6,2.8,2.2,1.4
E02000299,48.4,34.9,8.2,5.3,3.2
E02000300,48.8,32.4,9.6,6.4,2.8
E02000301,51,34.1,7.6,4.3,2.9
E02000302,58.9,29.7,4.7,3.8,2.8
E02000303,52.5,33.4,6.3,4.6,3.2
E02000304,66.1,25.2,3.7,3.2,1.8
E02000305,59.2,23.2,8.2,6.3,3
E02000306,50.5,36.4,6.3,3.5,3.3
E02000307,50.2,35,7.8,4,3
E02000433,57.6,27.9,6.7,4.2,3.5
E02000895,76.4,18.8,2.3,1.4,1.1
E02000898,76.2,17.8,3.2,1.6,1.2
E02000899,67.7,21.4,5.4,3.3,2.3
E02003258,76,17.9,3.1,2,1.1
E02003259,70.9,20.9,4.3,2.2,1.6
E02003260,67.8,22.5,4.9,2.9,1.9
E02003261,74,20,2.7,1.9,1.4
E02003262,66.7,23.8,4.7,2.6,2.1
E02003263,65.3,22.7,5.3,3.8,2.9
E02003264,71.8,21.8,3.1,1.7,1.6
E02003265,80.9,12.6,3.5,1.8,1.1
E02003266,67.5,21.7,5.2,3.3,2.3
E02003267,57,28.7,5.5,5.4,3.5
E02003268,57.1,26.2,6.3,5.9,4.4
E02003269,70.1,17.6,5.6,3.9,2.8
E02003270,58.5,25,5.7,5.1,5.7
E02003271,75.4,14.4,5.1,3.2,1.8
E02003272,54.5,29.1,6.8,5.1,4.5
E02003273,67.9,19.9,5.6,4,2.7
E02003274,46.8,26.9,8.9,9.7,7.6
E02003276,45.8,24.8,11.1,8.7,9.6
E02003277,61,23.5,6.3,5,4.3
E02003278,47.5,19.5,12,10.5,10.5
E02003459,91.9,5.3,1.3,1,0.4
E02003460,89.5,7.5,1.5,0.8,0.7
E02003461,91,6.3,1.4,1,0.4
E02003462,89,6.9,1.9,1.3,0.9
E02003463,77.7,15,4,2.2,1.1
E02003464,75.6,14.9,4.7,2.7,2.1
E02003465,76.3,15.9,3.3,2.7,1.8
E02003466,78.1,12.1,4.5,2.9,2.4
E02003467,66.6,18,7.5,4.8,3.1
E02003468,83.4,10.1,3.2,2.3,1
E02003469,79.2,12.3,3.6,3.3,1.6
E02003470,74.7,15.4,5.1,3.1,1.8
E02003471,66.8,18.2,6.4,5.1,3.5
E02003472,49.2,18.9,10.9,10.7,10.4
E02003473,71.5,16.5,5,4.3,2.6
E02003474,70.4,17.1,5.9,4.5,2.2
E02003476,59.4,20.9,9.4,5.9,4.4
E02003478,71.8,15.7,5.1,4.5,2.9
E02003479,58,21.7,8.2,7.2,4.9
E02003480,77.7,14.4,3.7,2.6,1.7
E02003481,70.4,17,6.6,3.4,2.5
E02003482,84,9.9,3.1,1.8,1.2
E02003483,72.4,17.4,4.4,3.2,2.6
E02003484,73.7,15.5,5,3.2,2.6
E02003485,80.5,13,3.7,1.7,1.2
E02003486,72.8,16.7,4.9,2.8,2.9
E02003487,82.8,11.7,2.6,1.6,1.3
E02003488,72.6,16.9,5.2,3.4,1.9
E02003489,82.1,11,3.2,2.3,1.3
E02003490,74.4,15.4,5.5,3.1,1.6
E02003599,91.6,6.3,1.3,0.5,0.3
E02003600,93,4.9,1.1,0.6,0.3
E02003601,93.7,4.8,0.7,0.6,0.2
E02003602,93.7,4.8,0.6,0.5,0.4
E02003603,90.7,5.9,1.9,1,0.5
E02003604,90.7,6.5,1.7,0.6,0.6
E02003605,80.2,6,2.4,2.1,9.3
E02003606,93,5,0.7,0.4,0.8
E02003607,90.5,6.6,1.5,0.7,0.7
E02003608,92.7,5.5,0.8,0.6,0.4
E02003609,93.3,5.1,0.8,0.5,0.3
E02003610,93.7,4.7,0.8,0.4,0.4
E02003611,92.6,5.7,0.8,0.6,0.3
E02003612,92.1,6.1,1,0.4,0.3
E02003613,92.6,5.2,1.1,0.7,0.4
E02003614,91.5,5.4,1.8,0.7,0.5
E02003615,93.1,5.3,0.8,0.4,0.4
E02003616,93.2,4.9,0.7,0.7,0.4
E02003617,92.8,5.3,1,0.6,0.4
E02003618,90.3,6.9,1.4,0.9,0.6
E02003619,89.4,7.9,1.3,0.9,0.6
E02003620,83.1,12.7,2.1,1.1,1
E02003621,84.2,12.2,1.7,1.1,0.7
E02003622,79.3,14.4,3.5,1.9,0.9
E02003623,85,10.6,2,1.3,1.1
E02003624,76.3,12.6,4.9,3.4,2.8
E02003625,68.4,16.2,6.6,5.1,3.7
E02003626,80.4,13.2,3.4,2,1
E02003627,67.4,14.7,7.2,6.1,4.7
E02003628,57.1,24.5,7.4,6.6,4.4
E02003629,68.1,18.5,6.4,4.2,2.7
E02003630,56.8,22,8.4,6.7,6.1
