geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E02000024,15.5,25.3,28.2,31
E02000025,20.5,35.2,22.1,22.2
E02000026,9.6,22.3,37.9,30.2
E02000027,13.8,26.8,41.8,17.6
E02000028,14.2,30.7,26.5,28.6
E02000029,15.2,33.4,31,20.3
E02000030,5.8,20.6,28.2,45.5
E02000031,13.1,25.8,26.6,34.4
E02000032,4.2,5.1,49.1,41.7
E02000033,11.3,29.7,41.4,17.7
E02000034,15.9,33.9,24,26.2
E02000035,20.4,36.3,21.8,21.6
E02000036,11.4,27,35,26.7
E02000037,9.8,21.7,25.9,42.6
E02000277,8.5,25.5,51.8,14.2
E02000278,12.8,28.8,47.8,10.5
E02000279,19.5,32,37,11.6
E02000280,9.6,32.5,38,19.9
E02000281,15.5,36,34.7,13.9
E02000282,18.6,32.5,40.9,8
E02000283,4.9,20,59.4,15.8
E02000284,14.1,33.1,35.7,17
E02000285,3.8,9.2,56.3,30.7
E02000286,22.2,36.3,20.6,21
E02000287,10.8,21.8,23.8,43.5
E02000288,18.8,22.1,42.5,16.6
E02000289,2.2,11.2,45.6,40.9
E02000290,26.4,34.7,30,9
E02000291,25.4,40.8,22.8,11
E02000292,6.7,25.8,51.1,16.4
E02000293,7.7,20.8,26.4,45.2
E02000294,6.6,24.5,54.5,14.3
E02000295,10.1,37,26.5,26.4
E02000296,16.4,42.1,26.6,14.9
E02000297,8.6,11.9,47.2,32.3
E02000298,9.4,19.1,25.3,46.2
E02000299,15.1,27.9,45.8,11.2
E02000300,18.9,20.6,44.7,15.7
E02000301,21.5,33,36.3,9.2
E02000302,10.1,16.1,51.5,22.3
E02000303,21.3,26.7,41.4,10.6
E02000304,7.5,15.6,28.7,48.2
E02000305,21.9,29.5,21.7,26.8
E02000306,26.7,41.5,25.1,6.6
E02000307,5.4,23.8,54.4,16.4
E02000433,15.2,38.5,17.6,28.7
E02000895,13,22.5,42,22.4
E02000898,15,28,34.7,22.4
E02000899,12.2,17.8,47,23
E02003258,10.7,15.7,39,34.5
E02003259,3.6,31.5,54.9,10
E02003260,13.2,28.1,50.2,8.5
E02003261,9.8,28.6,36.7,24.9
E02003262,14.4,23.1,51.3,11.1
E02003263,11.3,21,54.8,12.9
E02003264,2.2,11.9,49.1,36.9
E02003265,11.7,27,50,11.2
E02003266,12.4,26.6,51.5,9.5
E02003267,5.8,23.2,43.2,27.8
E02003268,7.2,21.2,51.9,19.6
E02003269,10.3,25.7,47.1,16.9
E02003270,6.9,21.7,57.7,13.7
E02003271,8.9,26.9,44.2,20.1
E02003272,9.2,20.6,45.3,24.9
E02003273,8.2,16.4,64.6,10.7
E02003274,24.4,29.7,29.6,16.2
E02003276,19.5,23.9,41.3,15.3
E02003277,15.1,21.3,52.4,11.3
E02003278,32.3,31.4,24.5,11.8
E02003459,6.8,20.1,36.2,37
E02003460,6.1,19.8,36.4,37.6
E02003461,6.1,19.7,47.7,26.5
E02003462,9.2,26.7,38.5,25.6
E02003463,9,14.3,43,33.7
E02003464,11.3,19.2,52.6,17
E02003465,11.2,26.5,31.3,30.9
E02003466,9.8,29.2,50.5,10.5
E02003467,17,24.3,38.4,20.3
E02003468,8.9,25.6,46,19.5
E02003469,7.1,21.4,41,30.5
E02003470,18.1,19.8,49.2,12.9
E02003471,12.9,23.2,39.6,24.3
E02003472,35.9,32.3,21.1,10.7
E02003473,15.3,20.6,31.6,32.5
E02003474,9.3,19.8,38.6,32.3
E02003476,17,27.8,42.8,12.5
E02003478,11,24.3,34.4,30.3
E02003479,13.9,26.9,42.6,16.6
E02003480,12,35.8,28,24.3
E02003481,24.8,27.8,35.3,12.1
E02003482,7.1,22.6,32.9,37.4
E02003483,7.5,23.5,25.4,43.6
E02003484,14.1,26.7,33.9,25.2
E02003485,6.6,20.7,53.6,19.1
