geography_code,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E02000024,56,32.6,9.6,1.8,0.1
E02000025,48,32.9,14.4,4.2,0.6
E02000026,55.5,29.6,12.6,2,0.3
E02000027,46.5,31.9,16.3,5,0.4
E02000028,54.9,31.2,11.5,2.1,0.3
E02000029,50,32,13.5,4.2,0.4
E02000030,57,29.5,10.8,2.6,0.2
E02000031,58.9,29.2,9.7,2.1,0.1
E02000032,54.6,33.8,9.9,1.6,0
E02000033,49.9,32.2,14.3,3.4,0.2
E02000034,51.9,33,11.6,3.2,0.3
E02000035,52.7,31.9,11.8,3.2,0.4
E02000036,48.2,34.6,13.3,3.8,0.2
E02000037,53,31.9,12.8,2.2,0.2
E02000277,37.1,37.6,19.4,5.4,0.4
E02000278,33,37,23,6.3,0.7
E02000279,37.7,35.8,19,6.8,0.7
E02000280,46.8,34.1,14.3,4.3,0.5
E02000281,41.1,34.3,18.1,5.9,0.6
E02000282,29.9,39.3,21.5,8.1,1.2
E02000283,37.8,36.7,19.3,6,0.3
E02000284,51.4,31.7,12.9,3.8,0.2
E02000285,56.1,30.7,10.9,2.2,0.2
E02000286,52.5,32.9,11.6,2.7,0.3
E02000287,55.4,31,11,2.2,0.4
E02000288,32.6,37.3,22,7.4,0.8
E02000289,56.9,31.2,10.3,1.4,0.1
E02000290,32.7,37.4,21.8,7.2,0.8
E02000291,44.4,36.5,14.8,3.8,0.4
E02000292,48.5,33.5,14.3,3.5,0.2
E02000293,57.3,31.9,9.3,1.4,0.1
E02000294,35.5,39,19.7,5.4,0.4
E02000295,52.4,32.9,10.8,3.6,0.2
E02000296,46.8,35.1,15,3.1,0
E02000297,50.8,34.8,12.4,1.9,0.1
E02000298,58.2,31.6,8.7,1.3,0.1
E02000299,34.4,37.1,21.4,6.3,0.8
E02000300,34,38.2,20.7,6,1.1
E02000301,30.3,38.7,22.6,7.8,0.7
E02000302,45.5,36.1,14.6,3.6,0.2
E02000303,29.2,38.8,21.5,9.2,1.2
E02000304,57.7,31.6,9.6,1,0.1
E02000305,51.5,32.7,13,2.6,0.1
E02000306,25.1,39,24.5,11,0.5
E02000307,41,37.7,17.3,3.7,0.2
E02000433,50.7,32.6,13,3.4,0.3
E02000895,42.9,34.6,17.9,4.4,0.2
E02000898,43.8,33.6,17.6,4.4,0.6
E02000899,45.4,34.3,16.3,3.8,0.3
E02003258,54,34.1,10.4,1.4,0.1
E02003259,46.4,36.7,13.7,3.1,0.1
E02003260,34.7,37.2,20.3,7,0.8
E02003261,43.9,36.6,15.6,3.8,0
E02003262,38,35.7,19,6.9,0.3
E02003263,42.7,37.5,15.9,3.7,0.2
E02003264,55.1,33.9,9.1,1.8,0
E02003265,47.8,34.2,14.3,3.3,0.3
E02003266,35.8,36.3,21.3,6.2,0.4
E02003267,37.5,37.6,18.8,5.8,0.2
E02003268,40.5,37.8,17.3,4.2,0.1
E02003269,48.2,35.8,13.2,2.5,0.1
E02003270,43.9,37.4,15.4,3.2,0.1
E02003271,53.1,32.4,12.1,2.1,0.2
E02003272,34,37.2,21.4,6.7,0.7
E02003273,45.5,34.4,15.7,4.2,0.1
E02003274,28.6,36.9,25.8,7.8,1
E02003276,35.2,37.8,20,6.2,0.9
E02003277,33.9,37.6,21.6,6.4,0.5
E02003278,38.8,37.7,17,5.6,0.9
E02003459,59.9,30,8.7,1.3,0.1
E02003460,59.7,30.5,8.4,1.3,0
E02003461,52.4,33.6,12.2,1.8,0
E02003462,58.4,30.6,9.4,1.4,0.2
E02003463,49,34.2,13.7,2.8,0.3
E02003464,38.8,36.2,18.8,5.9,0.3
E02003465,49.4,34.7,14,1.9,0
E02003466,53.2,31.9,11.9,2.9,0.1
E02003467,40.7,35.7,18.6,4.7,0.3
E02003468,51.8,33.8,12.1,2.2,0.1
E02003469,51.6,34.9,11.4,2.2,0
E02003470,29.8,36.9,23,9.3,1
E02003471,42.9,35.6,16.5,4.7,0.3
E02003472,46.7,32.6,15,5,0.6
E02003473,53.7,33.1,11.6,1.5,0.2
E02003474,52.3,34.3,10.8,2.5,0.2
E02003476,34.5,38.1,20.3,6.6,0.5
E02003478,55.3,31.3,10.8,2.6,0
E02003479,40.6,35.7,17.6,5.7,0.4
E02003480,54.1,31.6,11.5,2.7,0.2
E02003481,33.8,34.2,21.8,9.1,1.1
E02003482,61.3,29.9,7.4,1.4,0
E02003483,61.2,27.3,8.7,2.6,0.1
E02003484,49.7,33.5,13.4,3.2,0.2
E02003485,42.1,36.5,17.1,4.1,0.2
E02003486,60.5,28.4,8.8,2.2,0.1
E02003487,44.1,36.2,16,3.5,0.2
E02003488,41.1,37.9,17,3.5,0.3
E02003489,48.3,34.6,14.6,2.4,0.1
E02003490,45,33.2,16.2,5.2,0.5
