geography_code,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00044139,94.1,0,5.9,0
E00044140,96.2,0,3.8,0
E00044141,95.6,0,4.4,0
E00044142,95.1,0,4.9,0
E00044143,97.8,0,2.2,0
E00044144,87.6,0,12.4,0
E00044145,93.6,0,6.4,0
E00044146,95.8,0,4.2,0
E00044147,86.2,0,13.8,0
E00044148,91.4,0,8.6,0
E00044149,94,0,6,0
E00044150,92.5,0,7.5,0
E00044151,92.4,0,7.6,0
E00044152,94.3,0,5.7,0
E00044153,94.6,0.3,5.1,0
E00044154,95.4,0,4.2,0.4
E00044155,90.7,0,9.3,0
E00044156,92.1,0,7.9,0
E00044157,97.6,0.3,2.1,0
E00044158,88.4,0.4,11.2,0
E00044159,91.2,0.3,8.4,0
E00044160,93.7,0,6.3,0
E00044161,96.8,0.4,2.8,0
E00044162,91.2,0.7,8.1,0
E00044163,96.4,0,3.6,0
E00044164,95.1,0,4.9,0
E00044165,97,0,3,0
E00044166,95.9,0,4.1,0
E00044168,92.2,0.7,6.5,0.7
E00044169,92.1,0.4,6.7,0.7
E00044170,89.4,0,10.6,0
E00044171,91.2,0,8.8,0
E00044172,93.7,0,6.3,0
E00044173,94.3,0,5.7,0
E00044174,89.4,0,10.1,0.5
E00044175,88.4,0,10.9,0.7
E00044177,93.1,0,6.3,0.6
E00044185,91.4,0.3,5.3,3
E00044189,90.4,0,8.9,0.7
E00044191,51.5,0.6,9.6,38.4
E00044197,87.7,0,10.2,2.1
E00044200,57.6,2.4,10.4,29.6
E00044203,85.6,0.8,11.9,1.7
E00044317,91.6,0,7,1.4
E00044318,95.7,0,4.3,0
E00044319,93.8,0.8,5.4,0
E00044320,98.2,0,1.8,0
E00044321,91.8,0,8.2,0
E00044322,95.7,0,4,0.3
E00044323,92.5,0,7.5,0
E00044324,94,0,6,0
E00044325,94,0,4.9,1.1
E00044327,96.7,0.3,2.7,0.3
E00044328,94.9,0,5.1,0
E00044329,92.5,0,7.5,0
E00044330,94.5,0,5.5,0
E00044331,96,0,3.5,0.6
E00044332,93.8,0,6.2,0
E00044333,92,0.9,7.1,0
E00044336,92.1,0,7.5,0.4
E00044337,94.1,0,5.9,0
E00044338,94.8,0,4.5,0.7
E00044339,96.4,0.4,3.2,0
E00044340,89.6,0,10.4,0
E00044341,91.5,0,8.5,0
E00044342,89.1,0.5,10.4,0
E00044343,90.1,0,9.9,0
E00044344,85.5,0,14.5,0
E00044345,92.7,0.9,6.4,0
E00044346,88.7,0,11.3,0
E00044347,96.7,0,3.3,0
E00044348,87.6,0.5,11.5,0.5
E00044349,92.7,0,6.9,0.5
E00044463,96.6,0,3.4,0
E00044464,95.7,0,3.9,0.4
E00044465,97.1,0,2.9,0
E00044466,89.1,0.4,6.2,4.3
E00044467,95.8,0.3,3,0.9
E00044468,97.1,0.5,2.4,0
E00044469,91.5,0.3,8.2,0
E00044470,91.8,0.7,4.2,3.3
E00044471,88.3,0,11.7,0
E00044472,93,0,5.3,1.8
E00044473,86.4,0.4,10.4,2.9
E00044474,93.9,0,5.7,0.4
E00044475,94.5,0,5.2,0.3
E00044476,96.5,0,3.5,0
E00044477,91.7,0.3,7,1
E00044478,95.1,0,4.9,0
E00044479,94.5,0,5.5,0
E00044480,94.9,0,4.7,0.4
E00044481,94,0,6,0
