geography_code,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00141442,96.6,2.5,0.6,0.3,0
E00141443,97.1,1.9,0.6,0.3,0
E00141452,96.4,3,0.3,0.3,0
E00141453,97.5,2,0,0.5,0
E00141454,96.5,2.2,0,0.5,0.7
E00141455,97.2,2.8,0,0,0
E00141456,91.3,7.9,0.8,0,0
E00141457,96.3,2.7,0.3,0,0.7
E00141458,96.9,2.5,0.6,0,0
E00141459,95.9,3,0.6,0.6,0
E00141460,93.8,4.4,0.6,0.6,0.6
E00141461,94.2,2.9,0.7,0.7,1.4
E00141462,95.7,4.3,0,0,0
E00141463,94.6,5.4,0,0,0
E00141480,92.1,5.5,1.6,0.8,0
E00141481,94.5,2,0.4,1.6,1.6
E00141486,84.3,11.7,0.7,1.5,1.8
E00141489,96.1,1.9,1,0,1
E00141490,98.2,1.3,0.3,0.3,0
E00141494,96,2.9,0.8,0,0.3
E00141495,95.7,3.9,0.4,0,0
E00141496,96.6,1.7,0.6,0.8,0.3
E00141499,95.3,3.1,0.8,0.8,0
E00141500,97.6,1.2,0,1.2,0
E00141501,96.2,2.6,0.9,0,0.3
E00141502,95,2.9,0,0,2
E00141503,97,2.6,0,0.3,0
E00141504,97.7,1.3,0,1,0
E00141505,98,2,0,0,0
E00141506,98.2,1.8,0,0,0
E00141507,93.4,5.2,1.4,0,0
E00141508,99.3,0.3,0.3,0,0
E00141509,94.1,3.7,1.5,0.7,0
E00141510,98,1.3,0.3,0,0.5
E00141553,95.8,3.5,0.7,0,0
E00141554,93.5,4.9,0,1.2,0.4
E00141555,95.8,3.2,0.3,0,0.6
E00141556,96.1,3,0.4,0.4,0
E00141557,96.2,3.1,0.4,0.4,0
E00141558,95.3,2.6,1,0.5,0.5
E00141559,93.4,6.6,0,0,0
E00141560,98.7,1.1,0,0.3,0
E00141561,91.2,7.1,1.3,0.4,0
E00141562,99.3,0.7,0,0,0
E00141563,94.9,3.6,1.5,0,0
E00141564,97.6,2.4,0,0,0
E00141565,95,3.6,1.3,0,0
E00141566,97.5,1.7,0.6,0,0.3
E00141567,95.5,3.7,0,0.4,0.4
E00141568,98.8,0.8,0,0.4,0
E00141569,97.1,1.1,0.6,0,1.1
E00141570,98.7,1.3,0,0,0
E00141573,94.1,5,0,0.9,0
E00141574,98.1,1.2,0,0.7,0
E00141575,97.9,1.4,0.7,0,0
E00141576,97,1.2,0.8,1,0
E00141577,97.1,1.4,0.4,0.7,0.4
E00141578,97,1.5,1.5,0,0
E00141607,97.8,2.2,0,0,0
E00141608,96.4,3,0,0.6,0
E00141609,95.2,3.8,0.5,0.5,0
E00141610,100,0,0,0,0
E00141611,96.6,3.1,0,0,0.3
E00141612,93.6,4.3,0.9,0,1.3
E00141613,93.9,4.7,1,0.3,0
E00141617,96.1,2.3,0.6,1,0
E00141618,100,0,0,0,0
E00141619,98.5,1.1,0,0.4,0
E00141620,97.1,2.9,0,0,0
E00141621,96.9,3.1,0,0,0
E00141622,96.6,1.6,0,0.3,1.6
E00141623,90.7,5.4,1.2,1.9,0.8
E00141624,99.6,0.4,0,0,0
E00141625,93.7,5.3,0.5,0.5,0
E00170108,97.2,1.6,0,0.3,0.9
E00189803,98.9,0.9,0,0.3,0
