geography_code,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00141442,0,0,0.6,99.4,0
E00141443,0.6,0,0,99.4,0
E00141452,0.6,1.8,1.2,96.4,0
E00141453,0,0,1.5,98.5,0
E00141454,0.8,0,0,99.3,0
E00141455,0,0,0,100,0
E00141456,0.8,0,0,99.2,0
E00141457,0.7,0,0.3,99,0
E00141458,0.6,0,0,99.4,0
E00141459,0,0,0,100,0
E00141460,1.3,0,0.6,98.1,0
E00141461,0,0,0.7,99.3,0
E00141462,0,0,0,100,0
E00141463,0,0,0,100,0
E00141480,1.6,0.8,2.4,95.2,0
E00141481,0,0.4,0,99.2,0.4
E00141486,0.4,0,2.6,96.4,0.7
E00141489,1.9,0,0.3,97.7,0
E00141490,0,0,0,100,0
E00141494,0,0,0,99.7,0.3
E00141495,0.7,0,0,99.3,0
E00141496,0,0.3,0,99.7,0
E00141499,0,0.4,0.4,98.4,0.8
E00141500,0,0,1.2,98.4,0.4
E00141501,0,0,0.3,99.7,0
E00141502,0.6,0,1.8,97.7,0
E00141503,0.3,0,0.7,99,0
E00141504,0,0,0,99.7,0.3
E00141505,0,0,1,98.7,0.3
E00141506,0,0,0,100,0
E00141507,0.5,0,0,99.5,0
E00141508,0.3,0,2.7,96.9,0
E00141509,0.4,0,0.4,99.3,0
E00141510,0.5,0,0.8,98.7,0
E00141553,0,1.4,0,98.6,0
E00141554,3.6,0,1.2,95.2,0
E00141555,0,0,0.3,99.4,0.3
E00141556,0,0.2,0.4,99.4,0
E00141557,0.7,0,0,99.3,0
E00141558,0.5,0,0.5,97.9,1
E00141559,0.5,0,0,99,0.5
E00141560,0.3,0,0,99.7,0
E00141561,6.8,0,1.3,92,0
E00141562,0.7,0,0,99.3,0
E00141563,0,0,0,100,0
E00141564,0.6,0,0.6,98.2,0.6
E00141565,0.3,0,0.7,99,0
E00141566,0,0.3,0,99.7,0
E00141567,0.4,0,0.4,98.4,0.8
E00141568,0,0,0,100,0
E00141569,0,0,0,100,0
E00141570,0,0,0,100,0
E00141573,0.5,0,0,99.1,0.5
E00141574,0.2,0,0.7,98.8,0.2
E00141575,0.4,0,0.4,99.3,0
E00141576,0.2,0.4,0.8,98.6,0
E00141577,0,0,0,100,0
E00141578,0,0.4,0.7,98.9,0
E00141607,0,0,0,100,0
E00141608,0.6,0.6,0.6,98.2,0
E00141609,0,0,0.5,99.5,0
E00141610,0,0,1.2,98.8,0
E00141611,0,0,1.3,98.7,0
E00141612,0.4,0,0,99.1,0.4
E00141613,0.3,0,0,99.7,0
E00141617,0,0,0,100,0
E00141618,0,0,0,100,0
E00141619,0.4,0.4,3.1,96.2,0
E00141620,0.4,0,0.8,97.9,0.8
E00141621,0.3,0,0.3,99.3,0
E00141622,0,0,0.3,97.9,1.8
E00141623,2.7,0,0.8,96.5,0
E00141624,0,0,0,100,0
E00141625,0,0.5,0,99.5,0
E00170108,0,0.3,0,99.7,0
E00189803,0,0,0,99.7,0.3
