geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00141442,3.6,20.9,75.5
E00141443,0,26.4,73.6
E00141452,6.3,22.9,70.8
E00141453,7,20.9,72.1
E00141454,2.4,25.7,71.9
E00141455,6.6,23.7,69.7
E00141456,4.8,31.7,63.5
E00141457,2.9,25,72.1
E00141458,5.9,28.2,65.9
E00141459,1.4,22.2,76.4
E00141460,4.1,28.8,67.1
E00141461,1.4,37.7,60.9
E00141462,0,13.8,86.2
E00141463,1,27.2,71.8
E00141480,5.6,13,81.5
E00141481,6.3,20.8,72.9
E00141486,1.3,42,56.7
E00141489,3.9,26,70.1
E00141490,4.2,27.7,68.1
E00141494,2.2,26.9,70.9
E00141495,1.4,40.3,58.3
E00141496,1.2,29,69.8
E00141499,3.4,27.4,69.2
E00141500,1.7,34.7,63.6
E00141501,6,24.5,69.5
E00141502,2,34.6,63.4
E00141503,0.7,30,69.3
E00141504,4.9,36.4,58.7
E00141505,2.5,38.4,59.1
E00141506,0,34.7,65.3
E00141507,0.8,59.3,39.8
E00141508,3.8,38.2,58
E00141509,2.9,37.1,60
E00141510,2.9,24.1,73
E00141553,10.5,17.5,71.9
E00141554,0,34.7,65.3
E00141555,2,30.9,67.1
E00141556,0.5,30.8,68.8
E00141557,3,19.9,77.1
E00141558,3.5,50,46.5
E00141559,3.5,45.1,51.3
E00141560,0,56.7,43.3
E00141561,6.2,38.9,54.9
E00141562,3.8,27.7,68.5
E00141563,0.9,41.6,57.5
E00141564,0.9,64.9,34.2
E00141565,8.3,24.8,66.9
E00141566,2.5,22.8,74.7
E00141567,4.2,28,67.8
E00141568,0.8,28.3,70.8
E00141569,4.3,53.2,42.6
E00141570,2.7,41.8,55.5
E00141573,3.3,48.8,48
E00141574,4.1,29.1,66.9
E00141575,5.6,30.6,63.7
E00141576,3.8,25.6,70.6
E00141577,0,36,64
E00141578,0,39.1,60.9
E00141607,2.4,22.6,75
E00141608,3.8,16.7,79.5
E00141609,10.2,20.5,69.3
E00141610,2.7,19.1,78.2
E00141611,1.3,22,76.7
E00141612,0.9,29,70.1
E00141613,2.1,31.5,66.4
E00141617,5.6,26.1,68.3
E00141618,17.5,8.8,73.7
E00141619,2.4,27.8,69.8
E00141620,4.2,37,58.8
E00141621,0.8,26.2,73.1
E00141622,7.4,23.6,68.9
E00141623,3.2,27,69.8
E00141624,0,35.5,64.5
E00141625,2,49.5,48.5
E00170108,6,30.7,63.3
E00189803,3.5,31.8,64.7
