geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00141442,4.4,28.5,38.7,28.5
E00141443,8.3,49.3,30.6,11.8
E00141452,3.5,37.5,35.4,23.6
E00141453,2.4,26.2,51.2,20.2
E00141454,6.3,41.1,29.7,22.9
E00141455,5.3,34.7,41.3,18.7
E00141456,1.6,41.9,43.5,12.9
E00141457,7.1,39,31.9,22
E00141458,7.1,29.8,48.8,14.3
E00141459,1.5,23.5,52.9,22.1
E00141460,5.3,37.3,33.3,24
E00141461,6.8,37,42.5,13.7
E00141462,8.1,21,48.4,22.6
E00141463,3.9,32,42.7,21.4
E00141480,4,34,42,20
E00141481,11.6,30.5,40,17.9
E00141486,14.1,55.7,22.1,8.1
E00141489,8.7,33.1,40.9,17.3
E00141490,7.3,40.9,36.6,15.2
E00141494,7.2,39.4,40.6,12.8
E00141495,13,36.3,34.2,16.4
E00141496,8,45.4,36.8,9.8
E00141499,11.2,51.7,27.6,9.5
E00141500,11.3,43.5,35.5,9.7
E00141501,9.3,37.7,32.5,20.5
E00141502,18,40.7,35.3,6
E00141503,22.6,41.6,26.3,9.5
E00141504,16.1,40.9,32.2,10.7
E00141505,10.3,51.6,30.3,7.7
E00141506,15.8,60,20.8,3.3
E00141507,29.3,53.7,13,4.1
E00141508,18.8,57.9,15.8,7.5
E00141509,16.9,41.2,30.9,11
E00141510,5.7,37.4,42.5,14.4
E00141553,0,39.3,37.5,23.2
E00141554,10.6,45.5,36.6,7.3
E00141555,18.9,46.6,23,11.5
E00141556,10.6,48.8,32.4,8.2
E00141557,8,37.8,41.6,12.6
E00141558,19.5,49.6,25.7,5.3
E00141559,23.9,46.8,23.9,5.5
E00141560,32.9,47.4,16.7,3
E00141561,25.7,45.1,20.4,8.8
E00141562,10.2,40.9,35.4,13.4
E00141563,18.2,51.8,24.5,5.5
E00141564,43.6,46.4,5.5,4.5
E00141565,13.7,36.3,34.7,15.3
E00141566,9.6,46.5,28,15.9
E00141567,10.3,47.4,30.2,12.1
E00141568,10,50,30.8,9.2
E00141569,36.1,41.2,16.5,6.2
E00141570,27.2,57,13.2,2.6
E00141573,21.1,52.8,16.3,9.8
E00141574,23.5,41.8,25.9,8.8
E00141575,14.3,53.2,23,9.5
E00141576,12.5,44.7,28.8,13.9
E00141577,21.2,43.8,26.3,8.8
E00141578,22.9,51.1,20.6,5.3
E00141607,0,32.6,43,24.4
E00141608,8,33.3,46.7,12
E00141609,0,41.3,41.3,17.4
E00141610,3.6,37.3,40.9,18.2
E00141611,2.5,30.2,40.3,27
E00141612,2.9,33.3,38.1,25.7
E00141613,8.1,41.2,35.1,15.5
E00141617,3.5,34,45.4,17
E00141618,0,22.2,48.1,29.6
E00141619,4.7,53.5,32.3,9.4
E00141620,17.5,37.5,33.3,11.7
E00141621,6.1,50,32.6,11.4
E00141622,7.3,38.4,33.1,21.2
E00141623,7.3,41.5,35.8,15.4
E00141624,8.5,49.2,30.5,11.9
E00141625,24.8,38.6,25.7,10.9
E00170108,4,43.3,24.7,28
E00189803,11.8,47.1,31.2,10
