geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00141442,42.9,25.7,5,26.4
E00141443,53.8,23.1,2.8,20.3
E00141452,61,22.6,0.7,15.8
E00141453,58.6,32.2,5.7,3.4
E00141454,53.7,23.4,4.6,18.3
E00141455,65.4,14.1,3.8,16.7
E00141456,67.7,17.7,1.6,12.9
E00141457,55.3,22,2.1,20.6
E00141458,57.6,17.6,2.4,22.4
E00141459,40.3,17.9,9,32.8
E00141460,35.5,22.4,3.9,38.2
E00141461,53.6,13,1.4,31.9
E00141462,56.9,13.8,1.5,27.7
E00141463,59,21.9,1.9,17.1
E00141480,24,12,6,58
E00141481,43.9,28.6,9.2,18.4
E00141486,38.5,20.3,15.5,25.7
E00141489,35.2,27.2,2.4,35.2
E00141490,43.6,26.7,21.8,7.9
E00141494,41.8,17.6,7.1,33.5
E00141495,53.1,17.5,2.1,27.3
E00141496,31.9,33.7,20.2,14.1
E00141499,41.2,21.9,13.2,23.7
E00141500,56.6,18,1.6,23.8
E00141501,56.2,15,6.5,22.2
E00141502,41.6,22.1,7.8,28.6
E00141503,38.1,19.4,33.6,9
E00141504,43.5,25.9,3.4,27.2
E00141505,46.5,20,3.2,30.3
E00141506,77.5,9.2,4.2,9.2
E00141507,17.6,12,58.4,12
E00141508,32.6,14.1,27.4,25.9
E00141509,49.6,16.5,0,33.8
E00141510,60.7,18.5,3.5,17.3
E00141553,53.6,17.9,3.6,25
E00141554,62.6,22,0,15.4
E00141555,42.6,21.6,28.4,7.4
E00141556,58.2,22.1,8.7,11.1
E00141557,44.4,35.8,12.1,7.8
E00141558,41.4,17.1,8.1,33.3
E00141559,25.2,21.6,1.8,51.4
E00141560,68.7,9.9,7.7,13.7
E00141561,34.5,19.5,23.9,22.1
E00141562,58.3,26,1.6,14.2
E00141563,73.5,10.6,6.2,9.7
E00141564,16.4,10,70,3.6
E00141565,49.6,22.4,21.6,6.4
E00141566,59.2,24.2,12.1,4.5
E00141567,74.1,19.8,0.9,5.2
E00141568,54.2,26.7,4.2,15
E00141569,26.3,11.6,54.7,7.4
E00141570,22.8,13.2,59.6,4.4
E00141573,48.8,20.8,1.6,28.8
E00141574,21.1,31.6,40.9,6.4
E00141575,67.7,21.3,5.5,5.5
E00141576,44.2,28.4,7.7,19.7
E00141577,41.7,28.1,0.7,29.5
E00141578,40.3,18.6,22.5,18.6
E00141607,57.8,26.5,3.6,12
E00141608,41.3,20,8,30.7
E00141609,56.5,23.9,1.1,18.5
E00141610,56,23.9,10.1,10.1
E00141611,44.9,21.8,0,33.3
E00141612,58.1,27.6,1.9,12.4
E00141613,63,17.8,6.2,13
E00141617,62.9,18.6,1.4,17.1
E00141618,53.7,18.5,3.7,24.1
E00141619,60.9,18,7,14.1
E00141620,58.5,16.9,11,13.6
E00141621,63.6,24.2,6.8,5.3
E00141622,58.7,22,0,19.3
E00141623,43.9,22.8,0,33.3
E00141624,70.8,20,0.8,8.3
E00141625,37.4,26.3,25.3,11.1
E00170108,57.3,24.7,0,18
E00189803,65.9,14.7,4.1,15.3
