geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00141442,96.9,1.9,1.2
E00141443,97.4,1,1.6
E00141452,96,0.6,3.3
E00141453,97,0.5,2.5
E00141454,96.8,1.5,1.7
E00141455,97.2,2.2,0.6
E00141456,96.8,0,3.2
E00141457,96.3,1,2.7
E00141458,98.8,0,1.2
E00141459,98.8,0,1.2
E00141460,96.3,1.9,1.9
E00141461,98.6,0.7,0.7
E00141462,98.6,0,1.4
E00141463,95.5,0.5,4.1
E00141480,97.7,0.8,1.6
E00141481,97.6,0.4,2
E00141486,90.1,1.8,8
E00141489,96.7,0.7,2.6
E00141490,99.2,0,0.8
E00141494,97.6,0,2.4
E00141495,96.8,0.7,2.5
E00141496,97.8,0.3,2
E00141499,95.7,0.4,3.9
E00141500,96.5,0.4,3.1
E00141501,96.8,0.9,2.3
E00141502,95.3,0.9,3.8
E00141503,97.4,0,2.6
E00141504,96.1,0.6,3.2
E00141505,98,0.3,1.6
E00141506,99.1,0,0.9
E00141507,97.2,2.8,0
E00141508,97.6,0.7,1.7
E00141509,97,0,3
E00141510,98.5,0.5,1
E00141553,97.9,0.7,1.4
E00141554,95.5,1.6,2.8
E00141555,99.4,0,0.6
E00141556,96.8,0.4,2.8
E00141557,97.5,0.4,2.2
E00141558,95.9,1.5,2.6
E00141559,97,0.5,2.5
E00141560,98.4,0.8,0.8
E00141561,92.5,1.7,5.8
E00141562,99.3,0,0.7
E00141563,97,0,3
E00141564,96.3,0.6,3
E00141565,98,0,2
E00141566,97.2,0.8,2
E00141567,95.9,1.6,2.5
E00141568,99.2,0,0.8
E00141569,100,0,0
E00141570,99.6,0,0.4
E00141573,97.7,0.5,1.8
E00141574,98.1,0.2,1.7
E00141575,97.9,1.1,1.1
E00141576,97.2,0.2,2.6
E00141577,95.7,2.5,1.8
E00141578,97.8,0,2.2
E00141607,96.2,3.3,0.5
E00141608,95.8,1.2,3
E00141609,97.6,0,2.4
E00141610,99.2,0.8,0
E00141611,99,0.5,0.5
E00141612,91.8,3.9,4.3
E00141613,96.6,0.7,2.7
E00141617,95.1,1,3.9
E00141618,100,0,0
E00141619,98.9,0.4,0.8
E00141620,97.9,1.7,0.4
E00141621,96.2,0.7,3.1
E00141622,97.7,0.3,2.1
E00141623,95.7,1.2,3.1
E00141624,99.1,0.4,0.4
E00141625,98.9,0,1.1
E00170108,97.5,1.6,0.9
E00189803,99.1,0.6,0.3
