areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00112696,29,53.2,8.1,9.7
E00112697,27.7,41.5,18.1,12.8
E00112698,31.6,36.8,16.7,14.9
E00112699,27.8,48.6,15.3,8.3
E00112700,18.2,51.5,15.2,15.2
E00112701,26.1,40.9,14.8,18.2
E00112702,50.6,36,11.2,2.2
E00112703,54.1,25.5,15.3,5.1
E00112704,31.1,44.5,13.4,10.9
E00112705,52.9,32.4,5.9,8.8
E00112706,45.1,36.3,9.7,8.8
E00112707,27.3,38.3,16.4,18
E00112708,34.8,44.9,10.1,10.1
E00112709,42.2,44.2,8.2,5.4
E00112710,18.8,51.1,16.5,13.5
E00112711,30.8,33.6,18.2,17.5
E00112712,31.3,35.9,15.3,17.6
E00112714,28.2,49.6,7.6,14.5
E00112719,20.9,41.8,19,18.3
E00112721,60.2,29.6,5.6,4.6
E00112722,35.8,39.2,15.8,9.2
E00112723,25.2,49.6,11.5,13.7
E00112724,31.2,32.8,19.9,16.1
E00112725,28,41.1,16,14.9
E00112726,15.9,42,18.1,23.9
E00112728,42.4,31.3,11.1,15.3
E00112851,27.1,45.9,14.9,12.2
E00112852,29.6,44.4,14.2,11.7
E00112854,29.1,45.5,13.9,11.5
E00112855,32.8,35.9,14.1,17.2
E00112856,35.2,40.6,9.7,14.5
E00112887,33.9,41.1,8.9,16.1
E00112888,50.7,29.3,9.3,10.7
E00112889,66.1,18.5,9.7,5.6
E00112890,25.4,41.8,17.2,15.6
E00112891,31.6,48.7,11.1,8.5
E00112894,28.2,40.1,13.4,18.3
E00112895,46.3,43.4,4.4,5.9
E00112897,45.5,41.7,8.3,4.5
E00112898,34.1,44.7,10.6,10.6
E00112905,22.8,49.4,13.3,14.6
E00112906,33.6,41.6,6.2,18.6
E00112907,18.7,51.6,16.5,13.2
E00112908,24.2,44.4,13.1,18.2
E00112910,20,35.6,27.5,16.9
E00112911,21.6,28.7,20.4,29.3
E00112954,26.3,42.5,14.5,16.7
E00145138,20.7,39.7,17.4,22.3
E00145139,25.2,45.2,14.1,15.6
E00145140,34.5,39.4,14.1,12
E00145141,32.9,35.5,11.8,19.7
E00145142,24.4,33.7,17.9,24
E00145143,24.4,42.3,14.7,18.6
E00145144,19.9,49.3,16.9,14
E00145145,22.7,47.9,11.8,17.6
E00145146,34.8,40.2,6.5,18.5
E00145220,22.4,45.5,13.3,18.8
E00145221,23.6,40,13.6,22.7
E00145222,18.1,51.4,9.5,21
E00145223,27.2,42.4,9.8,20.7
E00145224,25,53.6,11.3,10.1
E00146496,23.5,46.2,18.9,11.4
E00146497,23.7,40.2,13.4,22.7
E00146498,22.5,43.7,9.9,23.9
E00146499,25.2,35.1,17.6,22.1
E00146500,26.3,41.4,15.8,16.5
E00146501,17.7,54.4,15,12.9
E00146502,28.2,42.1,13.8,15.9
E00146568,27,44.3,13,15.7
E00146569,21.7,42.8,15.2,20.3
E00146570,32.2,37.3,11,19.5
E00146571,27.9,29.1,18.6,24.4
E00146572,30.6,41,14.2,14.2
E00146573,35.6,37.3,15.3,11.9
E00146574,27.2,36,16,20.8
E00146575,42,32.1,15.2,10.7
E00146576,23.3,41.1,14,21.7
E00146577,34.9,40.3,16.3,8.5
E00146578,28.4,32.1,14.2,25.4
E00146579,32.5,35,13,19.5
E00146580,38.2,36.6,14.6,10.6
E00146581,53.6,25.9,7.1,13.4
E00146582,31.4,32.4,15.7,20.6
E00146583,13.5,49.4,15.4,21.8
E00146584,21.2,34.8,24.2,19.7
E00146585,39.1,33,15.7,12.2
E00146586,47.8,27.2,16.3,8.7
E00146587,29.5,40,17.1,13.3
E00146588,29.9,46.2,14.5,9.4
E00146589,27,32.4,17.1,23.4
E00146590,32.3,38.5,15.4,13.8
E00146591,31.3,28.4,19.4,20.9
E00146592,42.8,38.3,8.9,10
E00146593,38.4,38.4,11.9,11.3
E00146594,48.1,33.2,10.2,8.6
E00146595,31.9,31.9,14.3,21.8
E00146596,28.3,26.8,19.6,25.4
E00146598,48.6,33.6,11.2,6.5
E00146599,49.6,38,6.6,5.8
E00146600,36.8,32.8,18.4,12
E00146601,29.2,41.7,14.2,15
E00146602,20.1,43.1,18.8,18.1
E00146603,23.9,43.5,17.4,15.2
E00146605,33.3,33.3,16.7,16.7
E00146606,42.9,32.2,14.2,10.7
E00146607,27.2,44.1,18.4,10.3
E00146608,39.9,44.9,10.9,4.3
E00146609,46.3,32.5,12.2,8.9
E00146654,24.5,41.5,15.1,18.9
E00146661,23.2,46.5,13.5,16.8
E00146662,40.6,36.2,7.2,15.9
E00146663,25.8,39,15.1,20.1
E00146664,25.6,37.2,17.8,19.4
E00146665,38.7,36.1,10.9,14.3
E00146666,28.5,28.5,22,21.1
E00146667,20.3,37.5,21.9,20.3
E00146668,28.1,26.9,20.4,24.6
E00146669,30.9,38.2,8.5,22.4
E00146670,21.1,40.4,14,24.6
E00146671,32.7,31.8,17.3,18.2
E00146672,24,44.2,12.5,19.2
E00146673,26.4,43.8,13.2,16.5
E00146674,20.6,49,11.8,18.6
E00146675,33.6,43.8,10.9,11.7
E00146676,29.7,46.9,10.9,12.5
E00146677,26.1,40.9,19.1,13.9
E00146678,27.6,43.1,13.8,15.5
E00146679,38.4,32.8,13.6,15.3
E00146680,28.6,32,19,20.4
E00146681,27.5,35.3,15,22.2
E00146682,38.7,32.7,16.7,12
E00146683,18.8,42.4,19.4,19.4
E00146705,23.7,47.3,13,16
E00146706,18.3,39.9,17.6,24.2
E00146707,22.2,40.5,14.4,22.9
