areacd,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00112696,93.7,0,0,6.3
E00112697,98.9,1.1,0,0
E00112698,96.5,1.8,0.9,0.9
E00112699,97.2,2.8,0,0
E00112700,94,6,0,0
E00112701,96,3.4,0,0.6
E00112702,93.2,3.4,0,3.4
E00112703,99,0,0,1
E00112704,98.3,0,0,1.7
E00112705,99.3,0,0,0.7
E00112706,99.1,0,0,0.9
E00112707,98.4,0,0,1.6
E00112708,99.3,0,0.7,0
E00112709,99.3,0.7,0,0
E00112710,99.2,0.8,0,0
E00112711,97.9,2.1,0,0
E00112712,97.7,0.8,0.8,0.8
E00112714,97.7,2.3,0,0
E00112719,96.7,2.6,0.7,0
E00112721,97.2,1.9,0,0.9
E00112722,95,1.7,0,3.3
E00112723,99.2,0,0,0.8
E00112724,94.2,3.2,0,2.6
E00112725,93.1,0.6,1.7,4.6
E00112726,92.7,2.2,1.5,3.6
E00112728,90.3,0.7,1.4,7.6
E00112851,99.5,0.5,0,0
E00112852,100,0,0,0
E00112854,96.4,1.2,1.2,1.2
E00112855,100,0,0,0
E00112856,98.8,0,1.2,0
E00112887,94.7,2.3,0,3.1
E00112888,97.1,0.7,0,2.2
E00112889,98.4,0,0,1.6
E00112890,97.5,2.5,0,0
E00112891,99.2,0.8,0,0
E00112894,98.6,0.7,0,0.7
E00112895,95.7,2.2,0,2.2
E00112897,95.5,0,1.5,3
E00112898,97.7,1.5,0,0.8
E00112905,98.1,1.3,0,0.6
E00112906,98.2,1.8,0,0
E00112907,92.1,7.9,0,0
E00112908,91.8,4.1,0,4.1
E00112910,98.8,0.6,0,0.6
E00112911,95.8,1.2,1.2,1.8
E00112954,96.7,2.7,0,0.5
E00145138,95,5,0,0
E00145139,97,0.7,0,2.2
E00145140,95.7,2.8,0,1.4
E00145141,98.6,0,0,1.4
E00145142,96.4,2,0,1.6
E00145143,99.4,0.6,0,0
E00145144,98.5,1.5,0,0
E00145145,99.2,0.8,0,0
E00145146,98.9,1.1,0,0
E00145220,99.4,0,0,0.6
E00145221,96.4,2.7,0,0.9
E00145222,97.1,2.9,0,0
E00145223,98.9,1.1,0,0
E00145224,98.8,0.8,0,0.4
E00146496,97,3,0,0
E00146497,100,0,0,0
E00146498,98.6,1.4,0,0
E00146499,98.5,1.5,0,0
E00146500,99.2,0,0,0.8
E00146501,98.6,1.4,0,0
E00146502,96,2.5,0.5,1
E00146568,97.4,1.7,0,0.9
E00146569,94.2,2.2,0,3.6
E00146570,97.4,2.6,0,0
E00146571,93.1,1.1,1.1,4.6
E00146572,97.8,2.2,0,0
E00146573,96.7,3.3,0,0
E00146574,96.8,2.4,0.8,0
E00146575,99.1,0.9,0,0
E00146576,93.9,3.1,0,3.1
E00146577,94.6,4.7,0,0.8
E00146578,95.6,2.9,0,1.5
E00146579,95.9,4.1,0,0
E00146580,96,1.6,0,2.4
E00146581,98.2,0,0,1.8
E00146582,100,0,0,0
E00146583,96.8,2.6,0,0.6
E00146584,97,1.5,0,1.5
E00146585,98.3,1.7,0,0
E00146586,96.7,2.2,0,1.1
E00146587,98.1,1.9,0,0
E00146588,99.1,0.9,0,0
E00146589,99.1,0.9,0,0
E00146590,93.8,2.3,1.5,2.3
E00146591,91.5,4.6,0.8,3.1
E00146592,92.7,1.7,0.6,5
E00146593,93.1,0,0,6.9
E00146594,98.9,1.1,0,0
E00146595,91.6,4.2,0.8,3.4
E00146596,97.8,0.7,0,1.4
E00146598,99.1,0,0,0.9
E00146599,94.2,2.5,0.8,2.5
E00146600,92.1,1.6,1.6,4.8
E00146601,97.5,0.8,0,1.7
E00146602,97.9,2.1,0,0
E00146603,97.1,2.9,0,0
E00146605,94.5,2.1,1.4,2.1
E00146606,90.6,3.4,1.3,4.7
E00146607,94.9,2.2,0,2.9
E00146608,95.7,3.6,0.7,0
E00146609,95.1,2.4,0,2.4
E00146654,98.1,0.9,0,0.9
E00146661,95.6,2.5,0,1.9
E00146662,95.4,3.1,1.5,0
E00146663,96.8,1.3,1.3,0.6
E00146664,96.1,3.1,0.8,0
E00146665,97.5,1.7,0,0.8
E00146666,95.9,4.1,0,0
E00146667,96.8,0,0,3.2
E00146668,92.3,3.6,0.6,3.6
E00146669,95.8,1.2,0,3
E00146670,93,2.6,0,4.3
E00146671,98.1,1.9,0,0
