areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00112696,57.9,42.1
E00112697,59.9,40.1
E00112698,63,37
E00112699,63.7,36.3
E00112700,61.3,38.7
E00112701,55.8,44.2
E00112702,41.1,58.9
E00112703,38.9,61.1
E00112704,50.2,49.8
E00112705,46.2,53.8
E00112706,49,51
E00112707,47.2,52.8
E00112708,44.8,55.2
E00112709,53.5,46.5
E00112710,59.3,40.7
E00112711,50.4,49.6
E00112712,47.8,52.2
E00112714,68,32
E00112719,55.8,44.2
E00112721,40.1,59.9
E00112722,49,51
E00112723,62.8,37.2
E00112724,41.6,58.4
E00112725,44.5,55.5
E00112726,46.7,53.3
E00112728,50.2,49.8
E00112851,51.6,48.4
E00112852,54.6,45.4
E00112854,61,39
E00112855,50.4,49.6
E00112856,53.1,46.9
E00112887,55.4,44.6
E00112888,37.1,62.9
E00112889,26.6,73.4
E00112890,45.1,54.9
E00112891,60.6,39.4
E00112894,44.9,55.1
E00112895,50.9,49.1
E00112897,46.4,53.6
E00112898,49.4,50.6
E00112905,56.3,43.7
E00112906,61.6,38.4
E00112907,55.8,44.2
E00112908,55.5,44.5
E00112910,54.6,45.4
E00112911,49.9,50.1
E00112954,55.3,44.7
E00145138,62.5,37.5
E00145139,59.8,40.2
E00145140,54.1,45.9
E00145141,62.1,37.9
E00145142,47.1,52.9
E00145143,55.5,44.5
E00145144,60.4,39.6
E00145145,61.9,38.1
E00145146,61.6,38.4
E00145220,59.3,40.7
E00145221,52.7,47.3
E00145222,68.4,31.6
E00145223,48.5,51.5
E00145224,66.5,33.5
E00146496,68.6,31.4
E00146497,45.5,54.5
E00146498,55,45
E00146499,55.5,44.5
E00146500,59.4,40.6
E00146501,70.5,29.5
E00146502,57.9,42.1
E00146568,64.3,35.7
E00146569,54.9,45.1
E00146570,41.5,58.5
E00146571,56.4,43.6
E00146572,61.8,38.2
E00146573,50.9,49.1
E00146574,55.3,44.7
E00146575,47.9,52.1
E00146576,58.7,41.3
E00146577,61.5,38.5
E00146578,54.3,45.7
E00146579,50,50
E00146580,53.9,46.1
E00146581,51.7,48.3
E00146582,32.8,67.2
E00146583,62.5,37.5
E00146584,46.3,53.7
E00146585,49.5,50.5
E00146586,46.1,53.9
E00146587,49.5,50.5
E00146588,56.5,43.5
E00146589,54.8,45.2
E00146590,43.2,56.8
E00146591,42.6,57.4
E00146592,52.6,47.4
E00146593,43.5,56.5
E00146594,41.9,58.1
E00146595,49.6,50.4
E00146596,39.7,60.3
E00146598,32.1,67.9
E00146599,35.3,64.7
E00146600,36.2,63.8
E00146601,59.5,40.5
E00146602,60.8,39.2
E00146603,63.3,36.7
E00146605,46.4,53.6
E00146606,42.6,57.4
E00146607,50,50
E00146608,45.8,54.2
E00146609,40.1,59.9
E00146654,66.5,33.5
E00146661,59.2,40.8
E00146662,58.3,41.7
E00146663,58.9,41.1
E00146664,56.7,43.3
E00146665,49.1,50.9
E00146666,47.9,52.1
E00146667,51.1,48.9
E00146668,43.1,56.9
E00146669,50.1,49.9
E00146670,59.5,40.5
E00146671,51,49
E00146672,56.7,43.3
E00146673,59.5,40.5
E00146674,52.2,47.8
E00146675,42.8,57.2
E00146676,54,46
E00146677,60.1,39.9
E00146678,68.2,31.8
E00146679,53,47
E00146680,50.9,49.1
E00146681,57.2,42.8
E00146682,48.7,51.3
E00146683,57.2,42.8
E00146705,53.6,46.4
E00146706,64,36
E00146707,50.6,49.4
E00146708,43.6,56.4
E00146709,55.1,44.9
E00159008,52.2,47.8
E00159010,47.4,52.6
E00159012,63.1,36.9
E00159013,63.1,36.9
E00159014,59.6,40.4
E00159016,55.5,44.5
E00159105,57.1,42.9
E00159107,50.6,49.4
E00159109,65.4,34.6
E00159110,52,48
E00159111,65.6,34.4
E00159112,63.1,36.9
E00159113,56.2,43.8
E00168925,39.8,60.2
E00168926,64.5,35.5
E00168927,62.8,37.2
E00169069,54.1,45.9
E00169070,51,49
E00172277,64.4,35.6
E00185896,47.4,52.6
E00185923,38.9,61.1
E00186330,59.5,40.5
E00186336,53.4,46.6
E00186344,42,58
E00186374,71.4,28.6
E00186376,33.3,66.7
E00186420,54.9,45.1
E00186432,50.9,49.1
E00186438,52.4,47.6
E00186440,26.7,73.3
E00186463,54.9,45.1
E00186465,35.2,64.8
E00186498,58.7,41.3
