areacd,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00112696,93.7,6.3,0
E00112697,91.5,8.5,0
E00112698,96.6,3.4,0
E00112699,91.8,8.2,0
E00112700,97,3,0
E00112701,96,4,0
E00112702,59.3,40.7,0
E00112703,74,26,0
E00112704,96.6,3.4,0
E00112705,72.9,27.1,0
E00112706,74.8,25.2,0
E00112707,92.2,7.8,0
E00112708,100,0,0
E00112709,93.8,6.2,0
E00112710,100,0,0
E00112711,91.5,8.5,0
E00112712,97,3,0
E00112714,97.7,2.3,0
E00112719,99.3,0.7,0
E00112721,84,16,0
E00112722,98.4,1.6,0
E00112723,97.7,2.3,0
E00112724,86.7,13.3,0
E00112725,92,8,0
E00112726,97.8,2.2,0
E00112728,60.1,39.9,0
E00112851,96.1,3.9,0
E00112852,96.9,2.5,0.6
E00112854,98.8,1.2,0
E00112855,98.4,1.6,0
E00112856,97.6,2.4,0
E00112887,99.2,0.8,0
E00112888,67.6,32.4,0
E00112889,36,64,0
E00112890,100,0,0
E00112891,96.7,3.3,0
E00112894,90.1,9.9,0
E00112895,81.9,18.1,0
E00112897,76.7,23.3,0
E00112898,99.2,0.8,0
E00112905,98.7,0.6,0.6
E00112906,97.3,2.7,0
E00112907,95.5,2.2,2.2
E00112908,93.9,6.1,0
E00112910,95.1,4.9,0
E00112911,95.2,4.8,0
E00112954,97.8,2.2,0
E00145138,97.5,2.5,0
E00145139,100,0,0
E00145140,94.3,5.7,0
E00145141,88,8,4
E00145142,97.6,2.4,0
E00145143,100,0,0
E00145144,99.3,0,0.7
E00145145,95.8,0.8,3.3
E00145146,96.7,3.3,0
E00145220,92.6,7.4,0
E00145221,98.2,1.8,0
E00145222,97.1,2.9,0
E00145223,96.9,3.1,0
E00145224,94.8,5.2,0
E00146496,97.7,2.3,0
E00146497,100,0,0
E00146498,95.7,4.3,0
E00146499,90.8,9.2,0
E00146500,94.8,5.2,0
E00146501,99.3,0.7,0
E00146502,93.4,6.6,0
E00146568,97.5,1.7,0.8
E00146569,81.2,4.3,14.5
E00146570,90.7,9.3,0
E00146571,83.9,13.8,2.3
E00146572,98.9,0.5,0.5
E00146573,96.7,1.7,1.7
E00146574,93.6,6.4,0
E00146575,77,23,0
E00146576,96.9,2.3,0.8
E00146577,98.4,1.6,0
E00146578,96.3,3.7,0
E00146579,93.6,6.4,0
E00146580,87.8,12.2,0
E00146581,82.5,17.5,0
E00146582,100,0,0
E00146583,93.6,6.4,0
E00146584,87.9,12.1,0
E00146585,100,0,0
E00146586,73.3,26.7,0
E00146587,100,0,0
E00146588,98.3,0.8,0.8
E00146589,99.1,0.9,0
E00146590,73.2,26.8,0
E00146591,81.7,18.3,0
E00146592,55.9,44.1,0
E00146593,77,23,0
E00146594,75,25,0
E00146595,99.2,0.8,0
E00146596,89.9,10.1,0
E00146598,81.3,18.7,0
E00146599,60,40,0
E00146600,49.2,50.8,0
E00146601,74.2,25.8,0
E00146602,99.3,0,0.7
E00146603,100,0,0
E00146605,69.7,30.3,0
E00146606,62.5,37.5,0
E00146607,97.8,2.2,0
E00146608,96.4,3.6,0
E00146609,93.5,6.5,0
E00146654,98.1,1.9,0
E00146661,96.8,3.2,0
E00146662,87.7,12.3,0
E00146663,89.2,10.8,0
E00146664,99.2,0.8,0
E00146665,95.8,4.2,0
E00146666,94.4,5.6,0
E00146667,95.3,4.7,0
E00146668,91.1,8.9,0
E00146669,92.1,7.9,0
E00146670,91.2,7,1.8
E00146671,98.1,1.9,0
E00146672,90.5,6.7,2.9
E00146673,100,0,0
E00146674,100,0,0
E00146675,90.1,9.9,0
E00146676,98.4,1.6,0
E00146677,97.3,1.8,0.9
E00146678,96.6,3.4,0
E00146679,72.3,27.1,0.6
E00146680,99.3,0.7,0
E00146681,95.2,4.8,0
E00146682,90.1,9.9,0
E00146683,97.6,2.4,0
E00146705,89.3,10.7,0
E00146706,98.7,0.7,0.7
E00146707,98.7,1.3,0
E00146708,92.3,7.7,0
E00146709,91.2,8.8,0
E00159008,96.6,0,3.4
E00159010,95.6,4.4,0
E00159012,99.3,0.7,0
E00159013,99.1,0.9,0
E00159014,98.6,0,1.4
E00159016,98.5,0.5,1
E00159105,86.5,13.5,0
E00159107,98.3,1.2,0.6
E00159109,96.4,3.6,0
E00159110,99.2,0,0.8
E00159111,98.1,1.9,0
E00159112,98.7,1.3,0
E00159113,100,0,0
E00168925,55.6,44.4,0
E00168926,95.8,4.2,0
E00168927,94.6,5.4,0
E00169069,98.5,1.5,0
E00169070,97.1,2.9,0
E00172277,97.8,1.5,0.7
E00185896,86.5,13.5,0
E00185923,95.1,4.9,0
E00186330,90.3,9.7,0
E00186336,86.3,13.8,0
E00186344,76.9,23.1,0
E00186374,99.5,0.5,0
E00186376,96.3,2.5,1.2
E00186420,94.1,5.9,0
E00186432,88.3,11.7,0
E00186438,98.3,1.7,0
E00186440,75.9,22.4,1.7
E00186463,93.9,6.1,0
E00186465,87.3,12.7,0
E00186498,57.1,42.9,0
