areacd,disability_3a-001,disability_3a-002
E00112696,7.6,92.4
E00112697,21.5,78.5
E00112698,12.2,87.8
E00112699,15.6,84.4
E00112700,14.9,85.1
E00112701,10.4,89.6
E00112702,19,81
E00112703,28.2,71.8
E00112704,19.8,80.2
E00112705,35.1,64.9
E00112706,24.2,75.8
E00112707,19.5,80.5
E00112708,20.9,79.1
E00112709,18.4,81.6
E00112710,11,89
E00112711,18.4,81.6
E00112712,13.1,86.9
E00112714,12.3,87.7
E00112719,15.2,84.8
E00112721,21.7,78.3
E00112722,20.6,79.4
E00112723,16.5,83.5
E00112724,15.1,84.9
E00112725,22.8,77.2
E00112726,15,85
E00112728,19.2,80.8
E00112851,13,87
E00112852,15.5,84.5
E00112854,13.1,86.9
E00112855,15.7,84.3
E00112856,14.7,85.3
E00112887,15.3,84.7
E00112888,30.7,69.3
E00112889,29.6,70.4
E00112890,11.2,88.8
E00112891,20.1,79.9
E00112894,19,81
E00112895,23.5,76.5
E00112897,14.7,85.3
E00112898,19.5,80.5
E00112905,14.4,85.6
E00112906,16.4,83.6
E00112907,15.9,84.1
E00112908,14.6,85.4
E00112910,14,86
E00112911,10.8,89.2
E00112954,12.3,87.7
E00145138,11,89
E00145139,11.3,88.7
E00145140,12.7,87.3
E00145141,11.8,88.2
E00145142,14.6,85.4
E00145143,13.3,86.7
E00145144,11,89
E00145145,10.9,89.1
E00145146,10,90
E00145220,13.7,86.3
E00145221,10.7,89.3
E00145222,12.4,87.6
E00145223,15.9,84.1
E00145224,16.9,83.1
E00146496,8.9,91.1
E00146497,18.7,81.3
E00146498,13.1,86.9
E00146499,18.6,81.4
E00146500,17.5,82.5
E00146501,15.1,84.9
E00146502,15.8,84.2
E00146568,15.4,84.6
E00146569,15.9,84.1
E00146570,20.5,79.5
E00146571,22.7,77.3
E00146572,11.7,88.3
E00146573,14.4,85.6
E00146574,14.7,85.3
E00146575,15.2,84.8
E00146576,17.2,82.8
E00146577,17.1,82.9
E00146578,13.6,86.4
E00146579,11.7,88.3
E00146580,15.8,84.2
E00146581,17.7,82.3
E00146582,23.7,76.3
E00146583,12.9,87.1
E00146584,19.3,80.7
E00146585,22.4,77.6
E00146586,25.6,74.4
E00146587,13.8,86.2
E00146588,13.1,86.9
E00146589,14.2,85.8
E00146590,25.8,74.2
E00146591,22.1,77.9
E00146592,16.8,83.2
E00146593,11.5,88.5
E00146594,15.6,84.4
E00146595,15.2,84.8
E00146596,16.9,83.1
E00146598,27.9,72.1
E00146599,21.1,78.9
E00146600,23.4,76.6
E00146601,11.7,88.3
E00146602,14.4,85.6
E00146603,16.9,83.1
E00146605,21.1,78.9
E00146606,19.3,80.7
E00146607,11.6,88.4
E00146608,25.1,74.9
E00146609,21.7,78.3
E00146654,10.1,89.9
E00146661,14.3,85.7
E00146662,17.1,82.9
E00146663,13.9,86.1
E00146664,9.9,90.1
E00146665,24,76
E00146666,18.7,81.3
E00146667,9.9,90.1
E00146668,15,85
E00146669,10,90
E00146670,8.4,91.6
E00146671,17.3,82.7
E00146672,14.9,85.1
E00146673,11.9,88.1
E00146674,20,80
E00146675,33,67
E00146676,16.9,83.1
E00146677,13.2,86.8
E00146678,11.5,88.5
E00146679,15.5,84.5
E00146680,17.6,82.4
E00146681,12.3,87.8
E00146682,14.5,85.5
E00146683,13,87
E00146705,12.4,87.6
E00146706,14.8,85.2
E00146707,13.2,86.8
E00146708,19,81
E00146709,12.2,87.8
E00159008,16.2,83.8
E00159010,21.8,78.2
E00159012,13.2,86.8
E00159013,17.4,82.6
E00159014,11.1,88.9
E00159016,13.5,86.5
E00159105,15.5,84.5
E00159107,16.5,83.5
E00159109,14.7,85.3
E00159110,15.4,84.6
E00159111,21.7,78.3
E00159112,12.9,87.1
E00159113,16.4,83.6
E00168925,20.1,79.9
E00168926,10.8,89.2
E00168927,20.8,79.2
E00169069,22.7,77.3
E00169070,13.5,86.5
E00172277,12.4,87.6
E00185896,10.1,89.9
E00185923,22.9,77.1
E00186330,10.4,89.6
E00186336,6.3,93.7
E00186344,17.6,82.4
E00186374,8,92
E00186376,19,81
E00186420,12.9,87.1
E00186432,11.7,88.3
E00186438,20.2,79.8
E00186440,13.9,86.1
E00186463,15.9,84.1
E00186465,6.5,93.5
E00186498,23.6,76.4
