areacd,heating_type_3a-001,heating_type_3a-002
E00112696,1.7,98.3
E00112697,1.1,98.9
E00112698,0,100
E00112699,1.4,98.6
E00112700,1.5,98.5
E00112701,0,100
E00112702,0,100
E00112703,1,99
E00112704,0,100
E00112705,0,100
E00112706,0,100
E00112707,0.8,99.2
E00112708,0,100
E00112709,0,100
E00112710,0.8,99.2
E00112711,0.7,99.3
E00112712,1.5,98.5
E00112714,0.8,99.2
E00112719,0.6,99.4
E00112721,0.9,99.1
E00112722,0,100
E00112723,0.8,99.2
E00112724,0.5,99.5
E00112725,1.1,98.9
E00112726,0,100
E00112728,3.4,96.6
E00112851,1.1,98.9
E00112852,1.3,98.7
E00112854,1.2,98.8
E00112855,1.6,98.4
E00112856,1.8,98.2
E00112887,1.6,98.4
E00112888,0.7,99.3
E00112889,0.8,99.2
E00112890,0,100
E00112891,0,100
E00112894,0,100
E00112895,0.7,99.3
E00112897,0,100
E00112898,0,100
E00112905,0.7,99.3
E00112906,2.7,97.3
E00112907,3.5,96.5
E00112908,2,98
E00112910,0,100
E00112911,0,100
E00112954,2.7,97.3
E00145138,2.5,97.5
E00145139,2.2,97.8
E00145140,2.1,97.9
E00145141,0,100
E00145142,0,100
E00145143,0.6,99.4
E00145144,1.5,98.5
E00145145,2.5,97.5
E00145146,3.3,96.7
E00145220,0,100
E00145221,0.9,99.1
E00145222,1,99
E00145223,0,100
E00145224,0.8,99.2
E00146496,0,100
E00146497,0,100
E00146498,0,100
E00146499,0,100
E00146500,0.8,99.2
E00146501,0,100
E00146502,0.5,99.5
E00146568,0.8,99.2
E00146569,2.9,97.1
E00146570,1.7,98.3
E00146571,3.4,96.6
E00146572,1.7,98.3
E00146573,1.7,98.3
E00146574,1.6,98.4
E00146575,0.9,99.1
E00146576,0.8,99.2
E00146577,0,100
E00146578,0.8,99.2
E00146579,0,100
E00146580,0,100
E00146581,0,100
E00146582,2.9,97.1
E00146583,0.6,99.4
E00146584,0,100
E00146585,0,100
E00146586,1.1,98.9
E00146587,0.9,99.1
E00146588,0,100
E00146589,0.9,99.1
E00146590,0.8,99.2
E00146591,0,100
E00146592,0.6,99.4
E00146593,1.1,98.9
E00146594,0,100
E00146595,0,100
E00146596,0.7,99.3
E00146598,0,100
E00146599,1.7,98.3
E00146600,0.8,99.2
E00146601,0,100
E00146602,0,100
E00146603,0.7,99.3
E00146605,1.4,98.6
E00146606,0,100
E00146607,0,100
E00146608,0,100
E00146609,0,100
E00146654,1.9,98.1
E00146661,0.6,99.4
E00146662,3,97
E00146663,0.6,99.4
E00146664,2.3,97.7
E00146665,0,100
E00146666,0,100
E00146667,0,100
E00146668,0.6,99.4
E00146669,0,100
E00146670,1.8,98.2
E00146671,1.9,98.1
E00146672,1.9,98.1
E00146673,0.8,99.2
E00146674,1,99
E00146675,0.8,99.2
E00146676,1.6,98.4
E00146677,2.6,97.4
E00146678,0,100
E00146679,1.7,98.3
E00146680,1.3,98.7
E00146681,0.6,99.4
E00146682,0.7,99.3
E00146683,0,100
E00146705,1.5,98.5
E00146706,0,100
E00146707,1.9,98.1
E00146708,0.9,99.1
E00146709,0,100
E00159008,0,100
E00159010,0.7,99.3
E00159012,1.4,98.6
E00159013,1.8,98.2
E00159014,1.4,98.6
E00159016,2.6,97.4
E00159105,1.8,98.2
E00159107,0.6,99.4
E00159109,2.2,97.8
E00159110,0.8,99.2
E00159111,0.9,99.1
E00159112,0,100
E00159113,2.2,97.8
E00168925,0,100
E00168926,0,100
E00168927,0,100
E00169069,0,100
E00169070,1,99
E00172277,1.4,98.6
E00185896,0,100
E00185923,0,100
E00186330,0,100
E00186336,0,100
E00186344,0,100
E00186374,0.5,99.5
E00186376,9.8,90.2
E00186420,0,100
E00186432,0,100
E00186438,1.7,98.3
E00186440,1.7,98.3
E00186463,1.8,98.2
E00186465,0,100
E00186498,0,100
