areacd,sex-001,sex-002
E00112696,51.2,48.8
E00112697,51.5,48.5
E00112698,54.3,45.7
E00112699,52.4,47.6
E00112700,51.3,48.7
E00112701,51.2,48.8
E00112702,48.3,51.7
E00112703,51.4,48.6
E00112704,54.2,45.8
E00112705,53.7,46.3
E00112706,52.5,47.5
E00112707,51.7,48.3
E00112708,52.8,47.2
E00112709,54.8,45.2
E00112710,51.9,48.1
E00112711,52.1,47.9
E00112712,48,52
E00112714,58,42
E00112719,47.7,52.3
E00112721,56,44
E00112722,55.6,44.4
E00112723,50.5,49.5
E00112724,53.4,46.6
E00112725,53.8,46.2
E00112726,53.1,46.9
E00112728,52.4,47.6
E00112851,51.9,48.1
E00112852,56.1,43.9
E00112854,49.4,50.6
E00112855,50.7,49.3
E00112856,50.6,49.4
E00112887,50.4,49.6
E00112888,57.7,42.3
E00112889,58.2,41.8
E00112890,51.4,48.6
E00112891,51.7,48.3
E00112894,51.7,48.3
E00112895,57.4,42.6
E00112897,53.4,46.6
E00112898,56.9,43.1
E00112905,51.8,48.2
E00112906,53.1,46.9
E00112907,55.1,44.9
E00112908,52.9,47.1
E00112910,51,49
E00112911,50.4,49.6
E00112954,53.7,46.3
E00145138,50.7,49.3
E00145139,51.2,48.8
E00145140,53.3,46.7
E00145141,53,47
E00145142,51.9,48.1
E00145143,54.6,45.4
E00145144,55,45
E00145145,50,50
E00145146,48,52
E00145220,48.4,51.6
E00145221,53.2,46.8
E00145222,53,47
E00145223,44.4,55.6
E00145224,52.5,47.5
E00146496,52,48
E00146497,51.4,48.6
E00146498,47.5,52.5
E00146499,57,43
E00146500,53,47
E00146501,52.3,47.7
E00146502,52.7,47.3
E00146568,51.3,48.7
E00146569,51.7,48.3
E00146570,49.4,50.6
E00146571,49.8,50.2
E00146572,50.8,49.2
E00146573,46.8,53.2
E00146574,46.8,53.2
E00146575,52.2,47.8
E00146576,47.7,52.3
E00146577,52.5,47.5
E00146578,52.5,47.5
E00146579,49.8,50.2
E00146580,55.7,44.3
E00146581,54.7,45.3
E00146582,53.8,46.2
E00146583,49.9,50.1
E00146584,50.3,49.7
E00146585,51.5,48.5
E00146586,51.2,48.8
E00146587,50,50
E00146588,54.1,45.9
E00146589,50,50
E00146590,52,48
E00146591,56.1,43.9
E00146592,54.9,45.1
E00146593,52.4,47.6
E00146594,52.5,47.5
E00146595,56,44
E00146596,50.4,49.6
E00146598,53.4,46.6
E00146599,52,48
E00146600,52.9,47.1
E00146601,50.6,49.4
E00146602,51.8,48.2
E00146603,51,49
E00146605,51.5,48.5
E00146606,48.9,51.1
E00146607,51,49
E00146608,57.2,42.8
E00146609,55.9,44.1
E00146654,50,50
E00146661,47.4,52.6
E00146662,49,51
E00146663,51.1,48.9
E00146664,50.8,49.2
E00146665,57.6,42.4
E00146666,51,49
E00146667,50.6,49.4
E00146668,49.4,50.6
E00146669,47.1,52.9
E00146670,47.7,52.3
E00146671,51.5,48.5
E00146672,53.8,46.2
E00146673,51.1,48.9
E00146674,52.8,47.2
E00146675,55.6,44.4
E00146676,50.7,49.3
E00146677,51.6,48.4
E00146678,48.1,51.9
E00146679,51.8,48.2
E00146680,53.2,46.8
E00146681,50.3,49.8
E00146682,53.1,46.9
E00146683,49.8,50.2
E00146705,53.8,46.2
E00146706,49.4,50.6
E00146707,53.2,46.8
E00146708,52.6,47.4
E00146709,46.9,53.1
E00159008,52.7,47.3
E00159010,53.5,46.5
E00159012,46.9,53.1
E00159013,52.8,47.2
E00159014,48.9,51.1
E00159016,52.7,47.3
E00159105,51.6,48.4
E00159107,52.8,47.2
E00159109,49.2,50.8
E00159110,53.2,46.8
E00159111,56.6,43.4
E00159112,48.5,51.5
E00159113,54.2,45.8
E00168925,55.3,44.7
E00168926,50.8,49.2
E00168927,52.6,47.4
E00169069,49.2,50.8
E00169070,49.3,50.7
E00172277,51.8,48.2
E00185896,53.2,46.8
E00185923,49.2,50.8
E00186330,51.6,48.4
E00186336,52.4,47.6
E00186344,54.1,45.9
E00186374,53.8,46.2
E00186376,55.2,44.8
E00186420,49.1,50.9
E00186432,51.2,48.8
E00186438,54,46
E00186440,49.1,50.9
E00186463,49.4,50.6
E00186465,48.9,51.1
E00186498,51.9,48.1
