geography_code,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E02002985,11.8,73.4,14.8
E02002986,11.2,73.8,15
E02002987,10,78.2,11.8
E02002988,13.8,71.7,14.5
E02002989,13.4,71.2,15.4
E02002990,22,61.7,16.3
E02002991,21.4,60.1,18.5
E02002992,17.7,66.7,15.6
E02002993,29.8,47.8,22.4
E02002994,13.1,71.7,15.2
E02002995,17.4,55.2,27.4
E02002996,33.4,40.8,25.8
E02002997,39.2,41.9,18.9
E02002998,32.7,50.4,16.9
E02002999,16.7,62.3,21
E02003000,10.1,75.6,14.3
E02003001,14.2,69.4,16.4
E02003002,16.1,65.8,18
E02003003,18.8,60,21.2
E02003004,10.7,73.4,15.8
E02003005,12.6,74.8,12.5
E02003006,25.9,56.8,17.3
E02003007,12.4,71.5,16.1
E02003008,14.9,67.4,17.7
E02003009,12.1,71.4,16.5
E02003010,12.2,67.8,20
E02003011,10.5,73.1,16.4
E02003012,10.6,61.9,27.4
E02003013,13,55.7,31.3
E02003014,13.2,55.3,31.5
E02003015,16.8,61,22.2
E02003016,23.4,48.2,28.5
E02003017,8.7,74.6,16.7
E02003018,11.5,66.8,21.7
E02003019,13.2,61.6,25.3
E02003020,8.9,73.8,17.2
E02003021,28.1,52.8,19.1
E02003022,11.5,75.9,12.6
E02003023,22,55.4,22.6
E02003024,15.9,58.5,25.6
E02003025,16.4,51.7,31.9
E02003026,27.5,51.8,20.7
E02003027,28.6,55.7,15.7
E02003028,19.3,61.5,19.2
E02003029,14.8,53.6,31.6
E02003030,20.9,50.5,28.6
E02003031,31.3,51,17.6
E02003032,17.6,55,27.4
E02003033,36.1,45.6,18.3
E02003036,33.9,40.4,25.7
E02003037,34.5,45.4,20.2
E02003038,14.6,60.7,24.6
E02003039,14.6,57.6,27.7
E02003040,18,57.7,24.3
E02003041,24.6,56.3,19.2
E02003044,13.4,67.3,19.3
E02003045,31,45.1,23.9
E02003046,16.2,59.3,24.4
E02003047,20,57.7,22.3
E02003048,20.6,55.1,24.3
E02003049,13,65.7,21.2
E02003050,17.7,57.6,24.6
E02003051,18.6,51.9,29.5
E02003052,14.5,64.2,21.3
E02003053,13.6,62.2,24.2
E02003054,13.8,58.9,27.2
E02003055,13.3,51.1,35.6
E02003056,11.1,53.6,35.4
E02003057,11.2,68.5,20.3
E02003058,10.3,64.8,24.9
E02003059,13.3,63.3,23.5
E02003060,10.7,67.8,21.5
E02003061,10.8,57.9,31.3
E02003062,10.5,56.3,33.2
E02003063,9.7,72.7,17.6
E02003064,11,53.2,35.8
E02003065,11.4,74,14.7
E02003066,9.2,79.8,11
E02003067,10.8,74,15.2
E02003068,10.1,74.4,15.5
E02003070,10.6,75,14.4
E02003072,8.5,77.7,13.8
E02003073,8.9,80.5,10.5
E02003075,12.1,74,14
E02003077,12.7,73.4,14
E02003088,10,76.5,13.5
E02003090,10.6,74.9,14.5
E02003091,10.5,74.4,15.1
E02003092,11.9,72.4,15.6
E02003093,10.5,77.2,12.3
E02003094,12.6,68.9,18.5
E02003095,11.8,69.6,18.6
E02003096,12.5,67.4,20.1
E02003097,8.9,77.5,13.6
E02003098,20.2,58.3,21.6
E02003099,10.9,72,17.1
E02003101,16.8,60.3,22.9
E02003102,11.2,72.1,16.7
E02003103,16.2,63.5,20.3
E02003104,13.4,69.8,16.8
E02003105,10.5,74.2,15.3
E02003107,21.8,56.9,21.3
E02003108,12,70.2,17.8
E02003109,9.5,75.9,14.7
E02003110,16.2,62.9,20.9
E02003111,11.8,71.2,17
E02003112,11.7,67.3,21
E02003113,12.2,71.8,15.9
E02003114,11.4,71,17.6
E02003115,12.8,66.3,20.9
E02003116,11.1,65.3,23.6
E02003117,14.5,66.2,19.4
E02003118,13.4,66.4,20.2
E02003119,13,67.3,19.7
E02003120,10.3,73.7,16
E02003121,10.1,76,13.9
E02003172,10.1,66.6,23.3
E02003173,9.9,70.7,19.4
E02003174,11.1,72,16.9
E02003175,12.5,68,19.5
E02003176,12.2,59.1,28.7
E02003177,14.7,67.4,17.9
E02003178,15.1,62.5,22.4
E02003179,10.9,66.6,22.5
E02003180,31.9,48.6,19.5
E02003181,19,63.1,18
E02003182,13.9,71,15.1
E02003183,24.7,58.2,17.1
E02003194,11,73.7,15.2
E02003195,11.6,65.6,22.8
E02003196,9.2,77.2,13.6
E02003197,12.8,69.2,18
E02003198,14.6,67.9,17.5
E02003199,10.6,69.2,20.1
E02003200,12.8,64.7,22.5
E02003201,12.9,64.1,23
E02003214,12,61.6,26.5
E02003215,10,72.9,17.1
E02003216,10.5,68.2,21.3
E02003217,11.7,63,25.2
E02003218,10.9,59,30.2
E02003219,13.6,67.6,18.8
E02003220,13.1,69.2,17.7
E02003221,15.1,53.2,31.7
E02003222,17.7,63.7,18.6
E02003223,17.8,57.9,24.3
E02003224,11.3,71.1,17.6
E02003225,16.3,64.6,19.1
E02003226,21.1,42.4,36.5
E02003227,12.4,52.9,34.6
E02003228,14.5,59,26.5
E02003229,15.3,62.1,22.6
E02003230,19.4,49.7,30.9
E02003231,12.2,53.9,33.9
E02003232,15.7,60.8,23.5
E02003233,11.4,64.8,23.9
E02003234,12.5,66.4,21.1
E02003235,11.8,71.8,16.4
E02003236,10.1,72.4,17.5
E02003368,12.2,70.9,16.9
E02003376,11.7,72.9,15.4
E02003384,12,72.1,15.9
E02003550,11.9,63.3,24.7
E02003552,11.9,58.9,29.1
E02003554,12.4,66.1,21.5
E02003555,12.9,58.2,28.9
E02003558,14,56,30.1
E02003559,13.2,66.5,20.3
E02003560,12.4,57.7,29.9
E02003563,13.8,61.2,25
E02003567,14.1,56.4,29.5
E02003568,23.2,53.2,23.6
E02003569,19.1,52.2,28.7
E02003571,31.1,37.6,31.3
E02004236,9.3,75.3,15.4
E02004237,9.9,72.5,17.6
E02004238,6.9,82.8,10.3
E02004239,8.9,79.9,11.1
E02004240,10.4,66.8,22.8
E02004241,11,72.4,16.6
E02004243,12.7,72.6,14.7
E02004244,8.8,78.3,12.9
E02004245,10.5,75.9,13.6
E02004246,7.9,80.1,12
E02004247,12.6,74.3,13.1
E02004248,7.9,81.2,10.9
E02004249,9,79.9,11.1
E02004250,7.8,78.6,13.6
E02004251,8.5,76.1,15.4
E02004252,9.6,74.6,15.8
E02004253,8.1,80.8,11.1
E02004254,10.8,74.7,14.5
E02004255,9.7,77.1,13.2
E02004256,10.4,76.7,12.9
E02004257,11.9,74.2,13.9
E02004258,9.2,75.7,15
E02004259,10.6,74.3,15.1
E02004260,12.4,66.6,20.9
E02004261,11.2,72.9,15.9
E02004262,11.1,73.8,15.1
E02004263,10.2,75.7,14.1
E02004264,11.5,72.1,16.4
E02004269,8.9,72.7,18.4
E02004270,9.8,78.5,11.8
E02004271,9.8,79.1,11.1
E02004272,10.8,76.5,12.7
E02004274,9.1,78.5,12.4
E02004779,10.5,75.7,13.8
E02004780,10.7,67.8,21.6
E02004781,13.1,69.1,17.9
E02004782,11.9,68.4,19.7
E02004783,12.3,71.8,15.9
E02004784,8.8,74.6,16.6
E02004785,11,75.3,13.7
E02004786,11.9,70.1,17.9
E02004787,8.4,78.9,12.7
E02004788,11.6,73.5,14.9
E02004790,10.4,72.7,17
E02004793,10.1,80,9.9
E02004794,10.2,77.1,12.7
E02004795,10.2,76.7,13
E02004796,8.6,78.6,12.8
E02004797,11.3,74.4,14.4
E02004798,11,70.8,18.2
E02004799,9.3,76.8,13.9
E02004800,6,82.9,11.2
E02004814,12.3,71.2,16.5
E02004815,17.6,56.2,26.2
E02004817,13.2,63.7,23.1
E02004818,13.1,71.8,15.1
E02004819,10.6,73.2,16.3
E02004820,14,71.2,14.8
E02004821,11.5,76.8,11.8
E02004822,12,75.3,12.7
E02004823,10.5,75.4,14.1
E02004824,8.3,77.8,13.9
E02004825,10.3,75.2,14.5
E02004826,11.6,73.3,15.1
E02004828,12.7,70.3,16.9
E02005988,13.8,70.7,15.6
E02005991,11.9,72.2,15.9
E02006047,12.1,74.5,13.4
E02006048,10,72,18
E02006049,10.3,77,12.7
E02006050,11.5,66.7,21.8
E02006051,10.7,72.5,16.8
E02006052,11.1,73.9,15
E02006053,12.3,67.4,20.3
E02006054,9.4,77,13.6
E02006055,13.8,67.2,19
E02006056,12.1,74,13.9
E02006057,12,73.9,14.1
E02006058,12.5,64,23.6
E02006059,11.5,76.1,12.3
E02006060,12.1,69.5,18.3
E02006061,10.8,73.9,15.3
E02006075,13.3,68.2,18.5
E02006076,9.2,77.3,13.5
E02006077,8.9,77.1,14
E02006079,10.6,75.4,14
E02006080,13.5,73.1,13.4
E02006082,11.7,73.6,14.7
E02006083,9.1,75.5,15.4
E02006085,10.6,71.5,17.8
E02006086,11.1,71.2,17.7
E02006087,10.2,70.3,19.5
E02006088,12.5,66.8,20.7
E02006089,15,60.9,24.1
E02006090,10.6,72.6,16.8
E02006091,10.1,76.6,13.3
E02006092,9.8,76.1,14.1
E02006094,9.2,77.6,13.2
E02006095,10.3,74.9,14.7
E02006634,11.5,75.4,13.1
E02006635,10.4,63.7,25.9
E02006636,10.4,74,15.7
E02006637,10,71.8,18.2
E02006638,9.4,75.3,15.4
E02006639,11,73.1,15.9
E02006640,12.2,72.6,15.2
E02006641,11.2,71.8,17
E02006642,11.5,74,14.5
E02006645,13.6,71.3,15.1
E02006646,11.6,69.9,18.5
E02006647,11.2,76.7,12.1
E02006648,12.1,71.6,16.3
E02006649,13,67.6,19.4
E02006650,14.4,65.5,20.2
E02006651,12.9,72.8,14.4
E02006652,14,65.7,20.3
E02006653,13,69.9,17.1
E02006654,12,69.9,18.1
E02006655,11.4,73.3,15.3
E02006656,14.8,67.8,17.4
E02006657,12.8,61.9,25.3
E02006658,12,73.7,14.3
E02006659,12.7,73.3,14
E02006660,9.8,73.1,17.1
E02006661,21.3,56.5,22.3
E02006662,13.3,70.8,15.9
E02006663,13.7,66.1,20.2
E02006664,12.4,74.4,13.2
E02006665,10,77.8,12.1
E02006666,10.9,71.6,17.5
E02006667,14.2,61.9,23.8
E02006668,10.4,73.5,16.1
E02006669,10.7,76.2,13.1
E02006670,11.3,68.2,20.5
