geography_code,in_full_time_education-001,in_full_time_education-002
E02002985,17.8,82.2
E02002986,17.1,82.9
E02002987,16.7,83.3
E02002988,20,80
E02002989,21.2,78.8
E02002990,20.8,79.2
E02002991,25.2,74.8
E02002992,24.3,75.7
E02002993,35.2,64.8
E02002994,21.3,78.7
E02002995,24.7,75.3
E02002996,50.7,49.3
E02002997,48.2,51.8
E02002998,42.3,57.7
E02002999,22.9,77.1
E02003000,16.6,83.4
E02003001,23.2,76.8
E02003002,25.6,74.4
E02003003,24.2,75.8
E02003004,17.8,82.2
E02003005,19,81
E02003006,29.1,70.9
E02003007,18.2,81.8
E02003008,20.1,79.9
E02003009,16.9,83.1
E02003010,19.6,80.4
E02003011,18.2,81.8
E02003012,20.6,79.4
E02003013,23.2,76.8
E02003014,24.8,75.2
E02003015,21.1,78.9
E02003016,29.2,70.8
E02003017,19.1,80.9
E02003018,20.2,79.8
E02003019,17.7,82.3
E02003020,22.7,77.3
E02003021,29.9,70.1
E02003022,22.1,77.9
E02003023,27.3,72.7
E02003024,23.9,76.1
E02003025,24.9,75.1
E02003026,38.6,61.4
E02003027,27.1,72.9
E02003028,25.5,74.5
E02003029,24.8,75.2
E02003030,22.2,77.8
E02003031,29.2,70.8
E02003032,21.8,78.2
E02003033,40.7,59.3
E02003036,36.4,63.6
E02003037,34.5,65.5
E02003038,17.1,82.9
E02003039,18.6,81.4
E02003040,13.3,86.7
E02003041,27,73
E02003044,16,84
E02003045,37.4,62.6
E02003046,16.7,83.3
E02003047,17.5,82.5
E02003048,14.9,85.1
E02003049,17.3,82.7
E02003050,12.2,87.8
E02003051,20.2,79.8
E02003052,16,84
E02003053,18.8,81.2
E02003054,17.5,82.5
E02003055,25.6,74.4
E02003056,23.7,76.3
E02003057,17.2,82.8
E02003058,19.1,80.9
E02003059,18.7,81.3
E02003060,16.9,83.1
E02003061,23.2,76.8
E02003062,21.9,78.1
E02003063,15.9,84.1
E02003064,25.5,74.5
E02003065,16.6,83.4
E02003066,16.2,83.8
E02003067,21.5,78.5
E02003068,17.4,82.6
E02003070,20.5,79.5
E02003072,15.3,84.7
E02003073,17,83
E02003075,21.5,78.5
E02003077,17.8,82.2
E02003088,18.9,81.1
E02003090,17.6,82.4
E02003091,16.9,83.1
E02003092,17.7,82.3
E02003093,15.6,84.4
E02003094,17.9,82.1
E02003095,17.6,82.4
E02003096,16.7,83.3
E02003097,15.2,84.8
E02003098,20.7,79.3
E02003099,18,82
E02003101,20.8,79.2
E02003102,19.7,80.3
E02003103,19.3,80.7
E02003104,17.5,82.5
E02003105,17.7,82.3
E02003107,25.4,74.6
E02003108,17.2,82.8
E02003109,19.1,80.9
E02003110,22.6,77.4
E02003111,18,82
E02003112,20.2,79.8
E02003113,16.9,83.1
E02003114,15.8,84.2
E02003115,17.6,82.4
E02003116,17,83
E02003117,17.3,82.7
E02003118,16.4,83.6
E02003119,18.7,81.3
E02003120,16.5,83.5
E02003121,14.9,85.1
E02003172,17.9,82.1
E02003173,14.8,85.2
E02003174,17.5,82.5
E02003175,21.4,78.6
E02003176,22.1,77.9
E02003177,22.4,77.6
E02003178,24.8,75.2
E02003179,20,80
E02003180,39.6,60.4
E02003181,25.7,74.3
